ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
9008.T,京王電鉄,Nikkei225,3861.0,4056.32,-4.815,-7.585,-11.495,8.054,11.964,3748.6,3590.0,3.0,MILD DIP,6514,3.91,2.59,100.0,2.67,3,60,8126.7,52.5,True,False,False,True,False,資本財,Conglomerates,半値／月足GC,2,3333.3,2500.0,2000.0,1666.7,False
NUE,Nucor,配当貴族,163.48,178.81,-8.575,-11.256,-17.249,12.713,18.705,158.7,148.0,3.02,MILD DIP,11568,5.992,1.69,2.76,1.74,16,25,195.4,16.3,False,False,False,False,False,素材,Steel,—,0,92.0,69.0,55.2,46.0,False
CPRT,Copart,NASDAQ100,34.09,37.35,-8.736,-11.422,-17.588,13.242,19.408,33.1,30.8,3.03,MILD DIP,8027,6.166,0.0,0.0,0.0,0,25,63.8,46.6,False,False,False,False,False,資本財,Specialty Business Services,—,0,0.0,0.0,0.0,0.0,False
4528.T,小野薬品,Nikkei225,2363.0,2517.92,-6.153,-8.928,-13.572,9.649,14.293,2293.1,2176.2,3.05,MILD DIP,6252,4.644,2.54,60.0,2.62,0,40,4571.5,48.3,False,False,False,True,False,ヘルスケア,Drug Manufacturers - General,月足GC,1,2000.0,1500.0,1200.0,1000.0,False
AZN,AstraZeneca,NASDAQ100,189.9,199.91,-5.009,-7.84,-12.082,9.128,13.37,184.2,175.8,3.07,MILD DIP,8242,4.242,2.78,5.28,2.87,2,25,208.6,9.0,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,176.1,132.1,105.7,88.0,False
MAR,Marriott,NASDAQ100,313.81,339.7,-7.622,-10.408,-15.931,11.68,17.202,304.3,285.6,3.11,MILD DIP,7014,5.522,0.83,2.62,0.86,4,25,359.2,12.6,False,False,False,False,False,一般消費財,Lodging,—,0,87.3,65.5,52.4,43.7,False
7751.T,キヤノン,Nikkei225,4408.0,4685.92,-5.931,-8.88,-13.459,9.438,14.018,4269.8,4055.2,3.24,MILD DIP,6514,4.58,3.63,160.0,3.75,5,37,5009.1,12.0,False,False,False,False,False,テクノロジー,Computer Hardware,—,0,5333.3,4000.0,3200.0,2666.7,False
5411.T,JFE HD,Nikkei225,1919.5,2143.72,-10.459,-13.301,-20.113,13.947,20.759,1858.6,1712.5,3.28,MILD DIP,5802,6.812,5.21,100.0,5.38,0,55,5224.2,63.3,True,False,False,True,True,素材,Steel,高配当／半値／月足GC,3,3333.3,2500.0,2000.0,1666.7,False
ABT,Abbott Labs,配当貴族,108.03,112.41,-3.893,-7.064,-10.944,8.456,12.336,104.5,100.1,3.41,MILD DIP,11568,3.88,2.77,2.99,2.86,12,30,137.6,21.5,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,99.7,74.7,59.8,49.8,False
6326.T,クボタ,Nikkei225,2682.5,2912.04,-7.882,-10.98,-16.735,12.042,17.798,2592.3,2424.7,3.48,MILD DIP,6514,5.755,1.86,50.0,1.93,0,25,3242.0,17.3,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,1666.7,1250.0,1000.0,833.3,False
ODFL,Old Dominion Freight,NASDAQ100,180.75,196.14,-7.847,-10.972,-16.899,12.734,18.661,174.6,163.0,3.51,MILD DIP,8633,5.927,0.62,1.12,0.64,8,25,229.6,21.3,False,False,False,False,False,資本財,Trucking,—,0,37.3,28.0,22.4,18.7,False
6645.T,オムロン,Nikkei225,4532.0,4918.6,-7.86,-11.048,-16.718,11.63,17.299,4375.2,4096.3,3.58,MILD DIP,6252,5.669,2.29,104.0,2.38,0,40,11189.8,59.5,True,False,False,False,False,テクノロジー,Electronic Components,半値,1,3466.7,2600.0,2080.0,1733.3,False
NDSN,Nordson,配当貴族,267.57,287.22,-6.842,-10.215,-15.666,11.586,17.036,257.9,242.2,3.76,MILD DIP,11567,5.45,1.49,3.98,1.54,1,25,299.3,10.6,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,132.7,99.5,79.6,66.3,False
1333.T,マルハニチロ,Nikkei225,1440.5,1497.34,-3.796,-7.312,-11.246,8.424,12.358,1387.9,1328.9,3.79,MILD DIP,2918,3.934,3.47,50.0,3.6,4,37,1585.5,9.1,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1666.7,1250.0,1000.0,833.3,False
IDXX,IDEXX Labs,NASDAQ100,573.82,628.16,-8.65,-12.003,-18.508,14.018,20.523,552.8,511.9,3.81,MILD DIP,8720,6.505,0.0,0.0,0.0,0,20,766.7,25.2,False,False,False,False,False,ヘルスケア,Diagnostics & Research,—,0,0.0,0.0,0.0,0.0,False
2002.T,日清製粉G,Nikkei225,2039.5,2121.52,-3.866,-7.435,-11.328,8.138,12.032,1963.8,1881.2,3.86,MILD DIP,6514,3.893,2.7,55.0,2.8,3,35,2285.5,10.8,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1833.3,1375.0,1100.0,916.7,False
2502.T,アサヒGHD,Nikkei225,1600.0,1672.24,-4.32,-7.887,-12.032,8.693,12.839,1540.4,1471.0,3.87,MILD DIP,6514,4.145,3.06,49.0,3.18,23,37,1971.4,18.8,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,1633.3,1225.0,980.0,816.7,False
5201.T,AGC,Nikkei225,5830.0,6292.48,-7.35,-10.802,-16.336,11.335,16.869,5612.8,5264.5,3.87,MILD DIP,6514,5.534,3.6,210.0,3.74,0,37,6930.0,15.9,False,False,False,False,False,資本財,Conglomerates,—,0,7000.0,5250.0,4200.0,3500.0,False
8354.T,ふくおかFG,Nikkei225,6099.0,6570.0,-7.169,-10.691,-16.205,11.366,16.88,5867.6,5505.4,3.94,MILD DIP,6255,5.514,2.21,135.0,2.3,5,30,7293.0,16.4,False,False,False,False,False,金融,Banks - Regional,—,0,4500.0,3375.0,2700.0,2250.0,False
9064.T,ヤマトHD,Nikkei225,1747.0,1855.08,-5.826,-9.431,-14.15,9.443,14.162,1680.1,1592.6,3.98,MILD DIP,6514,4.719,2.63,46.0,2.74,0,35,3070.8,43.1,False,False,False,False,False,資本財,Trucking,—,0,1533.3,1150.0,920.0,766.7,False
7211.T,三菱自動車,Nikkei225,363.8,411.5,-11.593,-14.981,-22.347,14.481,21.846,349.9,319.5,3.99,MILD DIP,6514,7.366,4.12,15.0,4.29,0,50,3981.9,90.9,True,False,False,False,True,一般消費財,Auto Manufacturers,高配当／半値,2,500.0,375.0,300.0,250.0,False
ADP,ADP,NASDAQ100,208.52,216.36,-3.623,-7.321,-11.324,8.687,12.69,200.5,191.9,3.99,MILD DIP,11568,4.002,2.97,6.19,3.09,23,30,321.4,35.1,False,False,False,False,False,テクノロジー,Software - Application,—,0,206.3,154.8,123.8,103.2,False
GWW,W.W. Grainger,配当貴族,1073.94,1134.2,-5.313,-8.96,-13.746,10.185,14.971,1032.6,978.3,4.01,MILD DIP,13354,4.786,1.03,11.09,1.07,40,25,1207.8,11.1,False,False,False,False,False,資本財,Industrial Distribution,—,0,369.7,277.2,221.8,184.8,False
5401.T,日本製鉄,Nikkei225,593.2,642.21,-7.631,-11.241,-16.987,11.745,17.491,570.0,533.1,4.07,MILD DIP,6514,5.746,5.39,32.0,5.61,1,50,973.0,39.0,False,False,False,False,True,素材,Steel,高配当,1,1066.7,800.0,640.0,533.3,False
V,Visa,Dow30,307.14,317.87,-3.375,-7.154,-11.159,8.866,12.871,295.1,282.4,4.07,MILD DIP,4501,4.005,0.77,2.37,0.8,17,25,371.2,17.2,False,False,False,False,False,金融,Credit Services,—,0,79.0,59.2,47.4,39.5,False
1803.T,清水建設,Nikkei225,3114.0,3344.12,-6.881,-10.555,-16.129,11.743,17.318,2991.2,2804.7,4.11,MILD DIP,6514,5.575,1.22,38.0,1.27,1,25,3578.0,13.0,False,False,False,False,False,資本財,Engineering & Construction,—,0,1266.7,950.0,760.0,633.3,False
CAT,Caterpillar,Dow30,693.99,738.38,-6.012,-9.736,-14.907,10.945,16.116,666.5,628.3,4.13,MILD DIP,16133,5.17,0.84,5.84,0.88,12,25,775.0,10.5,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,194.7,146.0,116.8,97.3,False
KHC,Kraft Heinz,NASDAQ100,22.58,23.9,-5.512,-9.301,-13.813,8.745,13.257,21.7,20.6,4.18,MILD DIP,2665,4.512,7.09,1.6,7.38,0,55,63.0,64.2,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,53.3,40.0,32.0,26.7,False
SJM,J.M. Smucker,配当貴族,106.08,109.91,-3.483,-7.396,-11.288,8.17,12.062,101.8,97.5,4.23,MILD DIP,7870,3.892,5.15,5.46,5.36,16,42,144.7,26.7,False,False,False,False,False,生活必需品,Packaged Foods,—,0,182.0,136.5,109.2,91.0,False
8601.T,大和証券G,Nikkei225,1436.5,1568.68,-8.426,-12.304,-18.558,12.711,18.965,1375.7,1277.6,4.42,MILD DIP,6514,6.254,3.9,56.0,4.07,3,32,1674.0,14.2,False,False,False,False,False,金融,Capital Markets,—,0,1866.7,1400.0,1120.0,933.3,False
MDB,MongoDB,NASDAQ100,260.5,315.16,-17.344,-20.879,-32.122,24.095,35.339,249.4,213.9,4.47,MILD DIP,2086,11.243,0.0,0.0,0.0,0,30,585.0,55.5,True,False,False,False,False,テクノロジー,Software - Infrastructure,半値,1,0.0,0.0,0.0,0.0,False
2871.T,ニチレイ,Nikkei225,1956.5,2050.76,-4.596,-8.686,-13.276,9.674,14.264,1872.6,1778.5,4.48,MILD DIP,6514,4.59,2.35,46.0,2.46,0,30,2215.2,11.7,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1533.3,1150.0,920.0,766.7,False
CHD,Church & Dwight,配当貴族,97.75,101.59,-3.776,-7.927,-12.27,9.442,13.785,93.5,89.1,4.51,MILD DIP,11568,4.342,1.52,1.49,1.59,29,25,111.7,12.5,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,49.6,37.2,29.8,24.8,False
4503.T,アステラス製薬,Nikkei225,2361.5,2456.96,-3.885,-8.055,-12.243,8.699,12.887,2259.1,2156.1,4.53,MILD DIP,6514,4.188,3.13,74.0,3.28,12,37,2601.5,9.2,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,2466.7,1850.0,1480.0,1233.3,False
9009.T,京成電鉄,Nikkei225,1231.5,1298.96,-5.193,-9.323,-14.213,10.24,15.131,1177.9,1114.3,4.55,MILD DIP,6514,4.891,1.71,21.0,1.78,3,35,2464.4,50.0,True,False,False,False,False,資本財,Railroads,半値,1,700.0,525.0,420.0,350.0,False
MRK,Merck,Dow30,115.61,119.71,-3.423,-7.702,-11.856,8.913,13.067,110.5,105.5,4.64,MILD DIP,16133,4.154,2.8,3.24,2.93,15,25,126.3,8.4,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,108.0,81.0,64.8,54.0,False
2501.T,サッポロHD,Nikkei225,1612.0,1720.88,-6.327,-10.517,-15.992,11.385,16.86,1539.9,1445.7,4.68,MILD DIP,6514,5.475,1.12,18.0,1.17,3,25,1880.5,14.3,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,600.0,450.0,360.0,300.0,False
6471.T,日本精工,Nikkei225,1169.5,1279.48,-8.596,-12.686,-19.179,13.285,19.778,1117.2,1034.1,4.68,MILD DIP,6514,6.493,2.91,34.0,3.04,2,25,1467.6,20.3,False,False,False,False,False,一般消費財,Auto Parts,—,0,1133.3,850.0,680.0,566.7,False
8306.T,三菱UFJ FG,Nikkei225,2656.0,2853.12,-6.909,-11.082,-16.812,11.835,17.565,2536.9,2373.5,4.69,MILD DIP,5017,5.729,2.41,64.0,2.52,8,30,3085.0,13.9,False,False,False,False,False,金融,Banks - Diversified,—,0,2133.3,1600.0,1280.0,1066.7,False
ABBV,AbbVie,配当貴族,219.68,227.81,-3.57,-7.908,-12.313,9.711,14.116,209.8,199.8,4.71,MILD DIP,3295,4.405,3.77,8.29,3.95,12,30,240.7,8.7,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,276.3,207.2,165.8,138.2,False
4005.T,住友化学,Nikkei225,498.9,539.21,-7.476,-11.65,-17.569,12.029,17.948,476.4,444.5,4.72,MILD DIP,6514,5.92,1.8,9.0,1.89,1,25,673.2,25.9,False,False,False,False,False,素材,Chemicals,—,0,300.0,225.0,180.0,150.0,False
1963.T,日揮HD,Nikkei225,2094.0,2289.64,-8.545,-12.706,-19.334,13.808,20.437,1998.7,1847.0,4.77,MILD DIP,6514,6.628,1.91,40.0,2.0,0,30,3450.9,39.3,False,False,False,True,False,資本財,Engineering & Construction,月足GC,1,1333.3,1000.0,800.0,666.7,False
1925.T,大和ハウス,Nikkei225,5200.0,5471.92,-4.969,-9.31,-14.218,10.322,15.23,4962.5,4693.9,4.79,MILD DIP,6514,4.908,2.88,150.0,3.02,5,30,5710.0,8.9,False,False,False,False,False,不動産,Real Estate - Development,—,0,5000.0,3750.0,3000.0,2500.0,False
1928.T,積水ハウス,Nikkei225,3543.0,3682.8,-3.796,-8.233,-12.562,9.081,13.41,3379.6,3220.2,4.84,MILD DIP,6514,4.329,4.06,144.0,4.26,4,50,3867.5,8.4,False,False,False,True,True,一般消費財,Residential Construction,高配当／月足GC,2,4800.0,3600.0,2880.0,2400.0,False
6952.T,カシオ計算機,Nikkei225,1418.0,1533.94,-7.558,-11.865,-17.944,12.452,18.531,1351.9,1258.7,4.89,MILD DIP,6514,6.079,3.17,45.0,3.33,0,42,2105.4,32.6,False,False,False,True,False,テクノロジー,Consumer Electronics,月足GC,1,1500.0,1125.0,900.0,750.0,False
PEP,PepsiCo,NASDAQ100,159.88,163.83,-2.413,-6.991,-10.772,8.137,11.918,152.4,146.2,4.92,MILD DIP,13534,3.782,3.52,5.63,3.69,27,35,177.2,9.8,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,187.7,140.8,112.6,93.8,False
CHTR,Charter Comm,NASDAQ100,218.19,231.12,-5.594,-10.033,-15.379,11.351,16.697,207.9,195.6,4.93,MILD DIP,4048,5.346,0.0,0.0,0.0,0,35,821.0,73.4,True,False,False,False,False,通信,Telecom Services,半値,1,0.0,0.0,0.0,0.0,False
ADI,Analog Devices,NASDAQ100,306.07,334.91,-8.612,-12.921,-19.784,14.534,21.398,291.6,268.7,4.95,MILD DIP,11568,6.864,1.29,3.95,1.35,22,20,359.7,14.9,False,False,False,False,False,テクノロジー,Semiconductors,—,0,131.7,98.8,79.0,65.8,False
9434.T,ソフトバンク,Nikkei225,213.2,212.7,0.233,-4.502,-7.03,5.61,8.139,203.1,197.8,4.96,NEUTRAL,1738,2.528,4.03,8.6,4.23,0,40,242.2,12.0,False,False,False,False,True,通信,Telecom Services,高配当,1,286.7,215.0,172.0,143.3,False
6273.T,SMC,Nikkei225,66200.0,70388.4,-5.95,-10.415,-15.826,11.227,16.637,63057.2,59248.8,4.98,MILD DIP,6255,5.41,1.51,1000.0,1.59,0,25,88444.1,25.2,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,33333.3,25000.0,20000.0,16666.7,False
6361.T,荏原製作所,Nikkei225,4835.0,5328.72,-9.265,-13.58,-20.6,14.501,21.522,4605.1,4231.0,4.99,MILD DIP,6514,7.02,1.22,59.0,1.28,5,20,5680.0,14.9,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,1966.7,1475.0,1180.0,983.3,False
3401.T,帝人,Nikkei225,1560.5,1649.58,-5.4,-10.029,-15.094,10.231,15.295,1484.1,1400.6,5.14,MILD DIP,6514,5.065,3.2,50.0,3.37,2,37,2855.6,45.4,False,False,False,True,False,資本財,Conglomerates,月足GC,1,1666.7,1250.0,1000.0,833.3,False
6954.T,ファナック,Nikkei225,6103.0,6506.4,-6.2,-10.804,-16.378,11.492,17.066,5803.4,5440.8,5.16,MILD DIP,6514,5.574,1.55,94.39,1.63,1,15,7113.0,14.2,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,3146.3,2359.8,1887.8,1573.2,False
FRT,Federal Realty,配当貴族,104.49,107.22,-2.548,-7.374,-11.321,8.417,12.365,99.3,95.1,5.21,MILD DIP,13304,3.948,5.32,5.56,5.6,1,32,118.2,11.6,False,False,False,False,False,不動産,REIT - Retail,—,0,185.3,139.0,111.2,92.7,False
KO,Coca-Cola,Dow30,77.34,78.87,-1.937,-6.798,-10.494,7.984,11.679,73.5,70.6,5.22,MILD DIP,16133,3.695,2.66,2.06,2.8,23,20,81.6,5.2,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,68.7,51.5,41.2,34.3,False
JPM,JPMorgan Chase,Dow30,283.44,301.24,-5.909,-10.585,-16.204,11.892,17.512,269.4,252.4,5.23,MILD DIP,11568,5.619,2.04,5.78,2.15,15,15,334.6,15.3,False,False,False,False,False,金融,Banks - Diversified,—,0,192.7,144.5,115.6,96.3,False
7261.T,マツダ,Nikkei225,1144.0,1277.44,-10.446,-14.952,-22.486,15.185,22.72,1086.4,990.2,5.3,MILD DIP,6514,7.534,4.81,55.0,5.06,0,45,2953.1,61.3,True,False,False,True,True,一般消費財,Auto Manufacturers,高配当／半値／月足GC,3,1833.3,1375.0,1100.0,916.7,False
IBM,IBM,Dow30,246.28,255.19,-3.492,-8.355,-12.749,9.219,13.613,233.9,222.7,5.31,MILD DIP,16133,4.394,2.73,6.72,2.87,30,15,313.2,21.4,False,False,False,False,False,テクノロジー,Information Technology Services,—,0,224.0,168.0,134.4,112.0,False
2914.T,JT,Nikkei225,5711.0,5902.4,-3.243,-8.127,-12.456,9.189,13.518,5422.7,5167.2,5.32,MILD DIP,6514,4.329,4.1,234.0,4.32,1,35,6140.0,7.0,False,False,False,False,True,生活必需品,Tobacco,高配当,1,7800.0,5850.0,4680.0,3900.0,False
7735.T,SCREENホールディングス,Nikkei225,18575.0,20945.0,-11.315,-15.809,-24.073,17.248,25.512,17633.9,15903.0,5.34,MILD DIP,6255,8.264,1.66,308.0,1.75,1,10,23690.0,21.6,False,False,False,False,False,テクノロジー,Semiconductor Equipment & Materials,—,0,10266.7,7700.0,6160.0,5133.3,False
3861.T,王子HD,Nikkei225,908.2,952.68,-4.669,-9.511,-14.382,9.972,14.843,862.1,815.7,5.35,MILD DIP,6514,4.871,2.64,24.0,2.78,4,20,987.9,8.1,False,False,False,False,False,素材,Paper & Paper Products,—,0,800.0,600.0,480.0,400.0,False
9020.T,東日本旅客鉄道,Nikkei225,3721.0,3810.16,-2.34,-7.301,-11.074,7.791,11.563,3532.0,3388.2,5.35,MILD DIP,6514,3.773,1.61,60.0,1.7,3,20,4200.0,11.4,False,False,False,False,False,資本財,Railroads,—,0,2000.0,1500.0,1200.0,1000.0,False
5301.T,東海カーボン,Nikkei225,959.7,1046.57,-8.301,-13.007,-19.771,14.052,20.817,910.4,839.6,5.41,MILD DIP,6514,6.765,3.13,30.0,3.3,0,27,1858.1,48.3,False,False,False,False,False,素材,Specialty Chemicals,—,0,1000.0,750.0,600.0,500.0,False
7752.T,リコー,Nikkei225,1347.5,1434.8,-6.084,-10.904,-16.446,11.261,16.803,1278.3,1198.8,5.41,MILD DIP,6687,5.541,2.82,38.0,2.97,4,20,1792.1,24.8,False,False,False,False,False,資本財,Business Equipment & Supplies,—,0,1266.7,950.0,760.0,633.3,False
6302.T,住友重機械,Nikkei225,5082.0,5622.0,-9.605,-14.3,-21.684,15.235,22.619,4818.0,4402.9,5.48,MILD DIP,6514,7.384,2.46,125.0,2.59,0,15,6281.0,19.1,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,4166.7,3125.0,2500.0,2083.3,False
ESS,Essex Property,配当貴族,249.95,255.78,-2.278,-7.361,-11.356,8.617,12.611,236.9,226.7,5.49,MILD DIP,7972,3.994,5.09,12.73,5.37,1,32,311.5,19.8,False,False,False,False,False,不動産,REIT - Residential,—,0,424.3,318.2,254.6,212.2,False
4208.T,UBE,Nikkei225,2556.0,2747.42,-6.967,-11.816,-17.844,12.298,18.327,2422.8,2257.2,5.5,MILD DIP,6514,6.028,4.3,110.0,4.54,0,30,2896.5,11.8,False,False,False,False,True,素材,Specialty Chemicals,高配当,1,3666.7,2750.0,2200.0,1833.3,False
1801.T,大成建設,Nikkei225,17340.0,18362.4,-5.568,-10.506,-16.116,11.934,17.544,16433.3,15403.2,5.52,MILD DIP,6514,5.61,1.21,210.0,1.28,1,15,20390.0,15.0,False,False,False,False,False,資本財,Engineering & Construction,—,0,7000.0,5250.0,4200.0,3500.0,False
1802.T,大林組,Nikkei225,3870.0,4090.4,-5.388,-10.366,-15.845,11.55,17.029,3666.4,3442.3,5.55,MILD DIP,6514,5.479,2.09,81.0,2.21,0,20,4416.0,12.4,False,False,False,False,False,資本財,Engineering & Construction,—,0,2700.0,2025.0,1620.0,1350.0,False
6103.T,オークマ,Nikkei225,3930.0,4345.2,-9.555,-14.348,-21.765,15.318,22.734,3721.7,3399.5,5.6,MILD DIP,6514,7.416,2.54,100.0,2.69,0,15,4665.0,15.8,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,3333.3,2500.0,2000.0,1666.7,False
9024.T,西武HD(注:代替),Nikkei225,4154.0,4429.8,-6.226,-11.195,-17.02,12.105,17.93,3933.9,3675.8,5.6,MILD DIP,2902,5.825,0.0,0.0,0.0,1,15,5771.0,28.0,False,False,False,False,False,資本財,Conglomerates,—,0,0.0,0.0,0.0,0.0,False
2802.T,味の素,Nikkei225,4405.0,4516.36,-2.466,-7.714,-11.804,8.644,12.733,4167.9,3983.2,5.69,MILD DIP,6514,4.09,0.91,40.0,0.96,5,15,4968.0,11.3,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1333.3,1000.0,800.0,666.7,False
ALB,Albemarle,配当貴族,158.22,170.52,-7.211,-12.259,-18.712,13.55,20.002,149.6,138.6,5.75,MILD DIP,8044,6.452,1.28,2.03,1.35,23,20,310.7,49.1,False,False,False,True,False,素材,Specialty Chemicals,月足GC,1,67.5,50.6,40.5,33.8,False
7309.T,シマノ,Nikkei225,16280.0,16923.0,-3.8,-9.036,-13.797,10.007,14.768,15393.8,14588.2,5.76,MILD DIP,6252,4.761,1.81,295.0,1.92,4,25,33410.8,51.3,True,False,False,False,False,一般消費財,Leisure,半値,1,9833.3,7375.0,5900.0,4916.7,False
6141.T,DMG森精機,Nikkei225,2632.0,2894.4,-9.066,-14.135,-21.399,14.922,22.186,2485.3,2275.0,5.9,MILD DIP,6252,7.264,1.98,52.0,2.09,5,15,4457.0,40.9,False,False,False,False,False,資本財,Tools & Accessories,—,0,1733.3,1300.0,1040.0,866.7,False
8309.T,三井住友トラストHD,Nikkei225,4952.0,5357.2,-7.564,-12.732,-19.345,13.722,20.335,4675.1,4320.8,5.92,MILD DIP,6255,6.613,3.13,155.0,3.32,5,22,5770.0,14.2,False,False,False,False,False,金融,Banks - Regional,—,0,5166.7,3875.0,3100.0,2583.3,False
KVUE,Kenvue,配当貴族,17.49,18.39,-4.913,-10.251,-15.2,9.544,14.493,16.5,15.6,5.95,MILD DIP,693,4.949,5.91,1.03,6.26,2,22,24.6,29.0,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,34.5,25.9,20.7,17.2,False
8591.T,オリックス,Nikkei225,4778.0,5204.04,-8.187,-13.38,-20.325,14.398,21.343,4507.7,4146.3,6.0,MILD DIP,6255,6.945,2.51,120.01,2.66,2,15,5618.0,15.0,False,False,False,False,False,金融,Financial Conglomerates,—,0,4000.3,3000.2,2400.2,2000.2,False
6370.T,栗田工業,Nikkei225,7792.0,8145.68,-4.342,-9.778,-14.897,10.701,15.821,7349.2,6932.2,6.02,MILD DIP,6255,5.12,1.33,104.0,1.42,16,15,8733.0,10.8,False,False,False,False,False,資本財,Pollution & Treatment Controls,—,0,3466.7,2600.0,2080.0,1733.3,False
WST,West Pharma,配当貴族,235.46,245.09,-3.93,-9.403,-14.466,10.848,15.911,222.0,209.6,6.04,MILD DIP,11568,5.063,0.45,1.07,0.48,33,20,466.0,49.5,False,False,False,False,False,ヘルスケア,Medical Instruments & Supplies,—,0,35.7,26.8,21.4,17.8,False
3405.T,クラレ,Nikkei225,1705.0,1766.4,-3.476,-9.029,-13.67,9.538,14.18,1606.9,1524.9,6.1,MILD DIP,6514,4.642,3.17,54.0,3.36,0,27,2280.5,25.2,False,False,False,False,False,素材,Chemicals,—,0,1800.0,1350.0,1080.0,900.0,False
8035.T,東京エレクトロン,Nikkei225,38340.0,41990.0,-8.693,-13.968,-21.256,15.182,22.469,36124.7,33064.7,6.13,MILD DIP,6514,7.288,1.54,592.0,1.64,2,10,46230.0,17.1,False,False,False,False,False,テクノロジー,Semiconductor Equipment & Materials,—,0,19733.3,14800.0,11840.0,9866.7,False
7912.T,大日本印刷,Nikkei225,2995.0,3096.44,-3.276,-8.868,-13.432,9.384,13.948,2821.8,2680.5,6.14,MILD DIP,6514,4.563,1.27,38.0,1.35,1,15,3297.0,9.2,False,False,False,False,False,資本財,Conglomerates,—,0,1266.7,950.0,760.0,633.3,False
O,Realty Income,配当貴族,64.44,65.25,-1.248,-6.97,-10.779,8.267,12.076,60.7,58.2,6.15,MILD DIP,7879,3.809,5.43,3.5,5.77,1,32,67.6,4.6,False,False,False,False,False,不動産,REIT - Retail,—,0,116.7,87.5,70.0,58.4,False
DIS,Disney,Dow30,99.29,104.41,-4.901,-10.412,-15.934,11.673,17.194,93.5,87.8,6.15,MILD DIP,16133,5.521,1.01,1.0,1.07,2,20,197.3,49.7,False,False,False,False,False,通信,Entertainment,—,0,33.3,25.0,20.0,16.7,False
6971.T,京セラ,Nikkei225,2533.0,2648.24,-4.352,-9.919,-14.958,10.235,15.274,2385.6,2252.1,6.18,MILD DIP,6514,5.039,1.97,50.0,2.1,0,15,2779.5,8.9,False,False,False,False,False,資本財,Conglomerates,—,0,1666.7,1250.0,1000.0,833.3,False
8795.T,T&D HD,Nikkei225,3712.0,3992.64,-7.029,-12.469,-18.87,13.133,19.534,3494.8,3239.2,6.22,MILD DIP,5407,6.401,2.16,80.0,2.29,5,15,4214.0,11.9,False,False,False,False,False,金融,Insurance - Life,—,0,2666.7,2000.0,1600.0,1333.3,False
9021.T,西日本旅客鉄道,Nikkei225,3271.0,3339.08,-2.039,-7.78,-11.79,8.262,12.273,3079.3,2945.4,6.23,MILD DIP,6514,4.011,2.58,84.5,2.74,3,20,4339.3,24.6,False,False,False,False,False,資本財,Railroads,—,0,2816.7,2112.5,1690.0,1408.3,False
8725.T,MS&ADインシュアランスG,Nikkei225,3991.0,4180.68,-4.537,-10.147,-15.491,11.228,16.572,3756.5,3533.0,6.24,MILD DIP,4386,5.344,3.63,145.0,3.86,7,27,4376.0,8.8,False,False,False,False,False,金融,Insurance - Property & Casualty,—,0,4833.3,3625.0,2900.0,2416.7,False
6506.T,安川電機,Nikkei225,4567.0,5042.08,-9.422,-14.791,-22.468,15.92,23.597,4296.3,3909.2,6.3,MILD DIP,6255,7.678,1.49,68.0,1.58,4,15,6569.2,30.5,False,False,False,False,False,資本財,Electrical Equipment & Parts,—,0,2266.7,1700.0,1360.0,1133.3,False
BRO,Brown & Brown,配当貴族,68.26,70.06,-2.575,-8.375,-12.939,9.877,14.44,64.2,61.0,6.33,MILD DIP,11339,4.563,1.14,0.78,1.22,32,20,123.5,44.7,False,False,False,False,False,金融,Insurance Brokers,—,0,26.0,19.5,15.6,13.0,False
