ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
CTAS,Cintas,NASDAQ100,176.85,194.15,-8.911,-8.429,-13.059,10.09,14.72,177.8,168.8,-0.53,BUY ZONE,10709,4.63,0.97,1.72,0.97,39,45,226.1,21.8,False,False,False,False,False,14.77,False,8.9,9.7,増収増益,資本財,Specialty Business Services,—,0,57.3,43.0,34.4,28.7,False
CLX,Clorox,配当貴族,104.76,115.68,-9.44,-9.057,-13.806,9.937,14.685,105.2,99.7,-0.42,BUY ZONE,13362,4.749,4.78,5.01,4.76,46,57,199.8,47.6,False,False,False,False,False,-101.32,False,-0.8,-16.2,減益,生活必需品,Household & Personal Products,—,0,167.0,125.2,100.2,83.5,False
ES,Eversource Energy,SP500高配当,67.04,72.52,-7.552,-7.21,-10.987,7.897,11.674,67.3,64.5,-0.37,BUY ZONE,13362,3.777,4.74,3.18,4.73,26,57,80.2,16.4,False,False,False,False,False,1.55,False,13.4,466.2,増収増益,公益,Utilities - Regulated Electric,—,0,106.0,79.5,63.6,53.0,False
AMCR,Amcor,SP500高配当,40.55,43.87,-7.573,-7.363,-11.165,7.845,11.647,40.6,39.0,-0.23,BUY ZONE,3461,3.802,6.39,2.59,6.37,0,60,57.5,29.5,False,False,False,False,True,1.61,False,68.1,-32.1,減益,一般消費財,Packaging & Containers,高配当,1,86.3,64.8,51.8,43.2,False
O,Realty Income,配当貴族,60.06,64.55,-6.956,-6.98,-10.791,8.266,12.078,60.0,57.6,0.03,MILD DIP,7887,3.811,5.83,3.5,5.83,30,47,67.6,11.1,False,False,False,False,False,1.42,False,11.0,41.2,増収増益,不動産,REIT - Retail,—,0,116.7,87.5,70.0,58.4,False
SMCI,Super Micro Computer,NASDAQ100,24.05,30.14,-20.207,-20.429,-31.196,22.638,33.404,24.0,20.7,0.28,MILD DIP,4754,10.767,0.0,0.0,0.0,0,45,118.8,79.8,True,False,False,False,False,2.06,False,123.4,19.2,増収増益,テクノロジー,Computer Hardware,半値,1,0.0,0.0,0.0,0.0,False
CL,Colgate-Palmolive,配当貴族,85.49,91.9,-6.971,-7.295,-11.203,8.339,12.247,85.2,81.6,0.35,MILD DIP,13313,3.908,3.02,2.58,3.03,60,35,105.0,18.6,False,False,False,False,False,1275.97,False,5.8,0.0,—,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
8801.T,三井不動産,Nikkei225,1733.0,1939.04,-10.626,-11.151,-16.964,12.102,17.915,1722.8,1610.1,0.59,MILD DIP,6522,5.813,2.01,34.8,2.02,4,40,2147.5,19.3,False,False,False,False,False,1.49,False,22.2,22.4,増収増益,不動産,Real Estate - Diversified,—,0,1160.0,870.0,696.0,580.0,False
KDP,Keurig Dr Pepper,NASDAQ100,26.37,28.33,-6.911,-7.913,-12.205,9.251,13.542,26.1,24.9,1.09,MILD DIP,4475,4.291,3.56,0.94,3.6,5,35,36.5,27.7,False,False,False,False,False,1.4,False,10.5,0.0,—,生活必需品,Beverages - Non-Alcoholic,—,0,31.3,23.5,18.8,15.7,False
ABBV,AbbVie,配当貴族,207.18,222.52,-6.892,-7.954,-12.373,9.719,14.137,204.8,195.0,1.15,MILD DIP,3303,4.418,4.0,8.29,4.05,12,35,240.7,13.9,False,False,False,False,False,-111.99,False,10.0,0.0,—,ヘルスケア,Drug Manufacturers - General,—,0,276.3,207.2,165.8,138.2,False
BRO,Brown & Brown,配当貴族,64.29,69.35,-7.295,-8.379,-12.943,9.874,14.437,63.5,60.4,1.18,MILD DIP,11347,4.563,1.21,0.78,1.23,29,35,123.5,48.0,False,False,False,False,False,1.72,False,36.2,-16.2,減益,金融,Insurance Brokers,—,0,26.0,19.5,15.6,13.0,False
7267.T,ホンダ,Nikkei225,1320.0,1443.5,-8.556,-9.771,-14.814,10.4,15.443,1302.5,1229.7,1.35,MILD DIP,6522,5.043,5.46,72.1,5.54,0,55,1771.9,25.5,False,False,False,False,True,0.41,True,-3.4,-41.2,減益,一般消費財,Auto Manufacturers,高配当／PBR1倍割れ,2,2403.3,1802.5,1442.0,1201.7,False
5233.T,太平洋セメント,Nikkei225,3552.0,4014.08,-11.511,-12.715,-19.223,13.315,19.823,3503.7,3242.5,1.38,MILD DIP,6522,6.508,2.82,100.1,2.86,2,40,4823.0,26.4,False,False,False,False,False,0.62,True,0.0,0.0,—,素材,Building Materials,PBR1倍割れ,1,3336.7,2502.5,2002.0,1668.3,False
EMR,Emerson Electric,配当貴族,130.86,140.09,-6.588,-7.934,-12.151,8.933,13.15,129.0,123.1,1.46,MILD DIP,13542,4.217,2.06,2.69,2.09,66,32,161.1,18.8,False,False,False,False,False,3.63,False,4.1,4.9,微増,資本財,Specialty Industrial Machinery,—,0,89.8,67.4,53.9,44.9,False
UPS,United Parcel Service,SP500高配当,98.37,105.17,-6.469,-7.864,-11.92,8.36,12.416,96.9,92.6,1.51,MILD DIP,6608,4.056,6.64,6.53,6.74,16,55,190.2,48.3,False,False,False,False,True,5.15,False,-3.2,4.6,—,資本財,Integrated Freight & Logistics,高配当,1,217.7,163.2,130.6,108.8,False
ABT,Abbott Labs,配当貴族,104.83,110.73,-5.328,-7.069,-10.95,8.455,12.336,102.9,98.6,1.87,MILD DIP,11576,3.881,2.85,2.99,2.91,12,30,137.6,23.8,False,False,False,False,False,3.49,False,4.4,-80.9,減益,ヘルスケア,Medical Devices,—,0,99.7,74.7,59.8,49.8,False
1803.T,清水建設,Nikkei225,2929.5,3215.2,-8.886,-10.589,-16.174,11.751,17.336,2874.7,2695.2,1.91,MILD DIP,6522,5.585,2.09,61.2,2.13,1,40,3578.0,18.1,False,False,False,False,False,2.21,False,8.5,19.6,増収増益,資本財,Engineering & Construction,—,0,2040.0,1530.0,1224.0,1020.0,False
8267.T,イオン,Nikkei225,1902.5,2078.51,-8.468,-10.2,-15.539,11.157,16.496,1866.5,1755.5,1.93,MILD DIP,6522,5.339,0.72,13.7,0.73,2,35,2868.7,33.7,False,False,False,False,False,4.55,False,0.0,0.0,—,一般消費財,Department Stores,—,0,456.7,342.5,274.0,228.3,False
IP,International Paper,SP500高配当,36.47,39.83,-8.434,-10.226,-15.516,10.934,16.225,35.8,33.6,2.0,MILD DIP,16141,5.29,5.1,1.86,5.2,0,47,57.2,36.2,False,False,False,False,False,1.3,False,53.1,0.0,—,一般消費財,Packaging & Containers,—,0,62.0,46.5,37.2,31.0,False
PEP,PepsiCo,NASDAQ100,151.73,159.95,-5.141,-6.998,-10.781,8.137,11.92,148.8,142.7,2.0,MILD DIP,13542,3.784,3.86,5.86,3.94,51,40,177.2,14.4,False,False,False,False,False,10.16,False,5.6,67.5,増収増益,生活必需品,Beverages - Non-Alcoholic,—,0,195.3,146.5,117.2,97.7,False
3407.T,旭化成,Nikkei225,1560.0,1689.86,-7.685,-9.679,-14.699,10.399,15.419,1526.3,1441.5,2.21,MILD DIP,6522,5.02,2.59,40.4,2.65,1,37,1884.5,17.2,False,False,False,False,False,1.06,False,0.8,44.7,微増,資本財,Conglomerates,—,0,1346.7,1010.0,808.0,673.3,False
KHC,Kraft Heinz,NASDAQ100,21.51,23.19,-7.245,-9.34,-13.86,8.743,13.264,21.0,20.0,2.31,MILD DIP,2673,4.521,7.48,1.61,7.66,0,65,63.0,65.9,True,False,False,False,True,0.61,True,-3.4,-69.2,減益,生活必需品,Packaged Foods,高配当／PBR1倍割れ／半値,3,53.7,40.2,32.2,26.8,False
4188.T,三菱ケミカルG,Nikkei225,932.5,1015.92,-8.211,-10.382,-15.667,10.76,16.045,910.4,856.8,2.42,MILD DIP,6522,5.285,3.45,32.2,3.54,0,47,1160.5,19.6,False,False,False,False,False,0.68,True,-13.9,0.0,—,素材,Specialty Chemicals,PBR1倍割れ,1,1073.3,805.0,644.0,536.7,False
CHD,Church & Dwight,配当貴族,94.38,100.09,-5.704,-7.935,-12.279,9.441,13.786,92.1,87.8,2.42,MILD DIP,11576,4.344,1.58,1.49,1.61,29,30,111.7,15.5,False,False,False,False,False,5.58,False,3.9,-20.8,減益,生活必需品,Household & Personal Products,—,0,49.6,37.2,29.8,24.8,False
7911.T,凸版印刷(注:代替),Nikkei225,4641.0,4996.72,-7.119,-9.324,-14.128,9.89,14.693,4530.8,4290.8,2.43,MILD DIP,6522,4.804,1.2,55.9,1.23,1,30,5823.0,20.3,False,False,False,False,False,1.0,False,0.0,0.0,—,資本財,Conglomerates,—,0,1863.3,1397.5,1118.0,931.7,False
BDX,Becton Dickinson,配当貴族,158.27,167.44,-5.479,-7.772,-11.91,8.781,12.92,154.4,147.5,2.49,MILD DIP,13362,4.138,2.73,4.33,2.8,51,32,211.6,25.2,False,False,False,False,False,1.78,False,1.6,28.6,微増,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
3861.T,王子HD,Nikkei225,861.1,928.43,-7.252,-9.525,-14.399,9.97,14.843,840.0,794.7,2.51,MILD DIP,6522,4.874,4.18,36.0,4.29,4,55,987.9,12.8,False,False,False,False,True,0.74,True,3.7,-17.1,減益,素材,Paper & Paper Products,高配当／PBR1倍割れ,2,1200.0,900.0,720.0,600.0,False
4452.T,花王,Nikkei225,6030.0,6333.4,-4.79,-7.252,-11.007,7.768,11.523,5874.1,5636.3,2.65,MILD DIP,6522,3.755,2.59,156.4,2.66,36,35,8014.7,24.8,False,False,False,False,False,2.56,False,4.1,-1.5,減益,生活必需品,Household & Personal Products,—,0,5213.3,3910.0,3128.0,2606.7,False
MMM,3M,Dow30,148.05,155.35,-4.7,-7.275,-11.139,8.181,12.045,144.0,138.0,2.78,MILD DIP,16141,3.864,2.07,3.06,2.12,65,30,173.8,14.8,False,False,False,False,False,16.7,False,2.0,-19.9,減益,資本財,Conglomerates,—,0,102.0,76.5,61.2,51.0,False
3402.T,東レ,Nikkei225,1119.0,1202.0,-6.905,-9.445,-14.321,10.057,14.932,1088.5,1029.9,2.81,MILD DIP,6522,4.876,1.83,20.5,1.88,1,35,1340.0,16.5,False,False,False,False,False,0.94,True,0.0,0.0,—,一般消費財,Textile Manufacturing,PBR1倍割れ,1,683.3,512.5,410.0,341.7,False
XEL,Xcel Energy,NASDAQ100,77.7,81.0,-4.07,-6.775,-10.375,7.626,11.227,75.5,72.6,2.9,MILD DIP,13362,3.6,3.09,2.4,3.18,1,40,83.3,6.7,False,False,False,False,False,2.05,False,14.1,20.8,増収増益,公益,Utilities - Regulated Electric,—,0,80.0,60.0,48.0,40.0,False
GPC,Genuine Parts,配当貴族,105.12,110.08,-4.503,-7.278,-11.172,8.296,12.19,102.1,97.8,2.99,MILD DIP,11576,3.894,4.05,4.26,4.17,67,40,170.3,38.3,False,False,False,False,False,3.27,False,4.1,0.0,—,一般消費財,Auto Parts,—,0,142.0,106.5,85.2,71.0,False
MO,Altria Group,SP500高配当,63.78,67.16,-5.032,-7.828,-12.146,9.445,13.764,61.9,59.0,3.03,MILD DIP,16141,4.318,6.74,4.3,6.95,16,40,69.7,8.5,False,False,False,False,True,-30.49,False,-0.5,-62.9,減益,生活必需品,Tobacco,高配当,1,143.3,107.5,86.0,71.7,False
ADP,ADP,NASDAQ100,202.11,211.62,-4.493,-7.322,-11.324,8.684,12.686,196.1,187.7,3.05,MILD DIP,11576,4.002,3.23,6.52,3.32,48,35,318.8,36.6,False,False,False,False,False,12.74,False,6.2,11.5,増収増益,テクノロジー,Software - Application,—,0,217.3,163.0,130.4,108.7,False
ECL,Ecolab,配当貴族,268.54,284.13,-5.486,-8.329,-12.754,9.373,13.798,260.5,247.9,3.1,MILD DIP,13362,4.425,1.27,3.41,1.31,30,20,307.5,12.7,False,False,False,False,False,11.45,False,17.8,0.0,—,素材,Specialty Chemicals,—,0,113.7,85.2,68.2,56.8,False
KMB,Kimberly-Clark,配当貴族,99.36,103.18,-3.706,-6.608,-10.189,7.717,11.298,96.4,92.7,3.11,MILD DIP,11576,3.581,5.2,5.17,5.36,51,32,141.1,29.6,False,False,False,False,False,21.96,False,-0.6,11.0,—,生活必需品,Household & Personal Products,—,0,172.3,129.2,103.4,86.2,False
4716.T,日本オラクル(注:代替),Nikkei225,8509.0,9291.84,-8.425,-11.202,-16.838,11.343,16.979,8251.0,7727.3,3.13,MILD DIP,6260,5.636,0.0,0.0,0.0,0,35,17805.0,52.2,True,False,False,False,False,5.8,False,6.5,9.7,増収増益,テクノロジー,Software - Infrastructure,半値,1,0.0,0.0,0.0,0.0,False
NKE,Nike,Dow30,52.98,57.75,-8.252,-11.034,-16.92,12.51,18.396,51.4,48.0,3.13,MILD DIP,11396,5.886,3.1,1.64,3.19,24,35,165.2,67.9,True,False,False,False,False,5.57,False,0.6,-32.1,減益,一般消費財,Footwear & Accessories,半値,1,54.7,41.0,32.8,27.3,False
6326.T,クボタ,Nikkei225,2578.5,2809.48,-8.221,-11.014,-16.779,12.049,17.815,2500.1,2338.1,3.14,MILD DIP,6522,5.766,2.11,54.4,2.18,0,30,3242.0,20.5,False,False,False,False,False,1.12,False,10.3,41.0,増収増益,資本財,Farm & Heavy Construction Machinery,—,0,1813.3,1360.0,1088.0,906.7,False
3405.T,クラレ,Nikkei225,1619.5,1726.12,-6.177,-9.041,-13.686,9.536,14.18,1570.1,1489.9,3.15,MILD DIP,6522,4.644,3.7,60.0,3.82,0,37,2280.5,29.0,False,False,False,False,False,0.67,True,0.0,0.0,—,素材,Chemicals,PBR1倍割れ,1,2000.0,1500.0,1200.0,1000.0,False
7201.T,日産自動車,Nikkei225,352.0,387.68,-9.203,-11.991,-18.056,12.271,18.337,341.2,317.7,3.17,MILD DIP,6522,6.066,0.0,0.0,0.0,0,35,1029.7,65.8,True,False,False,False,False,0.25,True,-5.1,0.0,—,一般消費財,Auto Manufacturers,PBR1倍割れ／半値,2,0.0,0.0,0.0,0.0,False
6301.T,小松製作所,Nikkei225,6434.0,7041.88,-8.632,-11.452,-17.516,12.803,18.867,6235.4,5808.4,3.18,MILD DIP,6522,6.064,2.99,192.2,3.08,5,25,7799.0,17.5,False,False,False,False,False,1.7,False,3.5,-11.5,減益,資本財,Farm & Heavy Construction Machinery,—,0,6406.7,4805.0,3844.0,3203.3,False
2502.T,アサヒGHD,Nikkei225,1553.5,1634.32,-4.945,-7.896,-12.042,8.69,12.836,1505.3,1437.5,3.2,MILD DIP,6522,4.146,3.28,50.9,3.38,23,37,1971.4,21.2,False,False,False,False,False,0.83,True,0.8,-29.2,減益,生活必需品,Beverages - Brewers,PBR1倍割れ,1,1696.7,1272.5,1018.0,848.3,False
5831.T,しずおかFG,Nikkei225,2652.0,2778.8,-4.563,-7.587,-12.246,11.049,15.709,2568.0,2438.5,3.27,MILD DIP,827,4.659,2.93,77.8,3.03,2,25,3144.0,15.6,False,False,False,False,False,1.14,False,0.0,0.0,—,金融,Banks - Regional,—,0,2593.3,1945.0,1556.0,1296.7,False
SWK,Stanley Black & Decker,配当貴族,71.85,77.24,-6.983,-9.939,-15.14,10.866,16.067,69.6,65.5,3.28,MILD DIP,11576,5.201,4.65,3.34,4.8,56,42,185.8,61.3,True,False,False,False,False,1.23,False,-1.0,-19.3,減益,資本財,Tools & Accessories,半値,1,111.3,83.5,66.8,55.7,False
D,Dominion Energy,SP500高配当,60.66,62.54,-3.013,-6.136,-9.476,7.227,10.567,58.7,56.6,3.33,MILD DIP,11576,3.341,4.42,2.68,4.57,0,30,73.3,17.2,False,False,False,False,False,1.9,False,20.4,365.5,増収増益,公益,Utilities - Regulated Electric,—,0,89.3,67.0,53.6,44.7,False
AZN,AstraZeneca,NASDAQ100,187.14,196.33,-4.681,-7.851,-12.095,9.127,13.371,180.9,172.6,3.44,MILD DIP,8250,4.244,2.82,5.28,2.92,2,22,208.6,10.3,False,False,False,False,False,5.96,False,4.1,53.9,微増,ヘルスケア,Drug Manufacturers - General,—,0,176.1,132.1,105.7,88.0,False
CINF,Cincinnati Financial,配当貴族,155.45,163.2,-4.749,-7.949,-12.264,9.31,13.625,150.2,143.2,3.48,MILD DIP,11576,4.315,2.76,4.29,2.86,63,25,172.6,10.0,False,False,False,False,False,1.52,False,21.8,67.3,増収増益,金融,Insurance - Property & Casualty,—,0,143.0,107.2,85.8,71.5,False
BA,Boeing,Dow30,199.61,217.75,-8.33,-11.438,-17.46,12.648,18.67,192.8,179.7,3.51,MILD DIP,16141,6.022,4.12,8.22,4.26,0,40,430.3,53.6,True,False,False,True,False,28.75,False,57.1,0.0,—,資本財,Aerospace & Defense,半値／月足GC,2,274.0,205.5,164.4,137.0,False
2503.T,キリンHD,Nikkei225,2471.5,2588.98,-4.538,-7.793,-11.825,8.333,12.365,2387.2,2282.8,3.53,MILD DIP,6522,4.032,3.25,80.4,3.37,1,32,2742.0,9.9,False,False,False,False,False,1.56,False,6.0,0.0,—,生活必需品,Beverages - Brewers,—,0,2680.0,2010.0,1608.0,1340.0,False
3116.T,トヨタ紡織,Nikkei225,2614.5,2878.6,-9.175,-12.279,-18.659,13.242,19.622,2525.1,2341.5,3.54,MILD DIP,6260,6.38,0.0,0.0,0.0,0,25,3277.0,20.2,False,False,False,False,False,0.96,True,7.1,-24.2,減益,一般消費財,Auto Parts,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
1801.T,大成建設,Nikkei225,16640.0,17955.2,-7.325,-10.53,-16.146,11.936,17.552,16064.5,15056.1,3.58,MILD DIP,6522,5.616,1.6,266.8,1.66,1,20,20390.0,18.4,False,False,False,False,False,3.15,False,-9.6,11.3,—,資本財,Engineering & Construction,—,0,8893.3,6670.0,5336.0,4446.7,False
ESS,Essex Property,配当貴族,242.14,252.17,-3.976,-7.365,-11.36,8.613,12.608,233.6,223.5,3.66,MILD DIP,7980,3.995,5.26,12.73,5.45,1,32,311.5,22.3,False,False,False,False,False,2.82,False,3.2,-68.7,減益,不動産,REIT - Residential,—,0,424.3,318.2,254.6,212.2,False
4612.T,日本ペイントHD,Nikkei225,988.5,1073.34,-7.904,-11.161,-17.072,12.481,18.392,953.5,890.1,3.67,MILD DIP,6263,5.911,0.0,0.0,0.0,5,30,2587.7,61.8,True,False,False,False,False,1.28,False,0.0,0.0,—,素材,Specialty Chemicals,半値,1,0.0,0.0,0.0,0.0,False
7269.T,スズキ,Nikkei225,1945.5,2099.2,-7.322,-10.625,-16.148,11.464,16.986,1876.2,1760.2,3.7,MILD DIP,6522,5.522,2.4,46.6,2.48,3,30,2451.5,20.6,False,False,False,False,False,1.14,False,15.7,20.5,増収増益,一般消費財,Auto Manufacturers,—,0,1553.3,1165.0,932.0,776.7,False
7912.T,大日本印刷,Nikkei225,2886.5,3054.2,-5.491,-8.878,-13.442,9.381,13.945,2783.1,2643.6,3.72,MILD DIP,6522,4.565,1.39,40.0,1.44,1,20,3297.0,12.5,False,False,False,False,False,1.1,False,5.1,-0.2,減益,資本財,Conglomerates,—,0,1333.3,1000.0,800.0,666.7,False
5201.T,AGC,Nikkei225,5627.0,6078.56,-7.429,-10.83,-16.372,11.338,16.88,5420.3,5083.4,3.81,MILD DIP,6522,5.542,3.76,211.7,3.91,0,39,6930.0,18.8,False,False,False,False,False,0.8,True,2.5,139.4,微増,資本財,Conglomerates,PBR1倍割れ,1,7056.7,5292.5,4234.0,3528.3,False
MSFT,Microsoft,Dow30,371.04,395.91,-6.282,-9.732,-15.158,11.972,17.398,357.4,335.9,3.82,MILD DIP,10062,5.426,0.97,3.6,1.01,20,30,539.8,31.3,False,False,False,False,False,7.05,False,16.7,59.8,増収増益,テクノロジー,Software - Infrastructure,—,0,120.0,90.0,72.0,60.0,False
4631.T,DIC,Nikkei225,3785.0,4098.44,-7.648,-11.086,-16.748,11.561,17.223,3644.1,3412.0,3.87,MILD DIP,6263,5.662,0.0,0.0,0.0,2,25,4624.0,18.1,False,False,False,False,False,0.76,True,1.1,-0.6,減益,素材,Specialty Chemicals,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
8802.T,三菱地所,Nikkei225,4528.0,4882.72,-7.265,-10.801,-16.401,11.598,17.198,4355.3,4081.9,3.96,MILD DIP,6522,5.6,1.06,47.8,1.1,2,25,5308.0,14.7,False,False,False,False,False,2.17,False,14.8,81.3,増収増益,不動産,Real Estate - Diversified,—,0,1593.3,1195.0,956.0,796.7,False
KO,Coca-Cola,Dow30,75.25,77.62,-3.059,-6.8,-10.495,7.982,11.677,72.3,69.5,4.01,MILD DIP,16141,3.695,2.82,2.12,2.93,61,22,81.0,7.1,False,False,False,False,False,10.06,False,2.4,3.6,微増,生活必需品,Beverages - Non-Alcoholic,—,0,70.7,53.0,42.4,35.3,False
DLTR,Dollar Tree,NASDAQ100,106.64,117.23,-9.037,-12.577,-19.261,14.156,20.84,102.5,94.7,4.05,MILD DIP,7791,6.683,0.0,0.0,0.0,0,30,174.1,38.7,False,False,False,True,False,5.64,False,9.0,0.0,—,生活必需品,Discount Stores,月足GC,1,0.0,0.0,0.0,0.0,False
FDS,FactSet,配当貴族,193.88,209.05,-7.255,-10.925,-16.767,12.439,18.281,186.2,174.0,4.12,MILD DIP,7458,5.841,2.81,5.44,2.92,20,32,486.5,60.1,True,False,False,False,False,3.33,False,6.8,4.4,微増,金融,Financial Data & Stock Exchanges,半値,1,181.3,136.0,108.8,90.7,False
9022.T,東海旅客鉄道,Nikkei225,4233.0,4419.28,-4.215,-8.127,-12.34,8.727,12.941,4060.1,3873.9,4.26,MILD DIP,6260,4.214,0.78,33.0,0.81,3,30,4967.9,14.8,False,False,False,False,False,0.82,True,7.6,14.9,増収増益,資本財,Railroads,PBR1倍割れ,1,1100.0,825.0,660.0,550.0,False
7202.T,いすゞ自動車,Nikkei225,2304.5,2595.88,-11.225,-14.858,-22.549,15.906,23.597,2210.2,2010.5,4.27,MILD DIP,6522,7.691,4.03,92.8,4.2,0,45,2918.5,21.0,False,False,False,False,True,1.09,False,6.7,32.6,増収増益,一般消費財,Auto Manufacturers,高配当,1,3093.3,2320.0,1856.0,1546.7,False
7186.T,コンコルディアFG,Nikkei225,1430.5,1524.6,-6.172,-10.024,-15.408,11.513,16.897,1371.8,1289.7,4.28,MILD DIP,2435,5.384,2.57,36.8,2.68,5,30,1703.0,16.0,False,False,False,False,False,1.16,False,17.5,65.7,増収増益,金融,Banks - Regional,—,0,1226.7,920.0,736.0,613.3,False
6954.T,ファナック,Nikkei225,5840.0,6277.64,-6.971,-10.821,-16.398,11.489,17.067,5598.3,5248.2,4.32,MILD DIP,6522,5.578,1.79,104.5,1.87,1,25,7113.0,17.9,False,False,False,False,False,3.04,False,9.5,12.7,増収増益,資本財,Specialty Industrial Machinery,—,0,3483.3,2612.5,2090.0,1741.7,False
5101.T,横浜ゴム,Nikkei225,6264.0,6743.36,-7.109,-10.972,-16.797,12.327,18.151,6003.5,5610.7,4.34,MILD DIP,6522,5.825,3.25,203.8,3.39,5,42,7982.0,21.5,False,False,False,False,False,0.96,True,14.7,182.9,増収増益,一般消費財,Auto Parts,PBR1倍割れ,1,6793.3,5095.0,4076.0,3396.7,False
1925.T,大和ハウス,Nikkei225,5055.0,5342.8,-5.387,-9.318,-14.227,10.317,15.226,4845.0,4582.7,4.34,MILD DIP,6522,4.909,3.48,175.9,3.63,5,32,5710.0,11.5,False,False,False,False,False,1.15,False,0.0,0.0,—,不動産,Real Estate - Development,—,0,5863.3,4397.5,3518.0,2931.7,False
