ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7000.0,6725.46,4.082,-1641.141,-2456.465,1620.155,2435.479,-103648.8,-158483.2,-106.75,NEUTRAL,6534,815.324,3.05,213.5,0.0,4,59,7746.6,9.6,False,False,False,False,False,2.5,False,21.8,4.7,微増,54.8,False,70.4,14.2,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務,1,7116.7,5337.5,4270.0,3558.3,False
VRSK,Verisk Analytics,NASDAQ100,164.28,192.5,-14.661,-6.599,-10.197,7.795,11.393,179.8,172.9,-8.63,STRONG BUY,4128,3.598,1.19,1.95,1.08,6,55,318.8,48.5,False,False,False,False,False,73.57,False,0.0,0.0,—,16.6,True,1.6,19.1,437.9,5.9,False,資本財,Consulting Services,RSI30以下,1,65.0,48.8,39.0,32.5,False
NKE,Nike,Dow30,42.62,50.98,-16.404,-11.082,-16.986,12.53,18.433,45.3,42.3,-5.99,BUY ZONE,11407,5.903,3.85,1.64,3.62,24,65,165.2,74.2,True,False,False,False,False,4.48,False,0.1,-34.8,減益,22.6,True,0.7,22.3,16.0,55.8,True,一般消費財,Footwear & Accessories,RSI30以下／優良財務／半値,3,54.7,41.0,32.8,27.3,False
INTU,Intuit,NASDAQ100,350.94,430.69,-18.517,-13.465,-20.641,15.239,22.415,372.7,341.8,-5.84,BUY ZONE,8303,7.176,1.32,4.64,1.24,14,65,802.0,56.2,True,False,False,False,False,5.11,False,17.4,48.5,増収増益,15.4,True,1.9,13.3,23.5,73.4,True,テクノロジー,Software - Application,RSI30以下／優良財務／半値,3,154.7,116.0,92.8,77.3,False
TEAM,Atlassian,NASDAQ100,57.15,70.73,-19.201,-16.655,-25.278,17.835,26.458,59.0,52.9,-3.05,BUY ZONE,2574,8.623,0.0,0.0,0.0,0,55,458.1,87.5,True,False,False,False,False,9.54,False,23.3,0.0,—,22.2,True,0.6,10.4,-13.5,56.7,False,テクノロジー,Software - Application,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
WDAY,Workday,NASDAQ100,112.5,131.39,-14.376,-12.269,-18.619,13.132,19.483,115.3,106.9,-2.4,BUY ZONE,3367,6.35,0.0,0.0,0.0,0,60,307.2,63.4,True,False,False,False,False,3.74,False,14.5,62.9,増収増益,24.1,True,1.3,9.0,8.2,67.1,False,テクノロジー,Software - Application,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
ADP,ADP,NASDAQ100,188.79,206.53,-8.587,-7.329,-11.331,8.682,12.685,191.4,183.1,-1.36,BUY ZONE,11587,4.003,3.45,6.52,3.41,48,65,318.8,40.8,False,False,False,False,False,11.9,False,6.2,11.5,増収増益,25.9,True,0.4,15.8,73.8,58.8,True,テクノロジー,Software - Application,RSI30以下／優良財務,2,217.3,163.0,130.4,108.7,False
SJM,J.M. Smucker,配当貴族,90.91,99.49,-8.624,-7.456,-11.367,8.188,12.099,92.1,88.2,-1.26,BUY ZONE,7889,3.911,4.74,4.31,4.68,16,62,144.7,37.2,False,False,False,False,False,1.85,False,7.0,0.0,—,12.4,True,1.7,9.0,-20.7,41.1,False,生活必需品,Packaged Foods,RSI30以下,1,143.7,107.7,86.2,71.8,False
ZS,Zscaler,NASDAQ100,118.05,145.31,-18.762,-18.203,-27.891,20.549,30.237,118.9,104.8,-0.68,BUY ZONE,2004,9.688,0.0,0.0,0.0,0,55,368.8,68.0,True,False,False,False,False,8.63,False,25.9,0.0,—,23.6,True,1.5,25.7,-3.6,54.1,False,テクノロジー,Software - Infrastructure,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
8267.T,イオン,Nikkei225,1724.0,1927.5,-10.558,-10.215,-15.557,11.151,16.493,1730.6,1627.6,-0.38,BUY ZONE,6534,5.342,0.79,13.7,0.79,2,55,2868.7,39.9,False,False,False,False,False,4.13,False,11.3,75.4,増収増益,30.0,True,27.2,27.5,5.8,33.1,False,一般消費財,Department Stores,RSI30以下,1,456.7,342.5,274.0,228.3,False
