ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,6032.0,6194.36,-2.621,-1643.186,-2459.505,1622.089,2438.408,-95590.5,-146156.2,-106.31,MILD DIP,6518,816.319,3.54,213.5,0.0,4,54,6530.3,7.6,False,False,False,False,False,2.15,False,21.8,4.7,微増,金融,Insurance - Property & Casualty,—,0,7116.7,5337.5,4270.0,3558.3,False
MKC,McCormick,配当貴族,54.05,65.14,-17.029,-8.025,-12.292,9.044,13.311,59.9,57.1,-9.79,STRONG BUY,13358,4.267,4.22,2.28,3.81,27,57,95.9,43.6,False,False,False,False,False,2.53,False,2.9,6.4,微増,生活必需品,Packaged Foods,—,0,76.0,57.0,45.6,38.0,False
GPC,Genuine Parts,配当貴族,99.09,115.31,-14.069,-7.267,-11.156,8.292,12.181,106.9,102.4,-7.34,STRONG BUY,11572,3.89,5.23,5.18,4.85,39,62,170.3,41.8,False,False,False,False,False,3.08,False,4.1,0.0,—,一般消費財,Auto Parts,—,0,172.8,129.6,103.7,86.4,False
PPG,PPG Industries,配当貴族,98.38,115.57,-14.871,-8.688,-13.332,9.889,14.534,105.5,100.2,-6.77,STRONG BUY,11572,4.644,3.55,3.49,3.31,42,55,165.4,40.5,False,False,False,False,False,2.77,False,5.0,0.0,—,素材,Specialty Chemicals,—,0,116.3,87.2,69.8,58.2,False
5233.T,太平洋セメント,Nikkei225,3439.0,4215.12,-18.413,-12.688,-19.186,13.306,19.805,3680.3,3406.4,-6.56,BUY ZONE,6518,6.499,2.91,100.1,2.72,2,50,4823.0,28.7,False,False,False,False,False,0.6,True,0.0,0.0,—,素材,Building Materials,PBR1倍割れ,1,3336.7,2502.5,2002.0,1668.3,False
BF-B,Brown-Forman,配当貴族,23.31,26.75,-12.857,-7.87,-12.085,8.99,13.205,24.6,23.5,-5.41,STRONG BUY,11572,4.215,4.9,1.14,4.64,3,69,73.4,68.3,True,False,False,False,False,2.62,False,2.0,1.3,微増,生活必需品,Beverages - Wineries & Distilleries,半値,1,38.1,28.6,22.9,19.1,False
SWK,Stanley Black & Decker,配当貴族,69.05,80.32,-14.031,-9.928,-15.126,10.863,16.061,72.3,68.2,-4.55,BUY ZONE,11572,5.198,4.79,3.31,4.58,28,62,185.8,62.8,True,False,False,False,False,1.18,False,-1.0,-19.3,減益,資本財,Tools & Accessories,半値,1,110.3,82.8,66.2,55.2,False
4506.T,住友ファーマ,Nikkei225,1854.5,2227.86,-16.759,-13.268,-20.085,14.001,20.818,1932.3,1780.4,-4.02,BUY ZONE,6518,6.817,0.0,0.0,0.0,0,55,3710.7,50.0,True,False,False,True,False,2.55,False,7.3,-83.5,減益,ヘルスケア,Drug Manufacturers - Specialty & Generic,半値／月足GC,2,0.0,0.0,0.0,0.0,False
4188.T,三菱ケミカルG,Nikkei225,907.2,1049.24,-13.538,-10.361,-15.639,10.753,16.032,940.5,885.2,-3.54,BUY ZONE,6518,5.278,3.55,32.2,3.42,0,57,1160.5,21.8,False,False,False,False,False,0.67,True,-13.9,0.0,—,素材,Specialty Chemicals,PBR1倍割れ,1,1073.3,805.0,644.0,536.7,False
MMM,3M,Dow30,142.71,159.15,-10.33,-7.27,-11.133,8.18,12.042,147.6,141.4,-3.3,BUY ZONE,16137,3.863,2.14,3.06,2.07,0,40,173.8,17.9,False,False,False,False,False,16.09,False,2.0,-19.9,減益,資本財,Conglomerates,—,0,102.0,76.5,61.2,51.0,False
7267.T,ホンダ,Nikkei225,1302.0,1488.28,-12.516,-9.753,-14.79,10.395,15.433,1343.1,1268.2,-3.06,BUY ZONE,6518,5.037,5.54,72.1,5.37,0,65,1771.9,26.5,False,False,False,False,True,0.41,True,-3.4,-41.2,減益,一般消費財,Auto Manufacturers,高配当／PBR1倍割れ,2,2403.3,1802.5,1442.0,1201.7,False
5831.T,しずおかFG,Nikkei225,2559.0,2844.7,-10.043,-7.483,-12.111,11.029,15.656,2631.8,2500.2,-2.77,BUY ZONE,823,4.628,3.04,77.8,2.96,2,52,3144.0,18.6,False,False,False,False,False,1.1,False,0.0,0.0,—,金融,Banks - Regional,—,0,2593.3,1945.0,1556.0,1296.7,False
ECL,Ecolab,配当貴族,258.7,290.22,-10.861,-8.322,-12.745,9.371,13.795,266.1,253.2,-2.77,BUY ZONE,13358,4.423,1.32,3.41,1.28,23,40,307.5,15.9,False,False,False,False,False,11.03,False,17.8,0.0,—,素材,Specialty Chemicals,—,0,113.7,85.2,68.2,56.8,False
7186.T,コンコルディアFG,Nikkei225,1385.0,1565.8,-11.547,-9.984,-15.357,11.506,16.878,1409.5,1325.3,-1.74,BUY ZONE,2431,5.372,2.66,36.8,2.61,5,50,1703.0,18.7,False,False,False,False,False,1.12,False,17.5,65.7,増収増益,金融,Banks - Regional,—,0,1226.7,920.0,736.0,613.3,False
7201.T,日産自動車,Nikkei225,348.8,403.18,-13.487,-11.968,-18.026,12.265,18.323,354.9,330.5,-1.73,BUY ZONE,6518,6.058,0.0,0.0,0.0,0,55,1029.7,66.1,True,False,False,False,False,0.25,True,-5.1,0.0,—,一般消費財,Auto Manufacturers,PBR1倍割れ／半値,2,0.0,0.0,0.0,0.0,False
PG,Procter & Gamble,Dow30,144.84,157.27,-7.905,-6.303,-9.71,7.328,10.736,147.4,142.0,-1.71,BUY ZONE,16137,3.408,2.93,4.24,2.88,22,40,173.8,16.7,False,False,False,False,False,6.44,False,1.5,-5.4,減益,生活必需品,Household & Personal Products,—,0,141.3,106.0,84.8,70.7,False
SHW,Sherwin-Williams,Dow30,310.38,344.07,-9.791,-8.227,-12.766,9.931,14.471,315.8,300.1,-1.7,BUY ZONE,11572,4.539,1.06,3.3,1.05,40,42,395.3,21.5,False,False,False,False,False,16.62,False,5.6,1.4,微増,素材,Specialty Chemicals,—,0,110.0,82.5,66.0,55.0,False
9843.T,ニトリHD,Nikkei225,2684.0,3008.52,-10.787,-9.328,-14.301,10.565,15.539,2727.9,2578.3,-1.61,BUY ZONE,5783,4.973,1.32,35.4,1.3,1,45,4735.2,43.3,False,False,False,False,False,1.56,False,0.0,0.0,—,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1180.0,885.0,708.0,590.0,False
6301.T,小松製作所,Nikkei225,6344.0,7274.68,-12.793,-11.431,-17.488,12.797,18.854,6443.1,6002.5,-1.54,BUY ZONE,6518,6.057,3.03,192.2,2.98,5,52,7799.0,18.7,False,False,False,False,False,1.68,False,3.5,-11.5,減益,資本財,Farm & Heavy Construction Machinery,—,0,6406.7,4805.0,3844.0,3203.3,False
