ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
CTAS,Cintas,NASDAQ100,174.34,187.3,-6.921,-8.449,-13.086,10.098,14.735,171.5,162.8,1.67,MILD DIP,10715,4.637,0.99,1.72,1.0,39,35,226.1,22.9,False,False,False,False,False,14.56,False,8.9,9.7,増収増益,資本財,Specialty Business Services,—,0,57.3,43.0,34.4,28.7,False
PG,Procter & Gamble,Dow30,143.12,150.16,-4.69,-6.314,-9.725,7.331,10.742,140.7,135.6,1.73,MILD DIP,16147,3.411,2.98,4.27,3.04,67,30,173.8,17.7,False,False,False,False,False,6.36,False,1.5,-5.4,減益,生活必需品,Household & Personal Products,—,0,142.3,106.7,85.4,71.2,False
KMB,Kimberly-Clark,配当貴族,96.13,100.51,-4.358,-6.612,-10.194,7.716,11.298,93.9,90.3,2.41,MILD DIP,11582,3.582,5.38,5.17,5.51,51,47,141.1,31.9,False,False,False,False,False,21.24,False,-0.6,11.0,—,生活必需品,Household & Personal Products,—,0,172.3,129.2,103.4,86.2,False
ABT,Abbott Labs,配当貴族,102.87,108.05,-4.796,-7.076,-10.959,8.455,12.338,100.4,96.2,2.45,MILD DIP,11582,3.883,2.91,2.99,2.98,12,30,137.6,25.3,False,False,False,False,False,3.43,False,4.4,-80.9,減益,ヘルスケア,Medical Devices,—,0,99.7,74.7,59.8,49.8,False
CAG,Conagra Brands,SP500高配当,15.72,16.73,-6.062,-8.364,-12.819,9.459,13.915,15.3,14.6,2.51,MILD DIP,11582,4.456,8.91,1.4,9.13,0,65,34.4,54.3,True,False,False,False,True,0.92,True,-1.9,39.0,—,生活必需品,Packaged Foods,高配当／PBR1倍割れ／半値,3,46.7,35.0,28.0,23.3,False
6954.T,ファナック,Nikkei225,5517.0,6022.84,-8.399,-10.843,-16.427,11.493,17.077,5369.8,5033.4,2.74,MILD DIP,6528,5.584,1.89,104.5,1.95,1,35,7113.0,22.4,False,False,False,False,False,2.87,False,9.5,12.7,増収増益,資本財,Specialty Industrial Machinery,—,0,3483.3,2612.5,2090.0,1741.7,False
HRL,Hormel Foods,配当貴族,22.09,23.21,-4.837,-7.589,-11.68,8.771,12.862,21.5,20.5,2.98,MILD DIP,11582,4.09,5.3,1.17,5.45,57,52,48.2,54.2,True,False,False,False,False,1.53,False,-2.9,-5.1,減益,生活必需品,Packaged Foods,半値,1,39.0,29.2,23.4,19.5,False
CL,Colgate-Palmolive,配当貴族,85.14,89.15,-4.502,-7.301,-11.211,8.339,12.249,82.6,79.2,3.02,MILD DIP,13319,3.91,3.03,2.58,3.12,60,25,105.0,18.9,False,False,False,False,False,1270.75,False,5.8,0.0,—,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
IP,International Paper,SP500高配当,34.79,37.62,-7.519,-10.232,-15.524,10.934,16.226,33.8,31.8,3.02,MILD DIP,16147,5.292,5.35,1.86,5.51,0,37,57.2,39.1,False,False,False,False,False,1.24,False,53.1,0.0,—,一般消費財,Packaging & Containers,—,0,62.0,46.5,37.2,31.0,False
3659.T,ネクソン,Nikkei225,2667.5,2972.12,-10.249,-13.135,-20.044,14.502,21.411,2581.7,2376.4,3.32,MILD DIP,3495,6.909,2.19,58.3,2.26,2,30,4421.0,39.7,False,False,False,False,False,2.0,False,55.0,-64.8,減益,通信,Electronic Gaming & Multimedia,—,0,1943.3,1457.5,1166.0,971.7,False
CHD,Church & Dwight,配当貴族,92.85,97.56,-4.832,-7.94,-12.286,9.44,13.786,89.8,85.6,3.38,MILD DIP,11582,4.345,1.6,1.49,1.66,29,20,111.7,16.9,False,False,False,False,False,5.49,False,3.9,-20.8,減益,生活必需品,Household & Personal Products,—,0,49.6,37.2,29.8,24.8,False
ABBV,AbbVie,配当貴族,208.84,219.17,-4.711,-7.964,-12.383,9.712,14.131,201.7,192.0,3.53,MILD DIP,3309,4.419,3.97,8.29,4.11,12,25,240.7,13.2,False,False,False,False,False,-112.89,False,10.0,0.0,—,ヘルスケア,Drug Manufacturers - General,—,0,276.3,207.2,165.8,138.2,False
7269.T,スズキ,Nikkei225,1832.5,1976.15,-7.269,-10.637,-16.161,11.461,16.986,1766.0,1656.8,3.77,MILD DIP,6528,5.524,2.54,46.6,2.64,3,30,2421.1,24.3,False,False,False,False,False,1.07,False,15.7,20.5,増収増益,一般消費財,Auto Manufacturers,—,0,1553.3,1165.0,932.0,776.7,False
BDX,Becton Dickinson,配当貴族,154.51,161.42,-4.278,-7.776,-11.915,8.78,12.919,148.9,142.2,3.79,MILD DIP,13368,4.139,2.8,4.33,2.91,51,22,211.6,27.0,False,False,False,False,False,1.74,False,1.6,28.6,微増,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
AMCR,Amcor,SP500高配当,39.93,41.54,-3.88,-7.397,-11.209,7.853,11.666,38.5,36.9,3.8,MILD DIP,3467,3.813,6.49,2.59,6.73,0,45,57.5,30.6,False,False,False,False,True,1.59,False,68.1,-32.1,減益,一般消費財,Packaging & Containers,高配当,1,86.3,64.8,51.8,43.2,False
MMM,3M,Dow30,144.47,150.07,-3.729,-7.279,-11.144,8.181,12.046,139.1,133.3,3.83,MILD DIP,16147,3.865,2.12,3.06,2.2,65,20,173.8,16.9,False,False,False,False,False,16.29,False,2.0,-19.9,減益,資本財,Conglomerates,—,0,102.0,76.5,61.2,51.0,False
1801.T,大成建設,Nikkei225,16030.0,17224.29,-6.934,-10.541,-16.16,11.933,17.552,15408.7,14440.9,4.03,MILD DIP,6528,5.619,1.66,266.8,1.73,1,20,20163.4,20.5,False,False,False,False,False,3.03,False,-9.6,11.3,—,資本財,Engineering & Construction,—,0,8893.3,6670.0,5336.0,4446.7,False
GPC,Genuine Parts,配当貴族,103.47,107.25,-3.522,-7.28,-11.173,8.294,12.188,99.4,95.3,4.05,MILD DIP,11582,3.894,4.12,4.26,4.28,67,30,170.3,39.2,False,False,False,False,False,3.22,False,4.1,0.0,—,一般消費財,Auto Parts,—,0,142.0,106.5,85.2,71.0,False
8801.T,三井不動産,Nikkei225,1692.5,1828.08,-7.416,-11.173,-16.992,12.104,17.924,1623.8,1517.4,4.23,MILD DIP,6528,5.819,2.06,34.8,2.14,4,30,2126.0,20.4,False,False,False,False,False,1.45,False,22.2,22.4,増収増益,不動産,Real Estate - Diversified,—,0,1160.0,870.0,696.0,580.0,False
5332.T,TOTO,Nikkei225,5212.0,5600.49,-6.937,-10.719,-16.292,11.571,17.144,5000.2,4688.1,4.24,MILD DIP,6528,5.573,1.92,100.1,2.0,0,20,6471.8,19.5,False,False,False,False,False,1.7,False,0.0,0.0,—,資本財,Building Products & Equipment,—,0,3336.7,2502.5,2002.0,1668.3,False
7267.T,ホンダ,Nikkei225,1269.0,1347.64,-5.835,-9.783,-14.828,10.399,15.444,1215.8,1147.8,4.38,MILD DIP,6528,5.045,5.68,72.1,5.93,0,45,1725.7,26.5,False,False,False,False,True,0.4,True,-3.4,-41.2,減益,一般消費財,Auto Manufacturers,高配当／PBR1倍割れ,2,2403.3,1802.5,1442.0,1201.7,False
SWK,Stanley Black & Decker,配当貴族,68.64,72.95,-5.913,-9.945,-15.148,10.865,16.068,65.7,61.9,4.48,MILD DIP,11582,5.203,4.87,3.34,5.08,56,42,185.8,63.1,True,False,False,False,False,1.18,False,-1.0,-19.3,減益,資本財,Tools & Accessories,半値,1,111.3,83.5,66.8,55.7,False
3116.T,トヨタ紡織,Nikkei225,2450.0,2664.48,-8.049,-12.3,-18.685,13.243,19.628,2336.8,2166.6,4.85,MILD DIP,6266,6.386,0.0,0.0,0.0,0,25,3222.5,24.0,False,False,False,False,False,0.9,True,7.1,-24.2,減益,一般消費財,Auto Parts,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
7211.T,三菱自動車,Nikkei225,313.0,351.3,-10.903,-15.038,-22.419,14.484,21.865,298.5,272.5,4.87,MILD DIP,6528,7.381,3.19,10.0,3.35,0,47,3922.3,92.0,True,False,False,False,False,0.47,True,4.9,0.0,—,一般消費財,Auto Manufacturers,PBR1倍割れ／半値,2,333.3,250.0,200.0,166.7,False
ADP,ADP,NASDAQ100,204.01,209.85,-2.781,-7.324,-11.326,8.682,12.684,194.5,186.1,4.9,MILD DIP,11582,4.002,3.2,6.52,3.35,48,40,318.8,36.0,False,False,True,False,False,12.86,False,6.2,11.5,増収増益,テクノロジー,Software - Application,月足陽転,1,217.3,163.0,130.4,108.7,False
4631.T,DIC,Nikkei225,3681.0,3946.68,-6.732,-11.1,-16.765,11.559,17.224,3508.6,3285.0,4.91,MILD DIP,6269,5.665,0.0,0.0,0.0,2,25,4624.0,20.4,False,False,False,False,False,0.74,True,1.1,-0.6,減益,素材,Specialty Chemicals,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
ES,Eversource Energy,SP500高配当,69.47,71.31,-2.58,-7.213,-10.99,7.896,11.674,66.2,63.5,4.99,MILD DIP,13368,3.777,4.58,3.18,4.81,26,37,80.2,13.4,False,False,False,False,False,1.61,False,13.4,466.2,増収増益,公益,Utilities - Regulated Electric,—,0,106.0,79.5,63.6,53.0,False
ECL,Ecolab,配当貴族,264.28,274.55,-3.74,-8.332,-12.758,9.372,13.798,251.7,239.5,5.01,MILD DIP,13368,4.426,1.29,3.41,1.35,30,12,307.5,14.1,False,False,False,False,False,11.27,False,4.8,20.2,微増,素材,Specialty Chemicals,—,0,113.7,85.2,68.2,56.8,False
CEG,Constellation Energy,NASDAQ100,272.82,305.64,-10.739,-15.011,-23.7,19.749,28.439,259.8,233.2,5.03,MILD DIP,1031,8.69,0.62,1.69,0.65,3,15,402.9,32.3,False,False,False,False,False,5.87,False,12.9,-48.9,減益,公益,Utilities - Independent Power Producers,—,0,56.3,42.2,33.8,28.2,False
VZ,Verizon,SP500高配当,49.4,50.44,-2.068,-6.777,-10.402,7.723,11.348,47.0,45.2,5.05,MILD DIP,10650,3.625,5.67,2.8,5.95,21,22,51.4,3.9,False,False,False,False,False,1.99,False,2.0,-53.3,減益,通信,Telecom Services,—,0,93.3,70.0,56.0,46.7,False
SMCI,Super Micro Computer,NASDAQ100,23.22,27.8,-16.469,-20.511,-31.304,22.661,33.454,22.1,19.1,5.09,MILD DIP,4760,10.793,0.0,0.0,0.0,0,25,118.8,80.5,True,False,False,False,False,1.99,False,123.4,19.2,増収増益,テクノロジー,Computer Hardware,半値,1,0.0,0.0,0.0,0.0,False
V,Visa,Dow30,300.8,308.25,-2.417,-7.167,-11.172,8.854,12.859,286.2,273.8,5.12,MILD DIP,4515,4.005,0.91,2.73,0.95,17,15,371.2,19.0,False,False,False,False,False,15.01,False,14.6,17.4,増収増益,金融,Credit Services,—,0,91.0,68.2,54.6,45.5,False
7912.T,大日本印刷,Nikkei225,2849.5,2973.54,-4.172,-8.884,-13.449,9.377,13.943,2709.4,2573.6,5.17,MILD DIP,6528,4.565,1.4,40.0,1.48,1,10,3272.0,12.9,False,False,False,False,False,1.09,False,5.1,-0.2,減益,資本財,Conglomerates,—,0,1333.3,1000.0,800.0,666.7,False
ITW,Illinois Tool Works,配当貴族,258.21,267.86,-3.603,-8.349,-12.831,9.577,14.059,245.5,233.5,5.18,MILD DIP,13354,4.482,3.03,7.83,3.19,60,17,297.7,13.3,False,False,False,False,False,23.11,False,4.1,7.3,微増,資本財,Specialty Industrial Machinery,—,0,261.0,195.8,156.6,130.5,False
9022.T,東海旅客鉄道,Nikkei225,4142.0,4286.04,-3.361,-8.132,-12.346,8.724,12.938,3937.5,3756.9,5.19,MILD DIP,6266,4.214,0.8,33.0,0.84,3,20,4949.0,16.3,False,False,False,False,False,0.8,True,7.6,14.9,増収増益,資本財,Railroads,PBR1倍割れ,1,1100.0,825.0,660.0,550.0,False
HD,Home Depot,Dow30,321.63,341.47,-5.811,-10.465,-16.263,12.725,18.523,305.7,285.9,5.2,MILD DIP,11199,5.798,2.92,9.39,3.07,16,10,418.1,23.1,False,False,False,False,False,25.0,False,-3.8,-14.2,減益,一般消費財,Home Improvement Retail,—,0,313.0,234.8,187.8,156.5,False
CMCSA,Comcast,NASDAQ100,27.93,29.52,-5.392,-10.154,-15.589,11.584,17.019,26.5,24.9,5.3,MILD DIP,11582,5.435,4.8,1.34,5.05,6,27,49.8,44.0,False,False,False,False,False,1.04,False,1.2,-52.5,減益,通信,Telecom Services,—,0,44.7,33.5,26.8,22.3,False
6841.T,横河電機,Nikkei225,4930.0,5330.43,-7.512,-12.264,-18.638,13.232,19.605,4676.7,4337.0,5.42,MILD DIP,6528,6.374,1.47,72.7,1.55,2,15,6188.3,20.3,False,False,False,False,False,2.48,False,7.0,11.8,増収増益,資本財,Specialty Industrial Machinery,—,0,2423.3,1817.5,1454.0,1211.7,False
6273.T,SMC,Nikkei225,61990.0,65627.11,-5.542,-10.45,-15.87,11.226,16.645,58768.8,55212.4,5.48,MILD DIP,6269,5.419,1.62,1005.5,1.71,0,12,87739.0,29.3,False,False,False,False,False,1.92,False,7.3,1.6,微増,資本財,Specialty Industrial Machinery,—,0,33516.7,25137.5,20110.0,16758.3,False
9531.T,東京ガス,Nikkei225,7356.0,7516.32,-2.133,-7.249,-11.107,8.181,12.038,6971.4,6681.5,5.52,MILD DIP,6528,3.857,1.38,101.7,1.46,2,10,7810.3,5.8,False,False,False,False,False,1.55,False,0.0,0.0,—,公益,Utilities - Regulated Gas,—,0,3390.0,2542.5,2034.0,1695.0,False
BRO,Brown & Brown,配当貴族,65.95,68.15,-3.233,-8.385,-12.95,9.873,14.438,62.4,59.3,5.62,MILD DIP,11353,4.565,1.18,0.78,1.25,29,20,123.5,46.6,False,False,True,False,False,1.77,False,36.2,-16.2,減益,金融,Insurance Brokers,月足陽転,1,26.0,19.5,15.6,13.0,False
6326.T,クボタ,Nikkei225,2520.0,2681.06,-6.007,-11.028,-16.796,12.048,17.817,2385.4,2230.7,5.64,MILD DIP,6528,5.769,2.16,54.4,2.28,0,20,3242.0,22.3,False,False,False,False,False,1.09,False,10.3,41.0,増収増益,資本財,Farm & Heavy Construction Machinery,—,0,1813.3,1360.0,1088.0,906.7,False
UPS,United Parcel Service,SP500高配当,98.18,100.72,-2.519,-7.874,-11.932,8.36,12.418,92.8,88.7,5.81,MILD DIP,6614,4.058,6.65,6.53,7.04,16,35,190.2,48.4,False,False,False,False,True,5.14,False,-3.2,4.6,—,資本財,Integrated Freight & Logistics,高配当,1,217.7,163.2,130.6,108.8,False
7203.T,トヨタ自動車,Nikkei225,3255.0,3379.97,-3.697,-8.986,-13.698,9.863,14.575,3076.3,2917.0,5.81,MILD DIP,6701,4.712,2.94,95.8,3.11,6,15,3886.1,16.2,False,False,False,False,False,1.09,False,8.6,-42.3,減益,一般消費財,Auto Manufacturers,—,0,3193.3,2395.0,1916.0,1596.7,False
MCD,McDonald's,Dow30,307.14,319.58,-3.893,-9.222,-14.185,10.628,15.59,290.1,274.3,5.87,MILD DIP,15012,4.962,2.44,7.49,2.58,48,15,339.2,9.4,False,False,False,False,False,-121.93,False,9.7,8.2,増収増益,一般消費財,Restaurants,—,0,249.7,187.2,149.8,124.8,False
O,Realty Income,配当貴族,62.21,63.16,-1.511,-6.985,-10.797,8.264,12.077,58.8,56.3,5.89,MILD DIP,7893,3.812,5.63,3.5,5.97,30,27,67.3,7.5,False,False,False,False,False,1.47,False,11.0,41.2,増収増益,不動産,REIT - Retail,—,0,116.8,87.6,70.1,58.4,False
AOS,A.O. Smith,配当貴族,64.35,68.04,-5.425,-10.724,-16.419,12.054,17.748,60.7,56.9,5.94,MILD DIP,10686,5.695,2.7,1.74,2.86,30,10,88.9,27.7,False,False,False,False,False,4.8,False,0.0,19.1,—,資本財,Specialty Industrial Machinery,—,0,58.0,43.5,34.8,29.0,False
EMR,Emerson Electric,配当貴族,131.7,134.99,-2.44,-7.941,-12.16,8.934,13.153,124.3,118.6,5.98,MILD DIP,13548,4.219,2.05,2.69,2.17,66,12,161.1,18.2,False,False,False,False,False,3.65,False,4.1,4.9,微増,資本財,Specialty Industrial Machinery,—,0,89.8,67.4,53.9,44.9,False
1803.T,清水建設,Nikkei225,2877.0,3034.14,-5.179,-10.605,-16.193,11.751,17.34,2712.4,2542.8,6.07,MILD DIP,6528,5.589,2.13,61.2,2.26,1,20,3525.0,18.4,False,False,False,False,False,2.17,False,8.5,19.6,増収増益,資本財,Engineering & Construction,—,0,2040.0,1530.0,1224.0,1020.0,False
CHRW,C.H. Robinson,配当貴族,167.84,173.9,-3.488,-9.02,-13.883,10.432,15.295,158.2,149.8,6.08,MILD DIP,7135,4.863,1.86,3.12,1.97,14,15,199.9,16.0,False,False,True,False,False,10.77,False,-6.5,-8.5,減収減益,資本財,Integrated Freight & Logistics,月足陽転,1,104.0,78.0,62.4,52.0,False
PPG,PPG Industries,配当貴族,103.24,106.53,-3.086,-8.699,-13.347,9.89,14.537,97.3,92.3,6.15,MILD DIP,11582,4.647,3.38,3.49,3.59,52,20,165.4,37.6,False,False,False,False,False,2.9,False,5.0,0.0,—,素材,Specialty Chemicals,—,0,116.3,87.2,69.8,58.2,False
4519.T,中外製薬,Nikkei225,8779.0,9149.64,-4.051,-9.647,-14.804,10.982,16.139,8267.0,7795.1,6.19,MILD DIP,6528,5.157,1.5,131.5,1.59,9,15,10455.0,16.0,False,False,False,False,False,7.13,False,14.6,40.3,増収増益,ヘルスケア,Drug Manufacturers - General,—,0,4383.3,3287.5,2630.0,2191.7,False
4452.T,花王,Nikkei225,6140.0,6226.8,-1.394,-7.252,-11.006,7.764,11.518,5775.3,5541.5,6.32,MILD DIP,6528,3.754,2.55,156.4,2.71,36,15,8014.7,23.4,False,False,False,False,False,2.61,False,4.1,-1.5,減益,生活必需品,Household & Personal Products,—,0,5213.3,3910.0,3128.0,2606.7,False
DOV,Dover,配当貴族,205.38,211.8,-3.03,-8.814,-13.545,10.111,14.842,193.1,183.1,6.34,MILD DIP,11582,4.731,1.26,2.59,1.34,68,10,232.8,11.8,False,False,False,False,False,3.74,False,8.8,-80.1,減益,資本財,Specialty Industrial Machinery,—,0,86.3,64.8,51.8,43.2,False
MSFT,Microsoft,Dow30,373.46,388.84,-3.956,-9.74,-15.168,11.971,17.398,351.0,329.9,6.41,MILD DIP,10068,5.428,0.96,3.6,1.03,20,20,539.8,30.8,False,False,False,False,False,7.1,False,16.7,59.8,増収増益,テクノロジー,Software - Infrastructure,—,0,120.0,90.0,72.0,60.0,False
8802.T,三菱地所,Nikkei225,4454.0,4693.3,-5.099,-10.815,-16.419,11.597,17.2,4185.7,3922.7,6.41,MILD DIP,6528,5.603,1.07,47.8,1.14,2,15,5280.3,15.6,False,False,False,False,False,2.13,False,14.8,81.3,増収増益,不動産,Real Estate - Diversified,—,0,1593.3,1195.0,956.0,796.7,False
SHW,Sherwin-Williams,Dow30,318.0,325.51,-2.308,-8.235,-12.777,9.93,14.471,298.7,283.9,6.46,MILD DIP,11582,4.541,1.05,3.33,1.11,45,12,395.3,19.6,False,False,False,False,False,17.03,False,5.6,1.4,微増,素材,Specialty Chemicals,—,0,111.0,83.2,66.6,55.5,False
SBUX,Starbucks,NASDAQ100,90.37,95.11,-4.981,-10.783,-16.619,12.56,18.396,84.9,79.3,6.5,MILD DIP,8477,5.836,2.78,2.51,2.96,15,10,112.8,19.9,False,False,False,False,False,-12.27,False,5.5,-62.5,減益,一般消費財,Restaurants,—,0,83.7,62.7,50.2,41.8,False
META,Meta Platforms,NASDAQ100,574.46,613.02,-6.291,-12.018,-18.602,14.318,20.902,539.3,499.0,6.51,MILD DIP,3464,6.584,0.38,2.2,0.41,1,15,788.1,27.1,False,False,False,False,False,6.69,False,23.8,10.7,増収増益,通信,Internet Content & Information,—,0,73.3,55.0,44.0,36.7,False
5101.T,横浜ゴム,Nikkei225,6021.0,6346.48,-5.129,-10.988,-16.817,12.326,18.155,5649.1,5279.2,6.58,MILD DIP,6528,5.829,3.38,203.8,3.61,5,32,7982.0,24.6,False,False,False,False,False,0.92,True,14.7,182.9,増収増益,一般消費財,Auto Parts,PBR1倍割れ,1,6793.3,5095.0,4076.0,3396.7,False
3861.T,王子HD,Nikkei225,852.5,882.9,-3.443,-9.531,-14.405,9.966,14.84,798.8,755.7,6.73,MILD DIP,6528,4.874,4.22,36.0,4.51,4,35,967.5,11.9,False,False,False,False,True,0.73,True,3.7,-17.1,減益,素材,Paper & Paper Products,高配当／PBR1倍割れ,2,1200.0,900.0,720.0,600.0,False
CINF,Cincinnati Financial,配当貴族,158.41,161.15,-1.7,-7.951,-12.265,9.308,13.622,148.3,141.4,6.79,MILD DIP,11582,4.315,2.79,4.42,2.98,63,15,171.6,7.7,False,False,False,False,False,1.55,False,21.8,67.3,増収増益,金融,Insurance - Property & Casualty,—,0,147.3,110.5,88.4,73.7,False
9020.T,東日本旅客鉄道,Nikkei225,3640.0,3676.75,-1.0,-7.303,-11.075,7.782,11.553,3408.2,3269.6,6.8,MILD DIP,6528,3.771,1.93,70.1,2.06,3,10,4160.0,12.5,False,False,False,False,False,1.36,False,6.3,-5.8,減益,資本財,Railroads,—,0,2336.7,1752.5,1402.0,1168.3,False
6479.T,ミネベアミツミ,Nikkei225,2589.5,2779.59,-6.839,-12.951,-19.566,13.506,20.121,2419.6,2235.7,7.02,MILD DIP,6528,6.614,1.87,48.4,2.0,1,15,3602.2,28.1,False,False,False,False,False,1.23,False,22.8,18.2,増収増益,テクノロジー,Electronic Components,—,0,1613.3,1210.0,968.0,806.7,False
5201.T,AGC,Nikkei225,5598.0,5865.64,-4.563,-10.839,-16.382,11.335,16.879,5229.9,4904.7,7.04,MILD DIP,6528,5.543,3.78,211.7,4.05,0,29,6930.0,19.2,False,False,False,False,False,0.8,True,2.5,139.4,微増,資本財,Conglomerates,PBR1倍割れ,1,7056.7,5292.5,4234.0,3528.3,False
3407.T,旭化成,Nikkei225,1560.0,1613.06,-3.289,-9.688,-14.709,10.397,15.418,1456.8,1375.8,7.08,MILD DIP,6528,5.021,2.59,40.4,2.77,1,17,1860.5,16.2,False,False,False,False,False,1.06,False,0.8,44.7,微増,資本財,Conglomerates,—,0,1346.7,1010.0,808.0,673.3,False
SNPS,Synopsys,NASDAQ100,395.95,418.13,-5.304,-11.593,-17.705,12.855,18.967,369.7,344.1,7.11,MILD DIP,8562,6.112,0.0,0.0,0.0,0,15,645.3,38.6,False,False,False,False,False,2.48,False,65.5,-82.0,減益,テクノロジー,Software - Infrastructure,—,0,0.0,0.0,0.0,0.0,False
2503.T,キリンHD,Nikkei225,2540.0,2570.52,-1.187,-7.792,-11.823,8.329,12.36,2370.2,2266.6,7.16,MILD DIP,6528,4.03,3.17,80.4,3.39,1,22,2742.0,7.4,False,False,False,False,False,1.6,False,6.0,0.0,—,生活必需品,Beverages - Brewers,—,0,2680.0,2010.0,1608.0,1340.0,False
GEHC,GE HealthCare,NASDAQ100,70.35,73.07,-3.729,-10.214,-15.47,10.808,16.064,65.6,61.8,7.22,MILD DIP,802,5.256,0.26,0.18,0.27,2,10,93.6,24.8,False,False,False,False,False,3.09,False,7.1,-17.7,減益,ヘルスケア,Medical Devices,—,0,6.0,4.5,3.6,3.0,False
KO,Coca-Cola,Dow30,76.72,76.74,-0.022,-6.8,-10.495,7.98,11.675,71.5,68.7,7.27,MILD DIP,16147,3.695,2.76,2.12,2.96,61,12,81.0,5.3,False,False,False,False,False,10.26,False,2.4,3.6,微増,生活必需品,Beverages - Non-Alcoholic,—,0,70.7,53.0,42.4,35.3,False
