ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,buy_score,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct
AVGO,Broadcom,NASDAQ100,342.58,328.77,4.202,-9.873,-15.657,13.262,19.045,296.3,277.3,15.62,NEUTRAL,4149,5.784,75.0,2.6,86.71,40,86.7,65.0,52.0,43.3
5714.T,DOWAホールディングス,Nikkei225,10055.0,9942.52,1.131,-12.602,-19.223,13.882,20.503,8689.6,8031.3,15.71,NEUTRAL,6511,6.621,217.0,218.0,251.1,43,7266.7,5450.0,4360.0,3633.3
8804.T,東京建物,Nikkei225,4031.0,4060.48,-0.726,-14.278,-21.77,15.69,23.182,3480.7,3176.5,15.81,MILD DIP,6252,7.492,303.0,122.0,350.9,40,4066.7,3050.0,2440.0,2033.3
4004.T,レゾナックHD,Nikkei225,10800.0,10682.32,1.102,-12.706,-19.35,13.868,20.511,9325.0,8615.3,15.82,NEUTRAL,6511,6.643,60.0,65.0,69.49,43,2166.7,1625.0,1300.0,1083.3
6976.T,太陽誘電,Nikkei225,4089.0,4231.24,-3.362,-16.581,-24.966,16.958,25.343,3529.7,3174.9,15.85,MILD DIP,6511,8.385,220.0,90.0,254.86,40,3000.0,2250.0,1800.0,1500.0
6752.T,パナソニックHD,Nikkei225,2496.5,2432.1,2.648,-11.51,-17.33,11.77,17.59,2152.2,2010.6,16.0,NEUTRAL,6511,5.82,160.0,40.0,185.6,43,1333.3,1000.0,800.0,666.7
ZS,Zscaler,NASDAQ100,156.61,164.62,-4.867,-18.108,-27.797,20.645,30.333,134.8,118.9,16.17,MILD DIP,1982,9.688,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
4704.T,トレンドマイクロ,Nikkei225,5557.0,5531.28,0.465,-13.57,-20.444,13.924,20.798,4780.7,4400.5,16.24,NEUTRAL,6349,6.874,333.0,185.0,387.08,43,6166.7,4625.0,3700.0,3083.3
9602.T,東宝,Nikkei225,1617.0,1523.97,6.105,-8.737,-13.299,9.512,14.074,1390.8,1321.3,16.26,NEUTRAL,6511,4.562,773.0,125.0,898.7,47,4166.7,3125.0,2500.0,2083.3
CRM,Salesforce,Dow30,194.91,191.85,1.597,-12.627,-19.432,14.593,21.399,167.6,154.6,16.28,NEUTRAL,5439,6.805,89.0,1.76,103.49,43,58.7,44.0,35.2,29.3
SBUX,Starbucks,NASDAQ100,100.77,97.01,3.874,-10.775,-16.611,12.569,18.405,86.6,80.9,16.42,NEUTRAL,8460,5.836,249.0,2.48,289.88,43,82.7,62.0,49.6,41.3
DXCM,DexCom,NASDAQ100,67.79,70.99,-4.514,-17.981,-27.453,19.911,29.383,58.2,51.5,16.42,MILD DIP,5235,9.473,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
AMAT,Applied Materials,NASDAQ100,345.88,349.06,-0.911,-14.905,-22.88,16.994,24.968,297.0,269.2,16.45,MILD DIP,11565,7.975,54.0,1.84,62.88,40,61.3,46.0,36.8,30.7
8058.T,三菱商事,Nikkei225,5177.0,4942.52,4.744,-10.08,-15.485,11.541,16.947,4444.3,4177.1,16.49,NEUTRAL,6511,5.405,212.0,110.0,246.95,43,3666.7,2750.0,2200.0,1833.3
ISRG,Intuitive Surgical,NASDAQ100,485.85,493.28,-1.505,-15.459,-23.749,17.703,25.993,417.0,376.1,16.51,MILD DIP,6446,8.29,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
CDNS,Cadence Design,NASDAQ100,293.29,292.85,0.151,-14.473,-22.096,16.022,23.646,250.5,228.1,17.1,NEUTRAL,9737,7.624,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
FTNT,Fortinet,NASDAQ100,84.2,81.63,3.144,-12.061,-18.713,14.543,21.195,71.8,66.4,17.29,NEUTRAL,4076,6.651,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
DASH,DoorDash,NASDAQ100,169.93,176.76,-3.863,-18.107,-27.306,18.692,27.891,144.8,128.5,17.39,MILD DIP,1293,9.2,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
MNST,Monster Beverage,NASDAQ100,76.7,81.4,-5.776,-19.827,-30.262,21.913,32.348,65.3,56.8,17.53,MILD DIP,10116,10.435,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
8031.T,三井物産,Nikkei225,5892.0,5576.36,5.66,-10.121,-15.535,11.537,16.951,5012.0,4710.1,17.56,NEUTRAL,6511,5.414,204.0,120.0,239.82,43,4000.0,3000.0,2400.0,2000.0
TMUS,T-Mobile,NASDAQ100,218.78,212.38,3.011,-12.389,-18.817,13.323,19.751,186.1,172.4,17.58,NEUTRAL,4729,6.428,188.0,4.08,221.05,40,136.0,102.0,81.6,68.0
4061.T,デンカ,Nikkei225,3410.0,3251.06,4.889,-10.902,-16.52,11.571,17.189,2896.6,2714.0,17.72,NEUTRAL,6511,5.618,293.0,100.0,344.93,43,3333.3,2500.0,2000.0,1666.7
KLAC,KLA Corp,NASDAQ100,1452.94,1452.01,0.064,-15.054,-23.059,16.965,24.97,1233.4,1117.2,17.8,NEUTRAL,11422,8.005,53.0,7.6,62.43,40,253.3,190.0,152.0,126.7
7832.T,バンダイナムコHD,Nikkei225,4197.0,4087.52,2.678,-12.875,-19.422,13.312,19.859,3561.2,3293.6,17.85,NEUTRAL,6252,6.547,110.0,46.0,129.64,43,1533.3,1150.0,920.0,766.7
2432.T,ディー・エヌ・エー,Nikkei225,2616.0,2626.28,-0.391,-15.745,-23.845,16.655,24.755,2212.8,2000.0,18.22,MILD DIP,5175,8.1,252.0,66.0,297.92,40,2200.0,1650.0,1320.0,1100.0
8697.T,日本取引所G,Nikkei225,1963.5,1881.34,4.367,-11.782,-18.155,13.713,20.087,1659.7,1539.8,18.31,NEUTRAL,4274,6.374,255.0,50.0,301.68,40,1666.7,1250.0,1000.0,833.3
4063.T,信越化学,Nikkei225,6098.0,5709.52,6.804,-9.813,-14.944,10.708,15.838,5149.2,4856.3,18.43,NEUTRAL,6511,5.13,174.0,106.0,206.06,43,3533.3,2650.0,2120.0,1766.7
BIIB,Biogen,NASDAQ100,188.41,190.49,-1.093,-16.548,-25.192,18.028,26.672,159.0,142.5,18.52,MILD DIP,8657,8.644,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
5334.T,日本特殊陶業,Nikkei225,7706.0,7309.6,5.423,-11.091,-16.875,12.046,17.83,6498.9,6076.1,18.57,NEUTRAL,6252,5.784,241.0,186.0,285.76,43,6200.0,4650.0,3720.0,3100.0
7974.T,任天堂,Nikkei225,9120.0,8770.32,3.987,-12.508,-19.004,13.475,19.971,7673.3,7103.6,18.85,NEUTRAL,6249,6.496,198.0,181.0,235.33,43,6033.3,4525.0,3620.0,3016.7
4689.T,LINEヤフー,Nikkei225,407.2,389.63,4.51,-12.153,-18.285,12.375,18.507,342.3,318.4,18.97,NEUTRAL,5516,6.132,179.0,7.3,212.95,43,243.3,182.5,146.0,121.7
PYPL,PayPal,NASDAQ100,45.02,43.33,3.899,-12.765,-19.236,13.119,19.59,37.8,35.0,19.1,NEUTRAL,2662,6.471,121.0,0.56,144.11,36,18.7,14.0,11.2,9.3
5803.T,フジクラ,Nikkei225,24065.0,23796.4,1.129,-15.209,-23.291,17.117,25.199,20177.2,18254.1,19.27,NEUTRAL,6511,8.082,100.0,240.0,119.27,40,8000.0,6000.0,4800.0,4000.0
PANW,Palo Alto Networks,NASDAQ100,165.58,157.67,5.015,-12.278,-18.952,14.42,21.094,138.3,127.8,19.71,NEUTRAL,3404,6.674,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
6701.T,NEC,Nikkei225,4500.0,4330.84,3.906,-13.219,-19.903,13.517,20.201,3758.3,3468.9,19.73,NEUTRAL,6511,6.684,71.0,32.0,85.01,43,1066.7,800.0,640.0,533.3
9766.T,コナミG,Nikkei225,20190.0,19424.0,3.944,-13.219,-20.001,13.909,20.691,16856.3,15539.0,19.78,NEUTRAL,6511,6.782,94.0,190.5,112.59,43,6350.0,4762.5,3810.0,3175.0
GFS,GlobalFoundries,NASDAQ100,46.63,46.2,0.938,-15.801,-23.601,15.398,23.197,38.9,35.3,19.88,NEUTRAL,1070,7.8,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
5541.T,大平洋金属(注:代替),Nikkei225,3140.0,3158.04,-0.571,-17.581,-26.551,18.298,27.268,2602.8,2319.5,20.64,MILD DIP,6252,8.97,382.0,120.0,460.84,40,4000.0,3000.0,2400.0,2000.0
TSLA,Tesla,NASDAQ100,399.23,409.07,-2.403,-19.189,-29.791,23.218,33.82,330.6,287.2,20.77,MILD DIP,3924,10.602,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
TTWO,Take-Two,NASDAQ100,209.08,205.03,1.974,-15.74,-23.999,17.295,25.554,172.8,155.8,21.02,NEUTRAL,7247,8.259,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
9101.T,日本郵船,Nikkei225,5592.0,5261.24,6.287,-12.317,-18.739,13.372,19.794,4613.2,4275.3,21.22,NEUTRAL,5248,6.422,358.0,200.0,433.96,43,6666.7,5000.0,4000.0,3333.3
2175.T,SMS,Nikkei225,1707.0,1729.08,-1.277,-18.766,-28.721,21.053,31.007,1404.6,1232.5,21.53,MILD DIP,4395,9.955,173.0,29.5,210.25,37,983.3,737.5,590.0,491.7
ADBE,Adobe,NASDAQ100,275.13,266.2,3.353,-14.98,-22.975,16.997,24.991,226.3,205.0,21.56,NEUTRAL,9945,7.994,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
5802.T,住友電気工業,Nikkei225,9931.0,9147.12,8.57,-10.795,-16.455,11.844,17.503,8159.7,7642.0,21.71,NEUTRAL,6511,5.66,119.0,118.0,144.83,43,3933.3,2950.0,2360.0,1966.7
ILMN,Illumina,NASDAQ100,122.35,123.98,-1.315,-18.994,-28.772,20.12,29.898,100.4,88.3,21.82,MILD DIP,6417,9.778,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
ABNB,Airbnb,NASDAQ100,132.44,127.24,4.089,-14.61,-21.897,14.54,21.827,108.6,99.4,21.9,NEUTRAL,1292,7.287,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
5631.T,日本製鋼所,Nikkei225,9745.0,9435.24,3.283,-15.523,-23.652,16.993,25.122,7970.6,7203.6,22.26,NEUTRAL,6511,8.129,90.0,88.0,110.04,40,2933.3,2200.0,1760.0,1466.7
ROST,Ross Stores,NASDAQ100,212.93,200.39,6.257,-13.097,-20.073,14.806,21.782,174.1,160.2,22.27,NEUTRAL,10200,6.976,84.0,1.78,102.71,43,59.3,44.5,35.6,29.7
6674.T,GSユアサ,Nikkei225,4970.0,4724.0,5.207,-13.983,-21.204,14.905,22.126,4063.5,3722.3,22.31,NEUTRAL,6511,7.222,181.0,90.0,221.38,40,3000.0,2250.0,1800.0,1500.0
3092.T,ZOZO,Nikkei225,1197.0,1136.72,5.303,-14.342,-22.092,16.662,24.413,973.7,885.6,22.93,NEUTRAL,4455,7.751,334.0,40.0,410.6,37,1333.3,1000.0,800.0,666.7
DOW,Dow Inc,Dow30,33.89,31.58,7.301,-12.722,-19.068,12.662,19.008,27.6,25.6,22.94,NEUTRAL,1729,6.346,510.0,1.75,627.0,36,58.3,43.8,35.0,29.2
AMZN,Amazon,Dow30,214.33,211.2,1.482,-17.453,-26.935,20.477,29.959,174.3,154.3,22.94,NEUTRAL,7225,9.482,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
FANG,Diamondback Energy,NASDAQ100,178.37,171.25,4.158,-15.283,-23.481,17.509,25.707,145.1,131.0,22.95,NEUTRAL,3345,8.198,230.0,4.2,282.78,37,140.0,105.0,84.0,70.0
NVDA,NVIDIA,Dow30,184.77,184.68,0.047,-18.81,-29.086,22.292,32.567,149.9,131.0,23.23,NEUTRAL,6800,10.275,2.0,0.04,2.46,10,1.3,1.0,0.8,0.7
1605.T,INPEX,Nikkei225,4091.0,3755.52,8.933,-11.847,-18.035,12.904,19.092,3310.6,3078.2,23.57,NEUTRAL,6511,6.188,264.0,108.0,326.23,43,3600.0,2700.0,2160.0,1800.0
5706.T,三井金属鉱業,Nikkei225,30790.0,29002.6,6.163,-14.249,-21.651,15.358,22.76,24869.9,22723.2,23.8,NEUTRAL,6511,7.402,78.0,240.0,96.57,40,8000.0,6000.0,4800.0,4000.0
ADSK,Autodesk,NASDAQ100,253.85,239.55,5.968,-14.496,-22.176,16.223,23.903,204.8,186.4,23.93,NEUTRAL,10228,7.68,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
AMD,AMD,NASDAQ100,203.23,204.84,-0.786,-20.564,-31.209,22.019,32.665,162.7,140.9,24.9,MILD DIP,11565,10.646,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
MU,Micron,NASDAQ100,403.11,403.37,-0.064,-20.16,-30.675,21.902,32.418,322.0,279.6,25.17,MILD DIP,10500,10.516,12.0,0.46,15.02,40,15.3,11.5,9.2,7.7
CEG,Constellation Energy,NASDAQ100,317.09,297.53,6.573,-14.959,-23.671,19.891,28.603,253.0,227.1,25.32,NEUTRAL,1014,8.712,53.0,1.71,66.42,33,57.0,42.8,34.2,28.5
SMCI,Super Micro Computer,NASDAQ100,31.79,31.82,-0.097,-20.357,-31.102,22.623,33.368,25.3,21.9,25.44,MILD DIP,4743,10.745,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
INTU,Intuit,NASDAQ100,453.95,416.65,8.952,-13.457,-20.63,15.238,22.412,360.6,330.7,25.89,NEUTRAL,8281,7.174,98.0,4.64,123.38,40,154.7,116.0,92.8,77.3
REGN,Regeneron,NASDAQ100,772.03,777.73,-0.733,-21.468,-32.609,23.096,34.238,610.8,524.1,26.4,MILD DIP,8774,11.141,48.0,3.76,60.67,40,125.3,94.0,75.2,62.7
9104.T,商船三井,Nikkei225,6001.0,5453.08,10.048,-13.173,-20.089,14.492,21.409,4734.8,4357.6,26.74,NEUTRAL,6511,6.916,333.0,200.0,422.06,43,6666.7,5000.0,4000.0,3333.3
3436.T,SUMCO,Nikkei225,1639.5,1643.14,-0.222,-21.311,-32.193,22.216,33.098,1293.0,1114.2,26.8,MILD DIP,5568,10.882,122.0,20.0,154.7,40,666.7,500.0,400.0,333.3
9107.T,川崎汽船,Nikkei225,2613.0,2422.74,7.853,-15.03,-22.917,16.519,24.407,2058.6,1867.5,26.93,NEUTRAL,6511,7.887,459.0,120.0,582.61,40,4000.0,3000.0,2400.0,2000.0
VRTX,Vertex Pharma,NASDAQ100,499.17,474.52,5.195,-17.281,-26.336,18.938,27.993,392.5,349.6,27.17,NEUTRAL,8695,9.055,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
4385.T,メルカリ,Nikkei225,3609.0,3433.6,5.108,-17.691,-26.548,17.735,26.591,2826.2,2522.1,27.7,NEUTRAL,1866,8.856,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
ARM,Arm Holdings,NASDAQ100,120.55,122.31,-1.438,-22.911,-35.381,26.967,39.437,94.3,79.0,27.85,MILD DIP,599,12.47,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4751.T,サイバーエージェント,Nikkei225,1391.0,1319.48,5.42,-17.656,-27.007,19.745,29.095,1086.5,963.1,28.02,NEUTRAL,6249,9.35,137.0,19.0,175.39,40,633.3,475.0,380.0,316.7
DDOG,Datadog,NASDAQ100,123.08,117.74,4.536,-18.352,-28.109,20.68,30.437,96.1,84.6,28.03,NEUTRAL,1602,9.758,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
BKNG,Booking Holdings,NASDAQ100,4371.77,4268.78,2.413,-20.257,-30.701,21.519,31.963,3404.0,2958.2,28.43,NEUTRAL,6753,10.444,88.0,39.3,113.02,40,1310.0,982.5,786.0,655.0
PDD,PDD Holdings,NASDAQ100,104.86,103.34,1.471,-21.684,-33.209,24.418,35.943,80.9,69.0,29.57,NEUTRAL,1891,11.525,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
6920.T,レーザーテック,Nikkei225,34770.0,31834.6,9.221,-16.381,-25.512,20.144,29.276,26619.8,23712.9,30.62,NEUTRAL,3921,9.131,95.0,329.0,124.09,37,10966.7,8225.0,6580.0,5483.3
2121.T,MIXI,Nikkei225,2661.0,2632.6,1.079,-23.425,-35.338,24.229,36.142,2015.9,1702.3,32.0,NEUTRAL,4764,11.913,451.0,120.0,595.31,37,4000.0,3000.0,2400.0,2000.0
CRWD,CrowdStrike,NASDAQ100,436.33,402.22,8.48,-17.941,-27.661,20.939,30.66,330.1,291.0,32.2,NEUTRAL,1671,9.72,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
TTD,The Trade Desk,NASDAQ100,27.66,26.2,5.573,-21.737,-33.344,24.687,36.293,20.5,17.5,34.9,NEUTRAL,2355,11.606,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
NFLX,Netflix,NASDAQ100,96.94,85.37,13.547,-17.734,-27.396,20.918,30.581,70.2,62.0,38.02,NEUTRAL,5963,9.663,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
MRVL,Marvell Tech,NASDAQ100,93.3,80.37,16.089,-18.133,-27.486,19.28,28.634,65.8,58.3,41.8,NEUTRAL,6436,9.353,26.0,0.24,36.87,40,8.0,6.0,4.8,4.0
PLTR,Palantir,NASDAQ100,151.14,140.41,7.642,-24.19,-37.678,29.762,43.25,106.4,87.5,41.99,NEUTRAL,1342,13.488,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
5801.T,古河電気工業,Nikkei225,27455.0,22871.2,20.042,-17.067,-25.774,17.76,26.467,18967.7,16976.4,44.75,OVERBOUGHT,6511,8.707,58.0,160.0,83.95,40,5333.3,4000.0,3200.0,2666.7
APP,AppLovin,NASDAQ100,477.39,433.01,10.249,-26.155,-40.492,31.194,45.531,319.8,257.7,49.3,NEUTRAL,1207,14.337,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
COIN,Coinbase,NASDAQ100,196.52,174.17,12.835,-31.385,-47.153,31.688,47.456,119.5,92.0,64.45,NEUTRAL,1208,15.768,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
9201.T,日本航空,Nikkei225,2688.0,3017.7,-10.926,-72.479,-108.863,73.055,109.438,830.5,-267.5,223.66,MILD DIP,6511,36.383,372.0,100.0,1204.03,40,3333.3,2500.0,2000.0,1666.7
