ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
MMM,3M,Dow30,149.06,161.43,-7.661,-7.266,-11.127,8.178,12.039,149.7,143.5,-0.43,BUY ZONE,16135,3.861,1.95,2.91,1.94,0,50,173.8,14.2,False,False,False,False,False,資本財,Conglomerates,—,0,97.0,72.8,58.2,48.5,False
TFC,Truist Financial,配当貴族,44.59,49.24,-9.437,-9.179,-14.04,10.266,15.128,44.7,42.3,-0.28,BUY ZONE,11569,4.861,5.83,2.6,5.81,0,57,55.3,19.3,False,False,False,False,False,金融,Banks - Regional,—,0,86.7,65.0,52.0,43.3,False
NXPI,NXP Semi,NASDAQ100,194.02,220.99,-12.204,-12.031,-18.558,14.078,20.605,194.4,180.0,-0.2,BUY ZONE,3902,6.527,2.09,4.05,2.08,0,45,282.9,31.4,False,False,False,False,False,テクノロジー,Semiconductors,—,0,135.0,101.2,81.0,67.5,False
5831.T,しずおかFG,Nikkei225,2645.5,2859.4,-7.481,-7.438,-12.05,11.012,15.624,2646.7,2514.8,-0.05,BUY ZONE,822,4.612,2.27,60.0,2.27,2,45,3144.0,15.9,False,False,False,False,False,金融,Banks - Regional,—,0,2000.0,1500.0,1200.0,1000.0,False
SHW,Sherwin-Williams,Dow30,320.7,348.37,-7.943,-8.221,-12.759,9.929,14.467,319.7,303.9,0.3,MILD DIP,11570,4.538,0.99,3.16,0.99,40,35,395.3,18.9,False,False,False,False,False,素材,Specialty Chemicals,—,0,105.3,79.0,63.2,52.7,False
4188.T,三菱ケミカルG,Nikkei225,955.1,1058.38,-9.758,-10.354,-15.63,10.751,16.027,948.8,893.0,0.66,MILD DIP,6517,5.276,3.35,32.0,3.37,0,47,1160.5,17.7,False,False,False,False,False,素材,Specialty Chemicals,—,0,1066.7,800.0,640.0,533.3,False
SJM,J.M. Smucker,配当貴族,102.64,109.62,-6.368,-7.399,-11.291,8.17,12.062,101.5,97.2,1.11,MILD DIP,7872,3.892,5.32,5.46,5.38,16,52,144.7,29.0,False,False,False,False,False,生活必需品,Packaged Foods,—,0,182.0,136.5,109.2,91.0,False
7269.T,スズキ,Nikkei225,1976.5,2186.02,-9.585,-10.606,-16.123,11.461,16.978,1954.2,1833.6,1.14,MILD DIP,6517,5.517,2.07,41.0,2.1,3,40,2451.5,19.4,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,1366.7,1025.0,820.0,683.3,False
5233.T,太平洋セメント,Nikkei225,3766.0,4262.0,-11.638,-12.678,-19.173,13.302,19.797,3721.7,3444.9,1.19,MILD DIP,6517,6.495,2.12,80.0,2.15,2,35,4823.0,21.9,False,False,False,False,False,素材,Building Materials,—,0,2666.7,2000.0,1600.0,1333.3,False
ECL,Ecolab,配当貴族,272.59,293.46,-7.112,-8.317,-12.738,9.369,13.791,269.1,256.1,1.31,MILD DIP,13356,4.422,1.25,3.41,1.27,23,35,307.5,11.4,False,False,False,False,False,素材,Specialty Chemicals,—,0,113.7,85.2,68.2,56.8,False
7201.T,日産自動車,Nikkei225,362.4,405.59,-10.648,-11.962,-18.019,12.263,18.32,357.1,332.5,1.49,MILD DIP,6517,6.056,0.0,0.0,0.0,0,40,1029.7,64.8,True,False,False,False,False,一般消費財,Auto Manufacturers,半値,1,0.0,0.0,0.0,0.0,False
7186.T,コンコルディアFG,Nikkei225,1441.5,1577.04,-8.595,-9.97,-15.338,11.501,16.869,1419.8,1335.2,1.53,MILD DIP,2430,5.368,2.01,29.0,2.04,5,40,1703.0,15.4,False,False,False,False,False,金融,Banks - Regional,—,0,966.7,725.0,580.0,483.3,False
BDX,Becton Dickinson,配当貴族,161.64,172.25,-6.159,-7.763,-11.898,8.779,12.915,158.9,151.8,1.74,MILD DIP,13356,4.135,2.68,4.33,2.72,43,35,211.6,23.6,False,False,False,False,False,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
6301.T,小松製作所,Nikkei225,6602.0,7318.12,-9.786,-11.425,-17.48,12.796,18.851,6482.0,6038.9,1.85,MILD DIP,6517,6.055,2.88,190.0,2.93,5,35,7799.0,15.3,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,6333.3,4750.0,3800.0,3166.7,False
CLX,Clorox,配当貴族,111.4,120.07,-7.22,-9.044,-13.788,9.933,14.678,109.2,103.5,2.0,MILD DIP,13356,4.744,5.53,6.16,5.64,38,52,199.8,44.2,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,205.3,154.0,123.2,102.7,False
3402.T,東レ,Nikkei225,1138.0,1231.38,-7.583,-9.423,-14.291,10.05,14.919,1115.3,1055.4,2.03,MILD DIP,6517,4.868,1.58,18.0,1.61,1,35,1340.0,15.1,False,False,False,False,False,一般消費財,Textile Manufacturing,—,0,600.0,450.0,360.0,300.0,False
PG,Procter & Gamble,Dow30,151.48,158.37,-4.353,-6.3,-9.706,7.327,10.734,148.4,143.0,2.08,MILD DIP,16135,3.407,2.69,4.07,2.74,22,40,173.8,12.9,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,135.7,101.8,81.4,67.8,False
ITW,Illinois Tool Works,配当貴族,267.74,285.82,-6.327,-8.339,-12.819,9.578,14.058,262.0,249.2,2.2,MILD DIP,13342,4.479,2.88,7.72,2.95,30,35,299.6,10.6,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,257.3,193.0,154.4,128.7,False
GEHC,GE HealthCare,NASDAQ100,72.34,78.59,-7.948,-10.02,-15.232,10.829,16.042,70.7,66.6,2.3,MILD DIP,790,5.212,0.19,0.14,0.2,2,30,93.6,22.7,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,4.7,3.5,2.8,2.3,False
KMB,Kimberly-Clark,配当貴族,100.48,105.08,-4.379,-6.603,-10.183,7.717,11.297,98.1,94.4,2.38,MILD DIP,11570,3.58,6.29,6.32,6.44,20,60,141.1,28.8,False,False,False,False,True,生活必需品,Household & Personal Products,高配当,1,210.7,158.0,126.4,105.3,False
4183.T,三井化学,Nikkei225,1985.5,2197.42,-9.644,-11.82,-17.825,12.199,18.204,1937.7,1805.7,2.47,MILD DIP,6517,6.005,3.78,75.0,3.87,5,42,2399.5,17.3,False,False,False,False,False,素材,Specialty Chemicals,—,0,2500.0,1875.0,1500.0,1250.0,False
6902.T,デンソー,Nikkei225,1965.0,2125.66,-7.558,-9.863,-14.985,10.624,15.745,1916.0,1807.1,2.56,MILD DIP,6517,5.122,3.26,64.0,3.34,4,52,2836.7,30.7,False,False,False,False,False,一般消費財,Auto Parts,—,0,2133.3,1600.0,1280.0,1066.7,False
HRL,Hormel Foods,配当貴族,22.92,24.13,-5.021,-7.58,-11.669,8.773,12.862,22.3,21.3,2.77,MILD DIP,11570,4.088,6.34,1.45,6.52,24,65,48.2,52.4,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,48.4,36.3,29.1,24.2,False
3116.T,トヨタ紡織,Nikkei225,2705.5,2999.12,-9.79,-12.257,-18.63,13.239,19.612,2631.5,2440.4,2.81,MILD DIP,6255,6.374,0.0,0.0,0.0,0,30,3277.0,17.4,False,False,False,False,False,一般消費財,Auto Parts,—,0,0.0,0.0,0.0,0.0,False
LOW,Lowe's,配当貴族,239.71,263.94,-9.181,-11.677,-17.917,13.285,19.526,233.1,216.7,2.83,MILD DIP,11570,6.24,2.46,5.9,2.53,26,30,287.4,16.6,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,196.7,147.5,118.0,98.3,False
CL,Colgate-Palmolive,配当貴族,89.94,94.3,-4.619,-7.284,-11.189,8.336,12.241,87.4,83.7,2.87,MILD DIP,13307,3.905,2.87,2.58,2.95,52,40,105.0,14.4,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
6479.T,ミネベアミツミ,Nikkei225,2802.0,3125.46,-10.349,-12.917,-19.522,13.506,20.112,2721.8,2515.3,2.95,MILD DIP,6517,6.606,1.61,45.0,1.65,1,30,3635.5,22.9,False,False,False,False,False,テクノロジー,Electronic Components,—,0,1500.0,1125.0,900.0,750.0,False
NKE,Nike,Dow30,55.12,60.11,-8.295,-11.021,-16.904,12.509,18.391,53.5,49.9,3.06,MILD DIP,11390,5.883,2.85,1.57,2.94,24,35,165.2,66.6,True,False,False,False,False,一般消費財,Footwear & Accessories,半値,1,52.3,39.2,31.4,26.2,False
PEP,PepsiCo,NASDAQ100,156.5,163.04,-4.013,-6.991,-10.773,8.136,11.918,151.6,145.5,3.2,MILD DIP,13536,3.782,3.6,5.63,3.71,27,35,177.2,11.7,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,187.7,140.8,112.6,93.8,False
KDP,Keurig Dr Pepper,NASDAQ100,27.57,28.99,-4.894,-7.891,-12.176,9.249,13.534,26.7,25.5,3.25,MILD DIP,4469,4.285,3.34,0.92,3.45,5,30,36.5,24.4,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,30.7,23.0,18.4,15.3,False
7270.T,SUBARU,Nikkei225,2608.5,2860.8,-8.819,-11.792,-17.909,12.676,18.793,2523.4,2348.4,3.37,MILD DIP,6517,6.117,4.41,115.0,4.56,4,40,3637.4,28.3,False,False,False,False,True,一般消費財,Auto Manufacturers,高配当,1,3833.3,2875.0,2300.0,1916.7,False
MDT,Medtronic,配当貴族,88.44,94.99,-6.891,-9.95,-15.241,11.21,16.501,85.5,80.5,3.4,MILD DIP,13307,5.29,3.99,3.53,4.13,7,30,117.6,24.8,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,117.7,88.2,70.6,58.8,False
POOL,Pool Corp,配当貴族,210.74,226.27,-6.865,-9.966,-15.439,11.927,17.4,203.7,191.3,3.44,MILD DIP,7631,5.473,2.94,6.2,3.04,15,35,545.5,61.4,True,False,False,False,False,資本財,Industrial Distribution,半値,1,206.7,155.0,124.0,103.3,False
8267.T,イオン,Nikkei225,2003.0,2153.96,-7.009,-10.183,-15.518,11.155,16.489,1934.6,1819.7,3.53,MILD DIP,6517,5.335,0.67,13.33,0.69,2,30,2868.7,30.2,False,False,False,False,False,一般消費財,Department Stores,—,0,444.3,333.2,266.6,222.2,False
NUE,Nucor,配当貴族,162.08,176.37,-8.102,-11.259,-17.252,12.713,18.706,156.5,145.9,3.56,MILD DIP,11570,5.993,1.7,2.76,1.76,16,25,195.4,17.1,False,False,False,False,False,素材,Steel,—,0,92.0,69.0,55.2,46.0,False
6178.T,日本郵政,Nikkei225,1844.5,1932.62,-4.56,-7.848,-11.886,8.307,12.345,1781.0,1702.9,3.57,MILD DIP,2530,4.039,2.71,50.0,2.81,0,30,2091.5,11.8,False,False,False,False,False,金融,Banks - Regional,—,0,1666.7,1250.0,1000.0,833.3,False
4519.T,中外製薬,Nikkei225,8986.0,9593.72,-6.335,-9.608,-14.753,10.973,16.118,8672.0,8178.4,3.62,MILD DIP,6517,5.145,3.03,272.0,3.14,9,37,10455.0,14.1,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,9066.7,6800.0,5440.0,4533.3,False
7203.T,トヨタ自動車,Nikkei225,3404.0,3607.36,-5.637,-8.969,-13.678,9.866,14.575,3283.8,3113.9,3.66,MILD DIP,6690,4.709,2.64,90.0,2.74,6,30,3944.0,13.7,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,3000.0,2250.0,1800.0,1500.0,False
AZN,AstraZeneca,NASDAQ100,191.29,200.16,-4.432,-7.841,-12.083,9.127,13.369,184.5,176.0,3.7,MILD DIP,8244,4.242,2.76,5.28,2.86,2,25,208.6,8.3,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,176.1,132.1,105.7,88.0,False
STE,Steris,配当貴族,220.13,238.72,-7.787,-11.112,-17.062,12.689,18.639,212.2,198.0,3.74,MILD DIP,8484,5.95,1.09,2.4,1.13,0,25,268.0,17.9,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,80.0,60.0,48.0,40.0,False
7751.T,キヤノン,Nikkei225,4372.0,4622.52,-5.42,-8.885,-13.466,9.437,14.018,4211.8,4000.1,3.8,MILD DIP,6517,4.581,3.66,160.0,3.8,5,37,5009.1,12.7,False,False,False,False,False,テクノロジー,Computer Hardware,—,0,5333.3,4000.0,3200.0,2666.7,False
MCHP,Microchip Tech,NASDAQ100,64.59,71.97,-10.259,-13.556,-20.818,15.489,22.751,62.2,57.0,3.81,MILD DIP,8281,7.261,2.82,1.82,2.93,14,25,94.7,31.8,False,False,False,False,False,テクノロジー,Semiconductors,—,0,60.7,45.5,36.4,30.3,False
PCAR,PACCAR,NASDAQ100,115.43,123.02,-6.17,-9.629,-14.809,11.09,16.27,111.2,104.8,3.83,MILD DIP,11570,5.18,2.36,2.72,2.45,0,25,129.5,10.9,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,90.7,68.0,54.4,45.3,False
HD,Home Depot,Dow30,341.43,367.18,-7.014,-10.449,-16.243,12.727,18.521,328.8,307.5,3.84,MILD DIP,11187,5.794,2.02,6.91,2.1,16,25,418.1,18.3,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,230.3,172.8,138.2,115.2,False
9843.T,ニトリHD,Nikkei225,2842.5,3018.68,-5.836,-9.322,-14.294,10.564,15.535,2737.3,2587.2,3.84,MILD DIP,5782,4.971,1.07,30.4,1.11,1,30,4735.2,40.0,False,False,False,False,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1013.3,760.0,608.0,506.7,False
5201.T,AGC,Nikkei225,5783.0,6239.04,-7.309,-10.811,-16.347,11.335,16.871,5564.6,5219.1,3.93,MILD DIP,6517,5.536,3.63,210.0,3.77,0,37,6930.0,16.6,False,False,False,False,False,資本財,Conglomerates,—,0,7000.0,5250.0,4200.0,3500.0,False
GS,Goldman Sachs,Dow30,807.04,869.75,-7.21,-10.785,-16.476,11.976,17.666,775.9,726.5,4.01,MILD DIP,6735,5.69,1.74,14.01,1.81,14,25,970.8,16.9,False,False,False,False,False,金融,Capital Markets,—,0,467.0,350.2,280.2,233.5,False
CDW,CDW,NASDAQ100,117.44,123.43,-4.856,-8.587,-13.267,10.133,14.813,112.8,107.1,4.08,MILD DIP,3175,4.68,2.67,3.13,2.78,12,35,250.5,53.1,True,False,False,False,False,テクノロジー,Information Technology Services,半値,1,104.5,78.4,62.7,52.2,False
PNR,Pentair,配当貴族,89.36,96.72,-7.614,-11.295,-17.223,12.416,18.344,85.8,80.1,4.15,MILD DIP,13306,5.928,1.42,1.27,1.48,6,25,112.1,20.3,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,42.3,31.8,25.4,21.2,False
CHD,Church & Dwight,配当貴族,97.31,101.47,-4.103,-7.928,-12.271,9.442,13.784,93.4,89.0,4.15,MILD DIP,11570,4.342,1.53,1.49,1.59,29,25,111.7,12.9,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,49.6,37.2,29.8,24.8,False
GWW,W.W. Grainger,配当貴族,1065.53,1123.81,-5.186,-8.961,-13.747,10.184,14.971,1023.1,969.3,4.15,MILD DIP,13356,4.786,1.04,11.09,1.08,40,25,1207.8,11.8,False,False,False,False,False,資本財,Industrial Distribution,—,0,369.7,277.2,221.8,184.8,False
AXP,American Express,Dow30,300.27,321.59,-6.629,-10.421,-15.913,11.55,17.042,288.1,270.4,4.23,MILD DIP,13536,5.493,1.05,3.16,1.1,4,25,384.0,21.8,False,False,False,False,False,金融,Credit Services,—,0,105.3,79.0,63.2,52.7,False
CPRT,Copart,NASDAQ100,34.05,36.84,-7.583,-11.426,-17.593,13.241,19.408,32.6,30.4,4.34,MILD DIP,8029,6.167,0.0,0.0,0.0,0,25,63.8,46.7,False,False,False,False,False,資本財,Specialty Business Services,—,0,0.0,0.0,0.0,0.0,False
5108.T,ブリヂストン,Nikkei225,3353.0,3562.44,-5.879,-9.805,-14.889,10.534,15.618,3213.1,3032.0,4.35,MILD DIP,6517,5.085,3.43,115.0,3.58,5,37,3817.0,12.2,False,False,False,False,False,一般消費財,Auto Parts,—,0,3833.3,2875.0,2300.0,1916.7,False
1803.T,清水建設,Nikkei225,3092.0,3311.6,-6.631,-10.564,-16.141,11.744,17.321,2961.8,2777.1,4.4,MILD DIP,6517,5.577,1.23,38.0,1.28,1,25,3578.0,13.6,False,False,False,False,False,資本財,Engineering & Construction,—,0,1266.7,950.0,760.0,633.3,False
8331.T,千葉銀行,Nikkei225,2064.0,2198.68,-6.125,-10.083,-15.327,10.893,16.137,1977.0,1861.7,4.4,MILD DIP,6517,5.244,1.94,40.0,2.02,11,25,2414.0,14.5,False,False,False,False,False,金融,Banks - Regional,—,0,1333.3,1000.0,800.0,666.7,False
9202.T,ANA HD,Nikkei225,3030.0,3182.96,-4.806,-8.825,-13.285,9.017,13.477,2902.1,2760.1,4.41,MILD DIP,6517,4.46,1.98,60.0,2.07,1,30,4432.1,31.6,False,False,False,False,False,資本財,Airlines,—,0,2000.0,1500.0,1200.0,1000.0,False
6472.T,NTN,Nikkei225,346.9,386.07,-10.145,-13.937,-21.032,14.444,21.539,332.3,304.9,4.41,MILD DIP,6517,7.095,3.17,11.0,3.31,3,42,769.0,54.9,True,False,False,False,False,資本財,Tools & Accessories,半値,1,366.7,275.0,220.0,183.3,False
CHRW,C.H. Robinson,配当貴族,171.72,180.65,-4.943,-9.006,-13.867,10.437,15.298,164.4,155.6,4.46,MILD DIP,7123,4.861,1.82,3.12,1.9,14,25,199.9,14.1,False,False,False,False,False,資本財,Integrated Freight & Logistics,—,0,104.0,78.0,62.4,52.0,False
BA,Boeing,Dow30,210.82,227.65,-7.391,-11.429,-17.448,12.647,18.666,201.6,187.9,4.56,MILD DIP,16135,6.019,3.9,8.22,4.08,0,40,430.3,51.0,True,False,False,True,False,資本財,Aerospace & Defense,半値／月足GC,2,274.0,205.5,164.4,137.0,False
3407.T,旭化成,Nikkei225,1636.0,1730.3,-5.45,-9.658,-14.671,10.394,15.407,1563.2,1476.4,4.66,MILD DIP,6517,5.013,2.32,38.0,2.43,1,30,1884.5,13.2,False,False,False,False,False,資本財,Conglomerates,—,0,1266.7,950.0,760.0,633.3,False
2502.T,アサヒGHD,Nikkei225,1598.5,1658.02,-3.59,-7.89,-12.035,8.692,12.837,1527.2,1458.5,4.67,MILD DIP,6517,4.145,3.07,49.0,3.21,23,37,1971.4,18.9,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,1633.3,1225.0,980.0,816.7,False
6326.T,クボタ,Nikkei225,2713.5,2911.3,-6.794,-10.989,-16.747,12.043,17.801,2591.4,2423.8,4.71,MILD DIP,6517,5.758,1.84,50.0,1.93,0,25,3242.0,16.3,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,1666.7,1250.0,1000.0,833.3,False
DLTR,Dollar Tree,NASDAQ100,111.84,122.12,-8.416,-12.558,-19.237,14.155,20.833,106.8,98.6,4.74,MILD DIP,7785,6.678,0.0,0.0,0.0,0,30,174.1,35.8,False,False,False,True,False,生活必需品,Discount Stores,月足GC,1,0.0,0.0,0.0,0.0,False
MDLZ,Mondelez,NASDAQ100,57.94,59.04,-1.865,-6.361,-9.716,7.057,10.411,55.3,53.3,4.8,MILD DIP,6202,3.354,3.35,1.94,3.51,11,35,72.7,20.3,False,False,False,False,False,生活必需品,Confectioners,—,0,64.7,48.5,38.8,32.3,False
1812.T,鹿島建設,Nikkei225,6305.0,6726.44,-6.265,-10.567,-16.163,11.817,17.413,6015.7,5639.2,4.81,MILD DIP,6517,5.596,1.65,104.0,1.73,5,25,7696.0,18.1,False,False,False,False,False,資本財,Engineering & Construction,—,0,3466.7,2600.0,2080.0,1733.3,False
ABBV,AbbVie,配当貴族,219.76,227.59,-3.442,-7.91,-12.315,9.708,14.113,209.6,199.6,4.85,MILD DIP,3297,4.405,3.77,8.29,3.96,12,30,240.7,8.7,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,276.3,207.2,165.8,138.2,False
4452.T,花王,Nikkei225,6280.0,6454.48,-2.703,-7.243,-10.996,7.768,11.521,5987.0,5744.7,4.89,MILD DIP,6517,3.753,2.45,154.0,2.57,12,35,8014.7,21.6,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,5133.3,3850.0,3080.0,2566.7,False
8233.T,高島屋,Nikkei225,1885.0,2022.2,-6.785,-11.187,-16.932,11.793,17.538,1796.0,1679.8,4.96,MILD DIP,6517,5.745,1.3,24.5,1.36,3,25,2372.2,20.5,False,False,False,False,False,一般消費財,Department Stores,—,0,816.7,612.5,490.0,408.3,False
V,Visa,Dow30,308.46,316.38,-2.503,-7.155,-11.16,8.864,12.869,293.7,281.1,5.01,MILD DIP,4503,4.005,0.77,2.37,0.81,17,15,371.2,16.9,False,False,False,False,False,金融,Credit Services,—,0,79.0,59.2,47.4,39.5,False
JNJ,Johnson & Johnson,Dow30,238.11,243.09,-2.05,-6.719,-10.404,8.022,11.708,226.8,217.8,5.01,MILD DIP,16135,3.685,2.16,5.14,2.27,63,20,248.6,4.2,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,171.3,128.5,102.8,85.7,False
9001.T,東武鉄道,Nikkei225,2935.5,3007.72,-2.401,-7.07,-10.708,7.481,11.119,2795.1,2685.7,5.02,MILD DIP,6517,3.638,2.04,60.0,2.15,4,25,3955.4,25.8,False,False,False,False,False,資本財,Railroads,—,0,2000.0,1500.0,1200.0,1000.0,False
6305.T,日立建機,Nikkei225,5747.0,6308.96,-8.907,-13.286,-20.295,14.748,21.757,5470.7,5028.6,5.05,MILD DIP,6258,7.009,3.05,175.0,3.2,1,22,7027.0,18.2,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,5833.3,4375.0,3500.0,2916.7,False
4612.T,日本ペイントHD,Nikkei225,1029.5,1102.16,-6.593,-11.144,-17.05,12.48,18.386,979.3,914.2,5.12,MILD DIP,6258,5.906,1.26,13.0,1.33,5,30,2587.7,60.2,True,False,False,True,False,素材,Specialty Chemicals,半値／月足GC,2,433.3,325.0,260.0,216.7,False
5101.T,横浜ゴム,Nikkei225,6443.0,6879.72,-6.348,-10.953,-16.772,12.323,18.142,6126.2,5725.9,5.17,MILD DIP,6517,5.819,2.08,134.0,2.19,5,20,7982.0,19.3,False,False,False,False,False,一般消費財,Auto Parts,—,0,4466.7,3350.0,2680.0,2233.3,False
ORLY,O'Reilly Auto,NASDAQ100,89.39,93.56,-4.456,-9.233,-14.339,11.187,16.292,84.9,80.1,5.26,MILD DIP,8257,5.105,0.0,0.0,0.0,0,15,107.8,17.1,False,False,False,False,False,一般消費財,Auto Parts,—,0,0.0,0.0,0.0,0.0,False
SYY,Sysco,配当貴族,84.29,87.74,-3.933,-8.773,-13.511,10.178,14.916,80.0,75.9,5.31,MILD DIP,13303,4.738,3.13,2.64,3.3,10,20,91.2,7.5,False,False,False,False,False,生活必需品,Food Distribution,—,0,88.0,66.0,52.8,44.0,False
O,Realty Income,配当貴族,64.09,65.38,-1.977,-6.969,-10.778,8.266,12.074,60.8,58.3,5.37,MILD DIP,7881,3.809,5.46,3.5,5.76,1,32,67.6,5.1,False,False,False,False,False,不動産,REIT - Retail,—,0,116.7,87.5,70.0,58.4,False
4151.T,協和キリン,Nikkei225,2415.0,2532.24,-4.63,-9.497,-14.383,10.048,14.934,2291.8,2168.0,5.38,MILD DIP,6517,4.886,2.57,62.0,2.71,9,25,3834.2,37.0,False,False,False,False,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,2066.7,1550.0,1240.0,1033.3,False
TXN,Texas Instruments,NASDAQ100,194.45,208.92,-6.928,-11.705,-17.851,12.88,19.027,184.5,171.6,5.41,MILD DIP,13536,6.146,2.83,5.51,2.99,22,10,226.6,14.2,False,False,False,False,False,テクノロジー,Semiconductors,—,0,183.7,137.8,110.2,91.8,False
