ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
4661.T,OLC,Nikkei225,2548.0,2703.75,-5.76,-7.697,-11.768,8.589,12.661,2495.7,2385.6,2.1,MILD DIP,6276,4.071,0.58,14.7,0.59,0,42,5630.2,54.7,True,False,False,False,False,3.88,False,2.9,2.7,微増,36.0,False,0.0,29.1,0.0,76.1,False,一般消費財,Leisure,半値,1,490.0,367.5,294.0,245.0,False
9843.T,ニトリHD,Nikkei225,2389.0,2582.65,-7.498,-9.407,-14.405,10.585,15.583,2339.7,2210.6,2.11,MILD DIP,5800,4.998,1.48,35.4,1.51,21,40,4707.6,49.3,False,False,False,False,False,1.39,False,0.0,0.0,—,26.2,True,4.0,2.7,8.4,83.7,False,一般消費財,"Furnishings, Fixtures & Appliances",RSI30以下,1,1180.0,885.0,708.0,590.0,False
9531.T,東京ガス,Nikkei225,7007.0,7394.79,-5.244,-7.253,-11.11,8.177,12.034,6858.5,6573.2,2.17,MILD DIP,6535,3.857,1.45,101.7,1.48,0,35,7810.3,10.3,False,False,False,False,False,1.48,False,0.0,0.0,—,36.2,False,72.2,25.8,12.1,58.3,True,公益,Utilities - Regulated Gas,優良財務,1,3390.0,2542.5,2034.0,1695.0,False
XOM,ExxonMobil,配当貴族,152.64,159.35,-4.211,-6.361,-9.833,7.527,11.0,149.2,143.7,2.3,MILD DIP,16153,3.472,0.0,0.0,0.0,0,35,171.5,11.0,False,False,False,False,False,2.46,False,-1.3,-11.0,減益,39.4,False,68.4,15.5,11.1,84.1,True,エネルギー,Oil & Gas Integrated,優良財務,1,0.0,0.0,0.0,0.0,False
SYY,Sysco,配当貴族,73.36,78.61,-6.679,-8.805,-13.553,10.186,14.934,71.7,68.0,2.33,MILD DIP,13321,4.748,0.0,0.0,0.0,53,30,90.5,18.9,False,False,False,False,False,15.39,False,3.0,-1.2,減益,34.6,False,22.5,14.6,82.3,13.5,False,生活必需品,Food Distribution,—,0,0.0,0.0,0.0,0.0,False
ADP,ADP,NASDAQ100,195.38,205.37,-4.862,-7.329,-11.332,8.682,12.685,190.3,182.1,2.66,MILD DIP,11588,4.003,3.34,6.52,3.43,48,50,318.8,38.7,False,False,False,False,False,12.32,False,6.2,11.5,増収増益,34.7,False,5.1,16.3,73.8,58.8,True,テクノロジー,Software - Application,優良財務,1,217.3,163.0,130.4,108.7,False
ABT,Abbott Labs,配当貴族,100.69,105.4,-4.466,-7.08,-10.963,8.454,12.338,97.9,93.8,2.81,MILD DIP,11588,3.884,0.0,0.0,0.0,0,35,137.6,26.8,False,False,False,False,False,3.35,False,4.4,-80.9,減益,33.4,False,4.1,16.5,13.0,78.9,True,ヘルスケア,Medical Devices,優良財務,1,0.0,0.0,0.0,0.0,False
3382.T,セブン&アイ,Nikkei225,1968.5,2094.26,-6.005,-8.871,-13.471,9.526,14.126,1908.5,1812.2,3.15,MILD DIP,6535,4.599,2.57,50.6,2.65,0,25,2548.6,22.8,False,False,False,False,False,1.26,False,-19.0,-4.6,減益,38.1,False,13.8,17.1,7.6,49.0,False,生活必需品,Grocery Stores,—,0,1686.7,1265.0,1012.0,843.3,False
7974.T,任天堂,Nikkei225,8199.0,9062.46,-9.528,-12.516,-19.017,13.489,19.991,7928.2,7339.1,3.42,MILD DIP,6273,6.501,2.43,199.5,2.52,0,35,14387.3,43.0,False,False,False,False,False,3.21,False,86.3,24.4,増収増益,32.0,False,1.0,24.1,14.1,0.0,False,通信,Electronic Gaming & Multimedia,—,0,6650.0,4987.5,3990.0,3325.0,False
4578.T,大塚HD,Nikkei225,10445.0,10948.2,-4.596,-7.796,-12.034,9.159,13.397,10094.7,9630.7,3.47,MILD DIP,3746,4.239,1.35,141.5,1.4,0,25,11500.0,9.2,False,False,False,False,False,1.82,False,8.4,-55.9,減益,39.0,False,77.4,20.1,12.5,93.1,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4716.7,3537.5,2830.0,2358.3,False
9021.T,西日本旅客鉄道,Nikkei225,3034.0,3166.45,-4.183,-7.778,-11.785,8.248,12.254,2920.2,2793.3,3.9,MILD DIP,6535,4.006,3.04,92.1,3.15,0,32,4278.0,29.1,False,False,False,False,False,1.16,False,7.7,-21.1,減益,33.0,False,12.4,12.9,9.8,46.8,False,資本財,Railroads,—,0,3070.0,2302.5,1842.0,1535.0,False
ZS,Zscaler,NASDAQ100,122.62,143.66,-14.644,-18.219,-27.911,20.549,30.241,117.5,103.6,4.37,MILD DIP,2005,9.692,0.0,0.0,0.0,0,35,368.8,66.7,True,False,False,False,False,8.97,False,25.9,0.0,—,28.4,True,3.6,26.7,-3.6,54.1,False,テクノロジー,Software - Infrastructure,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
9020.T,東日本旅客鉄道,Nikkei225,3514.0,3629.68,-3.187,-7.303,-11.074,7.777,11.547,3364.6,3227.7,4.44,MILD DIP,6535,3.77,1.99,70.1,2.08,0,20,4160.0,15.5,False,False,False,False,False,1.31,False,6.3,-5.8,減益,40.2,False,44.3,17.0,7.7,38.7,False,資本財,Railroads,—,0,2336.7,1752.5,1402.0,1168.3,False
CVX,Chevron,Dow30,191.78,198.88,-3.569,-7.723,-11.844,8.763,12.884,183.5,175.3,4.5,MILD DIP,16153,4.121,3.71,7.12,3.88,36,25,211.1,9.2,False,False,False,False,False,2.04,False,-8.2,-23.8,減収減益,34.6,False,72.2,17.9,7.2,80.4,False,エネルギー,Oil & Gas Integrated,—,0,237.3,178.0,142.4,118.7,False
PG,Procter & Gamble,Dow30,143.58,146.48,-1.982,-6.315,-9.726,7.33,10.741,137.2,132.2,4.63,MILD DIP,16153,3.411,2.97,4.27,3.11,67,25,173.8,17.4,False,False,False,False,False,6.38,False,1.5,-5.4,減益,48.8,False,17.5,19.8,31.6,59.3,True,生活必需品,Household & Personal Products,優良財務,1,142.3,106.7,85.4,71.2,False
CSGP,CoStar Group,NASDAQ100,37.06,41.67,-11.065,-15.014,-22.912,16.579,24.477,35.4,32.1,4.65,MILD DIP,6964,7.898,0.0,0.0,0.0,0,35,99.7,62.8,True,False,False,False,False,1.86,False,26.9,-25.9,減益,26.3,True,3.7,20.9,0.1,88.0,False,不動産,Real Estate Services,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
CL,Colgate-Palmolive,配当貴族,83.98,86.52,-2.933,-7.303,-11.213,8.338,12.248,80.2,76.8,4.71,MILD DIP,13325,3.91,0.0,0.0,0.0,60,20,105.0,20.0,False,False,False,False,False,1253.43,False,5.8,0.0,—,45.3,False,38.1,20.4,497.5,4.1,False,生活必需品,Household & Personal Products,—,0,0.0,0.0,0.0,0.0,False
AWK,American Water Works,配当貴族,134.41,136.74,-1.703,-6.282,-9.742,7.559,11.019,128.1,123.4,4.89,MILD DIP,4497,3.46,0.0,0.0,0.0,0,20,172.5,22.1,False,False,False,False,False,2.42,False,5.8,0.0,—,47.4,False,44.9,20.4,10.5,40.5,False,公益,Utilities - Regulated Water,—,0,0.0,0.0,0.0,0.0,False
WDAY,Workday,NASDAQ100,119.92,130.14,-7.855,-12.273,-18.624,13.131,19.482,114.2,105.9,5.04,MILD DIP,3368,6.351,0.0,0.0,0.0,0,25,307.2,61.0,True,False,False,False,False,3.98,False,14.5,62.9,増収増益,33.4,False,5.8,9.6,8.2,67.1,False,テクノロジー,Software - Application,半値,1,0.0,0.0,0.0,0.0,False
9024.T,西武HD(注:代替),Nikkei225,3987.0,4269.96,-6.627,-11.181,-16.994,12.071,17.885,3792.5,3544.3,5.13,MILD DIP,2923,5.813,0.0,0.0,0.0,0,15,5744.6,30.6,False,False,False,False,False,1.87,False,-0.1,-8.3,減益,38.5,False,32.5,28.3,42.2,45.7,False,資本財,Conglomerates,—,0,0.0,0.0,0.0,0.0,False
1333.T,マルハニチロ,Nikkei225,1425.5,1462.46,-2.527,-7.296,-11.219,8.395,12.318,1355.8,1298.4,5.14,MILD DIP,2939,3.923,0.0,0.0,0.0,0,15,1560.2,8.6,False,False,False,False,False,0.9,True,1.7,0.0,—,38.1,False,72.8,5.4,8.5,46.1,False,生活必需品,Packaged Foods,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
ABBV,AbbVie,配当貴族,206.47,213.27,-3.189,-7.971,-12.39,9.704,14.123,196.3,186.8,5.2,MILD DIP,3315,4.419,0.0,0.0,0.0,0,10,240.7,14.2,False,False,False,False,False,-111.61,False,10.0,0.0,—,52.0,False,49.7,12.8,6225.0,0.0,False,ヘルスケア,Drug Manufacturers - General,—,0,0.0,0.0,0.0,0.0,False
KMB,Kimberly-Clark,配当貴族,96.6,98.33,-1.755,-6.614,-10.196,7.714,11.296,91.8,88.3,5.2,MILD DIP,11588,3.582,5.35,5.17,5.63,51,27,141.1,31.5,False,False,False,False,False,21.35,False,-0.6,11.0,—,42.0,False,8.1,12.6,126.6,17.7,False,生活必需品,Household & Personal Products,—,0,172.3,129.2,103.4,86.2,False
TEAM,Atlassian,NASDAQ100,61.3,69.84,-12.226,-16.664,-25.289,17.834,26.459,58.2,52.2,5.33,MILD DIP,2575,8.625,0.0,0.0,0.0,0,20,458.1,86.6,True,False,False,False,False,10.23,False,23.3,0.0,—,30.3,False,2.8,11.1,-13.5,56.7,False,テクノロジー,Software - Application,半値,1,0.0,0.0,0.0,0.0,False
9602.T,東宝,Nikkei225,1582.0,1644.12,-3.778,-8.722,-13.284,9.523,14.085,1500.7,1425.7,5.42,MILD DIP,6535,4.561,1.43,22.6,1.51,0,20,1937.7,18.4,False,False,False,False,False,2.58,False,27.2,71.7,増収増益,45.4,False,19.6,6.4,11.3,99.7,True,通信,Entertainment,優良財務,1,753.3,565.0,452.0,376.7,False
4452.T,花王,Nikkei225,6000.0,6136.6,-2.226,-7.25,-11.002,7.76,11.512,5691.7,5461.4,5.42,MILD DIP,6535,3.752,2.61,156.4,2.75,36,20,8014.7,25.1,False,False,False,False,False,2.55,False,4.1,-1.5,減益,47.3,False,7.1,23.2,11.0,81.8,True,生活必需品,Household & Personal Products,優良財務,1,5213.3,3910.0,3128.0,2606.7,False
ES,Eversource Energy,SP500高配当,68.68,70.2,-2.165,-7.212,-10.989,7.894,11.671,65.1,62.5,5.44,MILD DIP,13374,3.777,4.63,3.18,4.88,0,27,80.2,14.3,False,False,False,False,False,1.59,False,13.4,466.2,増収増益,57.2,False,62.9,13.5,10.8,35.1,False,公益,Utilities - Regulated Electric,—,0,106.0,79.5,63.6,53.0,False
9532.T,大阪ガス,Nikkei225,6220.0,6331.01,-1.753,-6.985,-10.695,7.852,11.561,5888.8,5653.9,5.62,MILD DIP,6535,3.709,1.93,120.1,2.04,0,15,6674.5,6.8,False,False,False,False,False,1.39,False,-2.9,17.6,—,44.4,False,82.6,21.3,10.8,68.9,True,公益,Utilities - Regulated Gas,優良財務,1,4003.3,3002.5,2402.0,2001.7,False
TMUS,T-Mobile,NASDAQ100,192.43,207.89,-7.436,-12.389,-18.809,13.289,19.708,182.1,168.8,5.65,MILD DIP,4752,6.42,2.16,4.16,2.28,0,15,268.2,28.3,False,False,False,False,False,3.6,False,11.3,-26.6,減益,24.6,True,12.8,13.8,18.2,32.4,False,通信,Telecom Services,RSI30以下,1,138.7,104.0,83.2,69.3,False
CRM,Salesforce,Dow30,172.82,186.84,-7.506,-12.634,-19.435,14.569,21.37,163.2,150.5,5.87,MILD DIP,5462,6.801,1.02,1.76,1.08,0,30,364.2,52.5,True,False,False,False,False,2.71,False,12.1,17.9,増収増益,32.2,False,7.0,11.6,12.4,77.0,True,テクノロジー,Software - Application,優良財務／半値,2,58.7,44.0,35.2,29.3,False
IBM,IBM,Dow30,237.82,244.57,-2.758,-8.354,-12.746,9.213,13.605,224.1,213.4,6.11,MILD DIP,16153,4.392,2.86,6.79,3.03,0,15,313.2,24.1,False,False,False,False,False,6.83,False,12.2,89.9,増収増益,39.5,False,16.4,17.8,35.2,33.6,False,テクノロジー,Information Technology Services,—,0,226.3,169.8,135.8,113.2,False
JNJ,Johnson & Johnson,Dow30,237.96,240.29,-0.969,-6.717,-10.401,8.018,11.702,224.1,215.3,6.16,MILD DIP,16153,3.684,2.21,5.27,2.35,61,20,248.6,4.3,False,False,False,False,False,7.03,False,9.1,48.6,増収増益,55.5,False,87.0,18.9,35.0,62.3,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,175.7,131.8,105.4,87.8,False
4502.T,武田薬品,Nikkei225,5604.0,5700.2,-1.688,-7.407,-11.205,7.787,11.586,5278.0,5061.5,6.18,MILD DIP,6535,3.798,3.57,200.1,3.79,0,24,5890.0,4.9,False,False,False,False,False,1.16,False,4.2,330.2,微増,42.9,False,78.9,39.9,1.5,58.5,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,6670.0,5002.5,4002.0,3335.0,False
1928.T,積水ハウス,Nikkei225,3468.0,3557.6,-2.519,-8.232,-12.557,9.068,13.393,3264.7,3110.9,6.23,MILD DIP,6535,4.325,4.3,149.0,4.56,0,40,3867.5,10.3,False,False,False,False,True,1.05,False,5.6,60.8,増収増益,44.2,False,56.2,9.2,11.2,54.2,True,一般消費財,Residential Construction,高配当／優良財務,2,4966.7,3725.0,2980.0,2483.3,False
ED,Con Edison,配当貴族,111.89,112.76,-0.774,-6.645,-10.214,7.63,11.198,105.3,101.2,6.29,MILD DIP,16153,3.569,0.0,0.0,0.0,49,10,115.5,3.1,False,False,False,False,False,1.67,False,8.9,-8.3,減益,60.6,False,79.6,17.3,8.8,46.0,False,公益,Utilities - Regulated Electric,—,0,0.0,0.0,0.0,0.0,False
1605.T,INPEX,Nikkei225,4190.0,4471.16,-6.288,-11.866,-18.076,12.974,19.184,3940.6,3663.0,6.33,MILD DIP,6535,6.21,2.77,116.1,2.95,0,15,4900.0,14.5,False,False,False,False,False,1.03,False,-5.3,-25.2,減収減益,42.7,False,76.0,15.6,8.5,80.1,False,エネルギー,Oil & Gas E&P,—,0,3870.0,2902.5,2322.0,1935.0,False
CTAS,Cintas,NASDAQ100,175.68,180.45,-2.646,-8.455,-13.093,10.097,14.735,165.2,156.8,6.35,MILD DIP,10721,4.638,0.98,1.72,1.04,39,20,226.1,22.3,False,False,False,False,False,14.68,False,8.9,9.7,増収増益,42.0,False,15.8,32.4,41.3,62.1,True,資本財,Specialty Business Services,優良財務,1,57.3,43.0,34.4,28.7,False
EXC,Exelon,NASDAQ100,48.15,48.75,-1.237,-7.136,-10.959,8.158,11.981,45.3,43.4,6.35,MILD DIP,13325,3.823,3.51,1.69,3.73,0,15,50.3,4.3,False,False,False,False,False,1.71,False,-1.1,-9.3,減益,59.9,False,72.0,15.8,9.9,36.4,False,公益,Utilities - Regulated Electric,—,0,56.3,42.2,33.8,28.2,False
CLX,Clorox,配当貴族,103.39,106.57,-2.985,-9.068,-13.819,9.937,14.688,96.9,91.8,6.69,MILD DIP,13374,4.751,4.85,5.01,5.17,46,27,199.8,48.2,False,False,False,False,False,-99.99,False,-0.8,-16.2,減益,45.4,False,14.2,15.4,987.2,1.1,False,生活必需品,Household & Personal Products,—,0,167.0,125.2,100.2,83.5,False
9434.T,ソフトバンク,Nikkei225,217.8,213.66,1.937,-4.468,-6.986,5.605,8.123,204.1,198.7,6.7,NEUTRAL,1759,2.518,4.09,8.9,4.36,0,30,237.4,8.3,False,False,False,False,True,3.64,False,0.0,0.0,—,53.0,False,27.3,18.8,17.6,40.4,False,通信,Telecom Services,高配当,1,296.7,222.5,178.0,148.3,False
9432.T,NTT,Nikkei225,152.1,154.75,-1.712,-7.925,-11.963,8.224,12.262,142.5,136.2,6.75,MILD DIP,6535,4.037,3.48,5.3,3.72,0,27,176.0,13.6,False,False,False,False,False,1.31,False,5.5,13.5,増収増益,37.7,False,29.8,10.5,10.7,26.2,False,通信,Telecom Services,—,0,176.7,132.5,106.0,88.3,False
KDP,Keurig Dr Pepper,NASDAQ100,26.04,26.49,-1.703,-7.933,-12.227,9.245,13.539,24.4,23.3,6.77,MILD DIP,4487,4.294,3.61,0.94,3.85,0,15,36.2,28.0,False,False,False,False,False,1.39,False,10.5,0.0,—,46.8,False,10.5,10.3,8.4,57.0,False,生活必需品,Beverages - Non-Alcoholic,—,0,31.3,23.5,18.8,15.7,False
4519.T,中外製薬,Nikkei225,8520.0,8830.44,-3.516,-9.647,-14.803,10.975,16.131,7978.5,7523.3,6.79,MILD DIP,6535,5.156,1.54,131.5,1.65,0,20,10455.0,18.5,False,False,False,False,False,6.92,False,14.6,40.3,増収増益,51.5,False,54.2,36.1,22.1,98.7,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4383.3,3287.5,2630.0,2191.7,False
CHRW,C.H. Robinson,配当貴族,164.92,169.47,-2.687,-9.02,-13.882,10.427,15.289,154.2,145.9,6.96,MILD DIP,7141,4.862,0.0,0.0,0.0,0,15,199.9,17.5,False,False,False,False,False,10.58,False,-6.5,-8.5,減収減益,47.6,False,67.1,23.1,32.9,56.9,True,資本財,Integrated Freight & Logistics,優良財務,1,0.0,0.0,0.0,0.0,False
MCD,McDonald's,Dow30,304.51,313.58,-2.891,-9.223,-14.185,10.626,15.588,284.7,269.1,6.97,MILD DIP,15018,4.962,2.46,7.49,2.63,48,15,339.2,10.2,False,False,False,False,False,-120.89,False,9.7,8.2,増収増益,44.5,False,36.1,21.2,0.0,0.0,False,一般消費財,Restaurants,—,0,249.7,187.2,149.8,124.8,False
BDX,Becton Dickinson,配当貴族,155.43,157.55,-1.343,-7.776,-11.914,8.778,12.917,145.3,138.8,6.97,MILD DIP,13374,4.139,0.0,0.0,0.0,51,12,211.6,26.6,False,False,False,False,False,1.75,False,1.6,28.6,微増,47.9,False,46.6,11.5,7.0,56.4,False,ヘルスケア,Medical Instruments & Supplies,—,0,0.0,0.0,0.0,0.0,False
4507.T,塩野義製薬,Nikkei225,3327.0,3444.06,-3.399,-9.712,-14.812,10.687,15.787,3109.6,2933.9,6.99,MILD DIP,6535,5.1,1.97,65.7,2.11,0,20,3629.6,8.3,False,False,False,False,False,1.87,False,23.5,47.4,増収増益,44.3,False,73.0,17.4,13.5,98.5,True,ヘルスケア,Drug Manufacturers - Specialty & Generic,優良財務,1,2190.0,1642.5,1314.0,1095.0,False
4568.T,第一三共,Nikkei225,2734.0,2843.48,-3.85,-10.164,-15.491,11.145,16.472,2554.5,2403.0,7.03,MILD DIP,6535,5.327,2.89,79.0,3.09,0,35,5910.9,53.7,True,False,False,False,False,2.96,False,15.1,42.8,増収増益,33.0,False,3.3,19.0,18.3,85.1,True,ヘルスケア,Drug Manufacturers - General,優良財務／半値,2,2633.3,1975.0,1580.0,1316.7,False
2871.T,ニチレイ,Nikkei225,1922.0,1964.82,-2.179,-8.684,-13.273,9.67,14.259,1794.2,1704.0,7.12,MILD DIP,6535,4.589,2.45,47.0,2.62,0,20,2126.1,9.6,False,False,False,True,False,1.75,False,0.0,0.0,—,48.1,False,55.6,8.2,9.8,69.7,False,生活必需品,Packaged Foods,月足GC,1,1566.7,1175.0,940.0,783.3,False
KO,Coca-Cola,Dow30,76.41,76.43,-0.031,-6.798,-10.493,7.979,11.674,71.2,68.4,7.26,MILD DIP,16153,3.694,2.77,2.12,2.98,61,12,81.0,5.7,False,False,False,False,False,10.22,False,2.4,3.6,微増,56.6,False,66.4,22.1,43.3,41.7,False,生活必需品,Beverages - Non-Alcoholic,—,0,70.7,53.0,42.4,35.3,False
PAYX,Paychex,NASDAQ100,89.32,91.95,-2.863,-9.493,-14.658,11.167,16.331,83.2,78.5,7.32,MILD DIP,10716,5.165,4.9,4.38,5.26,0,32,155.4,42.5,False,False,False,False,False,7.97,False,19.9,9.1,増収増益,40.7,False,5.1,15.1,0.0,44.5,False,テクノロジー,Software - Application,—,0,146.0,109.5,87.6,73.0,False
NEE,NextEra Energy,配当貴族,92.3,92.23,0.071,-6.823,-10.5,7.883,11.559,85.9,82.6,7.4,NEUTRAL,13374,3.677,0.0,0.0,0.0,29,15,95.0,2.9,False,False,False,False,False,3.52,False,20.7,26.0,増収増益,62.5,False,88.0,21.1,8.4,40.6,False,公益,Utilities - Regulated Electric,—,0,0.0,0.0,0.0,0.0,False
3659.T,ネクソン,Nikkei225,2656.5,2846.3,-6.668,-13.158,-20.07,14.493,21.405,2471.8,2275.0,7.47,MILD DIP,3502,6.913,2.19,58.3,2.36,0,20,4421.0,39.9,False,False,False,False,False,1.99,False,55.0,-64.8,減益,32.4,False,24.2,15.9,8.6,95.3,False,通信,Electronic Gaming & Multimedia,—,0,1943.3,1457.5,1166.0,971.7,False
1925.T,大和ハウス,Nikkei225,4899.0,5022.37,-2.456,-9.32,-14.226,10.306,15.212,4554.3,4307.9,7.57,MILD DIP,6535,4.906,3.59,175.9,3.86,0,22,5596.7,12.5,False,False,False,False,False,1.11,False,0.0,0.0,—,40.4,False,8.6,10.4,11.7,47.4,False,不動産,Real Estate - Development,—,0,5863.3,4397.5,3518.0,2931.7,False
BMY,Bristol-Myers Squibb,SP500高配当,58.06,58.7,-1.099,-8.078,-12.374,9.108,13.405,54.0,51.4,7.59,MILD DIP,13554,4.297,4.34,2.52,4.67,0,17,69.5,16.4,False,False,False,False,False,6.4,False,1.3,1392.1,微増,56.3,False,76.3,9.4,40.4,28.2,False,ヘルスケア,Drug Manufacturers - General,—,0,84.0,63.0,50.4,42.0,False
8058.T,三菱商事,Nikkei225,5193.0,5364.56,-3.198,-10.063,-15.465,11.545,16.947,4824.7,4534.9,7.63,MILD DIP,6535,5.402,2.12,110.1,2.28,0,20,5707.0,9.0,False,False,False,False,False,2.11,False,9.9,27.8,増収増益,37.9,False,82.3,24.5,8.5,59.1,False,資本財,Conglomerates,—,0,3670.0,2752.5,2202.0,1835.0,False
5413.T,日新製鋼(注:代替),Nikkei225,1335.0,1440.8,-7.343,-13.965,-21.441,15.937,23.412,1239.6,1131.9,7.7,MILD DIP,1499,7.476,0.0,0.0,0.0,0,20,1967.4,32.1,False,False,False,False,False,0.0,False,0.0,0.0,—,28.8,True,0.0,0.0,0.0,0.0,False,,,RSI30以下,1,0.0,0.0,0.0,0.0,False
ATO,Atmos Energy,配当貴族,187.75,185.8,1.048,-6.208,-9.608,7.39,10.79,174.3,168.0,7.74,NEUTRAL,10631,3.4,0.0,0.0,0.0,39,15,192.3,2.4,False,False,False,False,False,2.17,False,14.2,9.4,増収増益,67.9,False,88.8,21.3,9.2,59.7,False,公益,Utilities - Regulated Gas,—,0,0.0,0.0,0.0,0.0,False
9009.T,京成電鉄,Nikkei225,1189.5,1217.5,-2.3,-9.331,-14.221,10.225,15.114,1103.9,1044.4,7.76,MILD DIP,6535,4.889,1.77,21.0,1.9,0,20,2446.4,51.4,True,False,False,False,False,1.03,False,3.5,-51.8,減益,45.3,False,3.0,3.6,9.8,60.4,False,資本財,Railroads,半値,1,700.0,525.0,420.0,350.0,False
