ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
2801.T,キッコーマン,Nikkei225,1315.0,1450.24,-9.325,-8.917,-13.641,9.979,14.703,1320.9,1252.4,-0.45,BUY ZONE,6513,4.724,5.17,68.0,5.15,5,70,1964.7,33.1,False,False,False,False,True,生活必需品,Packaged Foods,高配当,1,2266.7,1700.0,1360.0,1133.3,False
6178.T,日本郵政,Nikkei225,1801.0,1961.62,-8.188,-7.815,-11.844,8.299,12.328,1808.3,1729.3,-0.4,BUY ZONE,2526,4.029,2.78,50.0,2.77,0,50,2091.5,13.9,False,False,False,False,False,金融,Banks - Regional,—,0,1666.7,1250.0,1000.0,833.3,False
AOS,A.O. Smith,配当貴族,68.11,76.52,-10.99,-10.69,-16.375,12.049,17.734,68.3,64.0,-0.34,BUY ZONE,10670,5.685,2.55,1.74,2.55,31,45,88.9,23.4,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,58.0,43.5,34.8,29.0,False
7186.T,コンコルディアFG,Nikkei225,1441.0,1597.82,-9.815,-9.922,-15.275,11.49,16.843,1439.3,1353.8,0.12,MILD DIP,2426,5.353,1.67,24.0,1.67,5,35,1703.0,15.4,False,False,False,False,False,金融,Banks - Regional,—,0,800.0,600.0,480.0,400.0,False
9843.T,ニトリHD,Nikkei225,2751.5,3027.62,-9.12,-9.309,-14.277,10.562,15.53,2745.8,2595.4,0.21,MILD DIP,5778,4.968,1.12,30.8,1.12,1,40,4735.2,41.9,False,False,False,False,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1026.7,770.0,616.0,513.3,False
8331.T,千葉銀行,Nikkei225,2024.5,2245.84,-9.856,-10.071,-15.311,10.892,16.133,2019.7,1902.0,0.24,MILD DIP,6513,5.241,2.07,42.0,2.08,11,40,2414.0,16.1,False,False,False,False,False,金融,Banks - Regional,—,0,1400.0,1050.0,840.0,700.0,False
6472.T,NTN,Nikkei225,341.7,395.76,-13.661,-13.915,-21.004,14.439,21.528,340.7,312.6,0.3,MILD DIP,6513,7.089,2.93,10.0,2.94,3,45,769.0,55.6,True,False,False,False,False,資本財,Tools & Accessories,半値,1,333.3,250.0,200.0,166.7,False
NXPI,NXP Semi,NASDAQ100,199.87,226.36,-11.702,-11.987,-18.5,14.064,20.577,199.2,184.5,0.32,MILD DIP,3898,6.513,2.54,5.07,2.54,0,30,282.9,29.3,False,False,False,False,False,テクノロジー,Semiconductors,—,0,169.0,126.8,101.4,84.5,False
4151.T,協和キリン,Nikkei225,2303.0,2531.58,-9.029,-9.49,-14.375,10.05,14.935,2291.3,2167.7,0.51,MILD DIP,6513,4.885,1.74,40.0,1.75,9,40,3834.2,39.9,False,False,False,False,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,1333.3,1000.0,800.0,666.7,False
GEHC,GE HealthCare,NASDAQ100,72.65,80.15,-9.356,-9.893,-15.067,10.804,15.979,72.2,68.1,0.6,MILD DIP,786,5.174,0.24,0.18,0.24,2,30,93.6,22.4,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,5.8,4.4,3.5,2.9,False
4005.T,住友化学,Nikkei225,482.5,541.13,-10.834,-11.648,-17.567,12.029,17.949,478.1,446.1,0.92,MILD DIP,6513,5.919,2.49,12.0,2.51,1,40,673.2,28.3,False,False,False,False,False,素材,Chemicals,—,0,400.0,300.0,240.0,200.0,False
3116.T,トヨタ紡織,Nikkei225,2696.0,3038.08,-11.26,-12.239,-18.608,13.236,19.605,2666.3,2472.8,1.12,MILD DIP,6251,6.369,0.0,0.0,0.0,0,30,3277.0,17.7,False,False,False,False,False,一般消費財,Auto Parts,—,0,0.0,0.0,0.0,0.0,False
6479.T,ミネベアミツミ,Nikkei225,2841.5,3224.92,-11.889,-12.896,-19.495,13.501,20.101,2809.0,2596.2,1.16,MILD DIP,6513,6.599,1.48,42.0,1.5,1,30,3635.5,21.8,False,False,False,False,False,テクノロジー,Electronic Components,—,0,1400.0,1050.0,840.0,700.0,False
KMB,Kimberly-Clark,配当貴族,100.04,105.64,-5.303,-6.598,-10.177,7.716,11.295,98.7,94.9,1.39,MILD DIP,11566,3.579,6.32,6.32,6.41,20,60,141.1,29.1,False,False,False,False,True,生活必需品,Household & Personal Products,高配当,1,210.7,158.0,126.4,105.3,False
MDT,Medtronic,配当貴族,88.97,97.31,-8.571,-9.945,-15.233,11.21,16.499,87.6,82.5,1.52,MILD DIP,13303,5.289,3.97,3.53,4.03,7,40,117.6,24.3,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,117.7,88.2,70.6,58.8,False
9202.T,ANA HD,Nikkei225,2998.0,3237.5,-7.398,-8.814,-13.271,9.015,13.473,2952.1,2807.8,1.55,MILD DIP,6513,4.457,2.33,70.0,2.37,1,45,4432.1,32.4,False,False,False,False,False,資本財,Airlines,—,0,2333.3,1750.0,1400.0,1166.7,False
3289.T,東急不動産HD,Nikkei225,1374.5,1501.76,-8.474,-9.888,-15.002,10.568,15.682,1353.3,1276.5,1.57,MILD DIP,3034,5.114,2.26,31.0,2.29,4,40,1582.0,13.1,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,1033.3,775.0,620.0,516.7,False
3402.T,東レ,Nikkei225,1151.5,1251.1,-7.961,-9.407,-14.271,10.047,14.911,1133.4,1072.6,1.6,MILD DIP,6513,4.864,1.39,16.0,1.41,1,35,1340.0,14.1,False,False,False,False,False,一般消費財,Textile Manufacturing,—,0,533.3,400.0,320.0,266.7,False
CL,Colgate-Palmolive,配当貴族,89.61,95.13,-5.8,-7.28,-11.185,8.336,12.24,88.2,84.5,1.6,MILD DIP,13303,3.904,2.88,2.58,2.93,52,40,105.0,14.7,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
CLX,Clorox,配当貴族,112.15,121.33,-7.564,-9.038,-13.781,9.932,14.675,110.4,104.6,1.62,MILD DIP,13352,4.743,5.49,6.16,5.58,38,52,199.8,43.9,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,205.3,154.0,123.2,102.7,False
4528.T,小野薬品,Nikkei225,2335.5,2520.76,-7.349,-8.926,-13.57,9.649,14.293,2295.8,2178.7,1.73,MILD DIP,6251,4.644,2.57,60.0,2.61,0,50,4571.5,48.9,False,False,False,True,False,ヘルスケア,Drug Manufacturers - General,月足GC,1,2000.0,1500.0,1200.0,1000.0,False
8411.T,みずほFG,Nikkei225,6187.0,6951.68,-11.0,-12.513,-19.125,13.933,20.545,6081.8,5622.2,1.73,MILD DIP,5682,6.612,2.1,130.0,2.14,5,35,7867.0,21.4,False,False,False,False,False,金融,Banks - Regional,—,0,4333.3,3250.0,2600.0,2166.7,False
EMR,Emerson Electric,配当貴族,139.57,148.98,-6.314,-7.914,-12.124,8.927,13.137,137.2,130.9,1.74,MILD DIP,13532,4.21,1.93,2.69,1.96,34,35,161.1,13.3,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,89.8,67.4,53.9,44.9,False
3382.T,セブン&アイ,Nikkei225,2028.5,2187.51,-7.269,-8.871,-13.471,9.531,14.132,1993.5,1892.8,1.76,MILD DIP,6513,4.601,2.46,50.0,2.51,1,40,2548.6,20.4,False,False,False,False,False,生活必需品,Grocery Stores,—,0,1666.7,1250.0,1000.0,833.3,False
HRL,Hormel Foods,配当貴族,23.03,24.48,-5.934,-7.575,-11.662,8.773,12.86,22.6,21.6,1.78,MILD DIP,11566,4.087,6.31,1.45,6.42,24,65,48.2,52.2,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,48.4,36.3,29.1,24.2,False
NKE,Nike,Dow30,55.7,61.45,-9.355,-11.013,-16.893,12.507,18.387,54.7,51.1,1.86,MILD DIP,11386,5.88,3.63,2.02,3.69,24,50,165.2,66.3,True,False,False,False,False,一般消費財,Footwear & Accessories,半値,1,67.3,50.5,40.4,33.7,False
ECL,Ecolab,配当貴族,277.0,296.54,-6.59,-8.312,-12.732,9.369,13.789,271.9,258.8,1.88,MILD DIP,13352,4.42,1.2,3.33,1.22,23,35,308.4,10.2,False,False,False,False,False,素材,Specialty Chemicals,—,0,111.0,83.2,66.6,55.5,False
MMM,3M,Dow30,155.17,164.22,-5.509,-7.261,-11.12,8.177,12.036,152.3,146.0,1.89,MILD DIP,16131,3.859,2.38,3.7,2.43,0,40,173.8,10.7,False,False,False,False,False,資本財,Conglomerates,—,0,123.3,92.5,74.0,61.7,False
7269.T,スズキ,Nikkei225,2036.5,2233.78,-8.832,-10.585,-16.095,11.455,16.965,1997.3,1874.2,1.96,MILD DIP,6513,5.51,3.54,72.0,3.6,3,47,2451.5,16.9,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,2400.0,1800.0,1440.0,1200.0,False
STE,Steris,配当貴族,221.55,244.2,-9.275,-11.1,-17.047,12.687,18.634,217.1,202.6,2.05,MILD DIP,8480,5.947,1.08,2.4,1.11,0,35,268.0,17.3,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,80.0,60.0,48.0,40.0,False
1812.T,鹿島建設,Nikkei225,6262.0,6854.72,-8.647,-10.553,-16.146,11.816,17.408,6131.3,5748.0,2.13,MILD DIP,6513,5.592,1.28,80.0,1.3,5,35,7696.0,18.6,False,False,False,False,False,資本財,Engineering & Construction,—,0,2666.7,2000.0,1600.0,1333.3,False
CDW,CDW,NASDAQ100,118.91,127.31,-6.595,-8.566,-13.24,10.132,14.806,116.4,110.4,2.16,MILD DIP,3171,4.674,2.64,3.13,2.69,12,45,250.5,52.5,True,False,False,False,False,テクノロジー,Information Technology Services,半値,1,104.5,78.4,62.7,52.2,False
4452.T,花王,Nikkei225,6158.0,6495.72,-5.199,-7.24,-10.993,7.77,11.523,6025.4,5781.7,2.2,MILD DIP,6513,3.753,2.44,150.0,2.49,12,45,8014.7,23.2,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,5000.0,3750.0,3000.0,2500.0,False
7270.T,SUBARU,Nikkei225,2692.0,2983.8,-9.779,-11.777,-17.89,12.674,18.787,2632.4,2450.0,2.26,MILD DIP,6513,6.113,3.12,84.0,3.19,4,42,3637.4,26.0,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,2800.0,2100.0,1680.0,1400.0,False
ITW,Illinois Tool Works,配当貴族,271.52,289.51,-6.215,-8.334,-12.813,9.578,14.056,265.4,252.4,2.31,MILD DIP,13338,4.478,2.84,7.72,2.91,30,35,299.6,9.4,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,257.3,193.0,154.4,128.7,False
2531.T,宝HD,Nikkei225,1442.0,1590.6,-9.342,-11.4,-17.139,11.552,17.29,1409.3,1318.0,2.32,MILD DIP,6513,5.738,1.39,20.0,1.42,1,40,2208.3,34.7,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,666.7,500.0,400.0,333.3,False
9022.T,東海旅客鉄道,Nikkei225,4298.0,4566.6,-5.882,-8.112,-12.323,8.729,12.94,4196.1,4003.9,2.43,MILD DIP,6251,4.21,4.19,180.0,4.29,3,55,4967.9,13.5,False,False,False,False,True,資本財,Railroads,高配当,1,6000.0,4500.0,3600.0,3000.0,False
BDX,Becton Dickinson,配当貴族,163.17,172.6,-5.466,-7.757,-11.891,8.779,12.913,159.2,152.1,2.48,MILD DIP,13352,4.134,2.65,4.33,2.72,43,35,211.6,22.9,False,False,False,False,False,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
7205.T,日野自動車(注:代替),Nikkei225,394.0,443.52,-11.165,-13.334,-20.108,13.763,20.537,384.4,354.3,2.5,MILD DIP,6513,6.774,0.0,0.0,0.0,1,40,1616.8,75.6,True,False,False,False,False,資本財,Farm & Heavy Construction Machinery,半値,1,0.0,0.0,0.0,0.0,False
1332.T,日本水産,Nikkei225,1350.0,1467.84,-8.028,-10.314,-15.747,11.417,16.85,1316.4,1236.7,2.55,MILD DIP,6513,5.433,1.33,18.0,1.37,6,35,1560.0,13.5,False,False,False,False,False,生活必需品,Packaged Foods,—,0,600.0,450.0,360.0,300.0,False
8354.T,ふくおかFG,Nikkei225,6017.0,6568.2,-8.392,-10.689,-16.202,11.366,16.88,5866.2,5504.0,2.57,MILD DIP,6254,5.514,2.16,130.0,2.22,5,40,7293.0,17.5,False,False,False,False,False,金融,Banks - Regional,—,0,4333.3,3250.0,2600.0,2166.7,False
4902.T,コニカミノルタ,Nikkei225,517.5,580.98,-10.927,-13.188,-19.904,13.677,20.393,504.4,465.3,2.6,MILD DIP,6513,6.716,1.93,10.0,1.98,0,40,1390.3,62.8,True,False,False,False,False,資本財,Business Equipment & Supplies,半値,1,333.3,250.0,200.0,166.7,False
PG,Procter & Gamble,Dow30,153.32,159.46,-3.852,-6.297,-9.703,7.327,10.733,149.4,144.0,2.61,MILD DIP,16131,3.406,3.41,5.23,3.5,22,45,173.8,11.8,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,174.5,130.9,104.7,87.2,False
MCHP,Microchip Tech,NASDAQ100,65.79,74.05,-11.15,-13.54,-20.797,15.486,22.743,64.0,58.6,2.76,MILD DIP,8277,7.257,3.46,2.27,3.55,14,40,94.7,30.5,False,False,False,False,False,テクノロジー,Semiconductors,—,0,75.8,56.9,45.5,37.9,False
8304.T,あおぞら銀行(注:代替),Nikkei225,2488.0,2725.96,-8.729,-11.203,-16.861,11.428,17.086,2420.6,2266.3,2.79,MILD DIP,4723,5.658,0.0,0.0,0.0,1,35,3154.9,21.1,False,False,False,False,False,金融,Banks - Regional,—,0,0.0,0.0,0.0,0.0,False
DOV,Dover,配当貴族,210.34,223.99,-6.095,-8.806,-13.536,10.116,14.847,204.3,193.7,2.97,MILD DIP,11566,4.73,1.23,2.59,1.27,41,35,232.8,9.6,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,86.3,64.8,51.8,43.2,False
KDP,Keurig Dr Pepper,NASDAQ100,27.65,29.15,-5.131,-7.88,-12.163,9.25,13.532,26.8,25.6,2.98,MILD DIP,4465,4.283,4.16,1.15,4.28,5,40,36.5,24.2,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,38.3,28.8,23.0,19.2,False
8267.T,イオン,Nikkei225,2029.0,2192.29,-7.448,-10.172,-15.504,11.155,16.486,1969.3,1852.4,3.03,MILD DIP,6513,5.332,1.77,36.0,1.83,2,25,2868.7,29.3,False,False,False,False,False,一般消費財,Department Stores,—,0,1200.0,900.0,720.0,600.0,False
9001.T,東武鉄道,Nikkei225,2886.5,3012.36,-4.178,-7.067,-10.704,7.483,11.12,2799.5,2689.9,3.11,MILD DIP,6513,3.637,1.21,35.0,1.25,4,30,3955.4,27.0,False,False,False,False,False,資本財,Railroads,—,0,1166.7,875.0,700.0,583.3,False
8316.T,三井住友FG,Nikkei225,5154.0,5713.52,-9.793,-12.581,-19.086,13.439,19.945,4994.7,4623.0,3.19,MILD DIP,6513,6.505,3.05,157.0,3.14,9,32,6204.0,16.9,False,False,False,False,False,金融,Banks - Diversified,—,0,5233.3,3925.0,3140.0,2616.7,False
9007.T,小田急電鉄,Nikkei225,1648.0,1721.06,-4.245,-7.205,-10.936,7.721,11.453,1597.1,1532.8,3.19,MILD DIP,6513,3.732,1.21,20.0,1.25,3,35,3209.8,48.7,False,False,False,False,False,資本財,Railroads,—,0,666.7,500.0,400.0,333.3,False
6902.T,デンソー,Nikkei225,2003.0,2152.18,-6.932,-9.85,-14.968,10.622,15.74,1940.2,1830.0,3.24,MILD DIP,6513,5.118,3.15,63.0,3.25,4,37,2836.7,29.4,False,False,False,False,False,一般消費財,Auto Parts,—,0,2100.0,1575.0,1260.0,1050.0,False
8604.T,野村HD,Nikkei225,1209.5,1353.42,-10.634,-13.476,-20.275,13.717,20.516,1171.0,1079.0,3.29,MILD DIP,6513,6.798,2.07,25.0,2.13,3,35,1815.6,33.4,False,False,False,True,False,金融,Capital Markets,月足GC,1,833.3,625.0,500.0,416.7,False
AXP,American Express,Dow30,305.99,330.66,-7.461,-10.416,-15.908,11.55,17.042,296.2,278.1,3.3,MILD DIP,13532,5.492,1.3,3.98,1.34,4,30,384.0,20.3,False,False,True,False,False,金融,Credit Services,月足陽転,1,132.7,99.5,79.6,66.3,False
7267.T,ホンダ,Nikkei225,1448.5,1550.16,-6.558,-9.726,-14.754,10.387,15.415,1399.4,1321.4,3.51,MILD DIP,6513,5.028,4.69,68.0,4.86,0,45,1771.9,18.3,False,False,False,False,True,一般消費財,Auto Manufacturers,高配当,1,2266.7,1700.0,1360.0,1133.3,False
5101.T,横浜ゴム,Nikkei225,6391.0,6932.6,-7.812,-10.935,-16.749,12.32,18.133,6174.5,5771.5,3.51,MILD DIP,6513,5.814,1.41,90.0,1.46,5,25,7982.0,19.9,False,False,False,False,False,一般消費財,Auto Parts,—,0,3000.0,2250.0,1800.0,1500.0,False
2502.T,アサヒGHD,Nikkei225,1597.0,1674.36,-4.62,-7.886,-12.031,8.694,12.839,1542.3,1472.9,3.55,MILD DIP,6513,4.145,3.26,52.0,3.37,23,37,1971.4,19.0,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,1733.3,1300.0,1040.0,866.7,False
LOW,Lowe's,配当貴族,246.88,269.83,-8.505,-11.669,-17.907,13.285,19.523,238.3,221.5,3.58,MILD DIP,11566,6.238,2.39,5.9,2.48,26,20,287.4,14.1,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,196.7,147.5,118.0,98.3,False
2002.T,日清製粉G,Nikkei225,2037.5,2121.86,-3.976,-7.434,-11.327,8.139,12.032,1964.1,1881.5,3.74,MILD DIP,6513,3.893,2.55,52.0,2.65,3,35,2285.5,10.9,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1733.3,1300.0,1040.0,866.7,False
GS,Goldman Sachs,Dow30,823.76,889.16,-7.355,-10.772,-16.458,11.974,17.66,793.4,742.8,3.83,MILD DIP,6731,5.686,2.25,18.5,2.33,14,25,970.8,15.1,False,False,False,False,False,金融,Capital Markets,—,0,616.7,462.5,370.0,308.3,False
7203.T,トヨタ自動車,Nikkei225,3467.0,3665.32,-5.411,-8.96,-13.667,9.866,14.573,3336.9,3164.4,3.9,MILD DIP,6686,4.707,2.6,90.0,2.7,6,30,3944.0,12.1,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,3000.0,2250.0,1800.0,1500.0,False
BA,Boeing,Dow30,214.1,232.51,-7.919,-11.425,-17.443,12.647,18.665,205.9,192.0,3.96,MILD DIP,16131,6.018,3.84,8.22,3.99,0,40,430.3,50.2,True,False,False,True,False,資本財,Aerospace & Defense,半値／月足GC,2,274.0,205.5,164.4,137.0,False
7751.T,キヤノン,Nikkei225,4460.0,4703.76,-5.182,-8.878,-13.458,9.438,14.018,4286.1,4070.7,4.06,MILD DIP,6513,4.579,3.36,150.0,3.5,5,37,5009.1,11.0,False,False,False,False,False,テクノロジー,Computer Hardware,—,0,5000.0,3750.0,3000.0,2500.0,False
EXPD,Expeditors Intl,配当貴族,140.81,150.14,-6.211,-9.893,-15.28,11.659,17.046,135.3,127.2,4.09,MILD DIP,10420,5.388,1.61,2.27,1.68,29,25,165.0,14.7,False,False,False,False,False,資本財,Integrated Freight & Logistics,—,0,75.7,56.8,45.4,37.8,False
1333.T,マルハニチロ,Nikkei225,1444.5,1497.0,-3.507,-7.31,-11.244,8.425,12.359,1387.6,1328.7,4.1,MILD DIP,2917,3.934,3.46,50.0,3.6,4,37,1585.5,8.9,False,False,False,False,False,生活必需品,Packaged Foods,—,0,1666.7,1250.0,1000.0,833.3,False
V,Visa,Dow30,308.96,319.63,-3.339,-7.152,-11.156,8.868,12.872,296.8,284.0,4.11,MILD DIP,4499,4.005,1.01,3.11,1.05,17,25,371.2,16.8,False,False,False,False,False,金融,Credit Services,—,0,103.7,77.8,62.2,51.8,False
HD,Home Depot,Dow30,350.84,376.22,-6.747,-10.443,-16.236,12.727,18.52,336.9,315.1,4.13,MILD DIP,11183,5.793,2.62,9.2,2.73,16,25,420.9,16.6,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,306.7,230.0,184.0,153.3,False
8306.T,三菱UFJ FG,Nikkei225,2654.0,2864.86,-7.36,-11.08,-16.809,11.836,17.565,2547.4,2383.3,4.18,MILD DIP,5016,5.729,2.79,74.0,2.9,8,30,3085.0,14.0,False,False,False,False,False,金融,Banks - Diversified,—,0,2466.7,1850.0,1480.0,1233.3,False
2914.T,JT,Nikkei225,5660.0,5909.44,-4.221,-8.126,-12.455,9.19,13.519,5429.2,5173.4,4.25,MILD DIP,6513,4.329,3.43,194.0,3.57,1,37,6140.0,7.8,False,False,False,False,False,生活必需品,Tobacco,—,0,6466.7,4850.0,3880.0,3233.3,False
8801.T,三井不動産,Nikkei225,1869.5,2015.9,-7.262,-11.118,-16.921,12.097,17.901,1791.8,1674.8,4.34,MILD DIP,6513,5.804,3.74,70.0,3.91,4,37,2147.5,12.9,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,2333.3,1750.0,1400.0,1166.7,False
9008.T,京王電鉄,Nikkei225,3913.0,4058.0,-3.573,-7.584,-11.494,8.054,11.964,3750.2,3591.6,4.34,MILD DIP,6513,3.91,0.89,35.0,0.93,3,45,8126.7,51.8,True,False,False,True,False,資本財,Conglomerates,半値／月足GC,2,1166.7,875.0,700.0,583.3,False
CHRW,C.H. Robinson,配当貴族,175.78,185.09,-5.028,-8.999,-13.858,10.438,15.297,168.4,159.4,4.36,MILD DIP,7119,4.859,1.77,3.12,1.85,14,25,199.9,12.1,False,False,False,False,False,資本財,Integrated Freight & Logistics,—,0,104.0,78.0,62.4,52.0,False
