ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
9843.T,ニトリHD,Nikkei225,2684.0,3008.52,-10.787,-9.328,-14.301,10.565,15.539,2727.9,2578.3,-1.61,BUY ZONE,5783,4.973,1.13,30.4,1.11,1,50,4735.2,43.3,False,False,False,False,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1013.3,760.0,608.0,506.7,False
6301.T,小松製作所,Nikkei225,6344.0,7274.68,-12.793,-11.431,-17.488,12.797,18.854,6443.1,6002.5,-1.54,BUY ZONE,6518,6.057,2.99,190.0,2.95,5,45,7799.0,18.7,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,6333.3,4750.0,3800.0,3166.7,False
1803.T,清水建設,Nikkei225,2900.0,3286.88,-11.77,-10.569,-16.147,11.745,17.324,2939.5,2756.1,-1.34,BUY ZONE,6518,5.579,1.31,38.0,1.29,1,45,3578.0,18.9,False,False,False,False,False,資本財,Engineering & Construction,—,0,1266.7,950.0,760.0,633.3,False
3402.T,東レ,Nikkei225,1097.5,1225.36,-10.434,-9.427,-14.297,10.052,14.921,1109.8,1050.2,-1.11,BUY ZONE,6518,4.87,1.64,18.0,1.62,1,45,1340.0,18.1,False,False,False,False,False,一般消費財,Textile Manufacturing,—,0,600.0,450.0,360.0,300.0,False
TFC,Truist Financial,配当貴族,43.85,48.81,-10.159,-9.181,-14.043,10.267,15.129,44.3,42.0,-1.08,BUY ZONE,11570,4.862,5.93,2.6,5.87,0,57,55.3,20.6,False,False,False,False,False,金融,Banks - Regional,—,0,86.7,65.0,52.0,43.3,False
7269.T,スズキ,Nikkei225,1919.0,2167.34,-11.458,-10.611,-16.13,11.462,16.98,1937.4,1817.8,-0.95,BUY ZONE,6518,5.518,2.14,41.0,2.12,3,50,2451.5,21.7,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,1366.7,1025.0,820.0,683.3,False
PG,Procter & Gamble,Dow30,146.71,157.88,-7.075,-6.301,-9.708,7.327,10.735,147.9,142.6,-0.83,BUY ZONE,16136,3.407,2.77,4.07,2.75,22,50,173.8,15.6,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,135.7,101.8,81.4,67.8,False
CLX,Clorox,配当貴族,107.93,119.53,-9.704,-9.046,-13.791,9.934,14.679,108.7,103.0,-0.72,BUY ZONE,13357,4.745,5.71,6.16,5.67,38,62,199.8,46.0,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,205.3,154.0,123.2,102.7,False
6479.T,ミネベアミツミ,Nikkei225,2675.5,3094.16,-13.531,-12.922,-19.529,13.507,20.115,2694.3,2489.9,-0.7,BUY ZONE,6518,6.607,1.68,45.0,1.67,1,40,3635.5,26.4,False,False,False,False,False,テクノロジー,Electronic Components,—,0,1500.0,1125.0,900.0,750.0,False
6473.T,ジェイテクト,Nikkei225,1670.0,1932.34,-13.576,-12.985,-19.647,13.663,20.325,1681.4,1552.7,-0.68,BUY ZONE,6518,6.662,2.99,50.0,2.97,4,45,2149.0,22.3,False,False,False,False,False,一般消費財,Auto Parts,—,0,1666.7,1250.0,1000.0,833.3,False
5101.T,横浜ゴム,Nikkei225,6066.0,6847.36,-11.411,-10.957,-16.778,12.325,18.145,6097.1,5698.5,-0.51,BUY ZONE,6518,5.82,2.21,134.0,2.2,5,50,7982.0,24.0,False,False,False,False,False,一般消費財,Auto Parts,—,0,4466.7,3350.0,2680.0,2233.3,False
ABBV,AbbVie,配当貴族,208.34,227.03,-8.232,-7.918,-12.324,9.71,14.117,209.1,199.0,-0.34,BUY ZONE,3298,4.407,3.98,8.29,3.97,12,50,240.7,13.4,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,276.3,207.2,165.8,138.2,False
5707.T,東邦亜鉛,Nikkei225,1270.0,1540.56,-17.562,-17.332,-26.096,17.723,26.487,1273.5,1138.5,-0.28,BUY ZONE,6518,8.764,0.0,0.0,0.0,0,55,9053.6,86.0,True,False,False,True,False,素材,Other Industrial Metals & Mining,半値／月足GC,2,0.0,0.0,0.0,0.0,False
BDX,Becton Dickinson,配当貴族,158.08,171.75,-7.959,-7.764,-11.9,8.78,12.916,158.4,151.3,-0.21,BUY ZONE,13357,4.136,2.74,4.33,2.73,43,45,211.6,25.3,False,False,False,False,False,ヘルスケア,Medical Instruments & Supplies,—,0,144.3,108.2,86.6,72.1,False
3407.T,旭化成,Nikkei225,1553.5,1723.02,-9.839,-9.662,-14.676,10.395,15.409,1556.5,1470.1,-0.2,BUY ZONE,6518,5.014,2.45,38.0,2.44,1,50,1884.5,17.6,False,False,False,False,False,資本財,Conglomerates,—,0,1266.7,950.0,760.0,633.3,False
6326.T,クボタ,Nikkei225,2580.5,2904.84,-11.166,-10.993,-16.753,12.044,17.803,2585.5,2418.2,-0.19,BUY ZONE,6518,5.759,1.94,50.0,1.93,0,45,3242.0,20.4,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,1666.7,1250.0,1000.0,833.3,False
GEHC,GE HealthCare,NASDAQ100,70.25,78.23,-10.197,-10.054,-15.277,10.837,16.059,70.4,66.3,-0.16,BUY ZONE,791,5.223,0.2,0.14,0.2,2,40,93.6,25.0,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,4.7,3.5,2.8,2.3,False
4519.T,中外製薬,Nikkei225,8650.0,9578.84,-9.697,-9.612,-14.758,10.974,16.12,8658.1,8165.2,-0.09,BUY ZONE,6518,5.146,3.14,272.0,3.14,9,57,10455.0,17.3,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,9066.7,6800.0,5440.0,4533.3,False
NXPI,NXP Semi,NASDAQ100,192.69,219.23,-12.107,-12.04,-18.569,14.079,20.609,192.8,178.5,-0.08,BUY ZONE,3903,6.53,2.1,4.05,2.1,0,45,282.9,31.9,False,False,False,False,False,テクノロジー,Semiconductors,—,0,135.0,101.2,81.0,67.5,False
LOW,Lowe's,配当貴族,231.09,261.8,-11.73,-11.68,-17.921,13.286,19.527,231.2,214.9,-0.06,BUY ZONE,11571,6.241,2.55,5.9,2.55,26,40,287.4,19.6,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,196.7,147.5,118.0,98.3,False
6305.T,日立建機,Nikkei225,5432.0,6265.4,-13.302,-13.292,-20.302,14.749,21.76,5432.6,4993.4,-0.01,BUY ZONE,6259,7.01,3.22,175.0,3.22,1,52,7027.0,22.7,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,5833.3,4375.0,3500.0,2916.7,False
ITW,Illinois Tool Works,配当貴族,260.74,284.48,-8.346,-8.341,-12.821,9.579,14.059,260.8,248.0,-0.01,BUY ZONE,13343,4.48,2.96,7.72,2.96,30,45,299.6,13.0,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,257.3,193.0,154.4,128.7,False
5201.T,AGC,Nikkei225,5543.0,6211.24,-10.759,-10.815,-16.353,11.336,16.873,5539.5,5195.5,0.06,MILD DIP,6518,5.538,3.79,210.0,3.79,0,47,6930.0,20.0,False,False,False,False,False,資本財,Conglomerates,—,0,7000.0,5250.0,4200.0,3500.0,False
SJM,J.M. Smucker,配当貴族,101.4,109.35,-7.266,-7.402,-11.295,8.17,12.063,101.3,97.0,0.15,MILD DIP,7873,3.893,5.38,5.46,5.39,16,52,144.7,29.9,False,False,False,False,False,生活必需品,Packaged Foods,—,0,182.0,136.5,109.2,91.0,False
9202.T,ANA HD,Nikkei225,2891.5,3165.22,-8.648,-8.828,-13.289,9.017,13.479,2885.8,2744.6,0.2,MILD DIP,6518,4.461,2.08,60.0,2.08,1,45,4432.1,34.8,False,False,False,False,False,資本財,Airlines,—,0,2000.0,1500.0,1200.0,1000.0,False
3116.T,トヨタ紡織,Nikkei225,2621.0,2979.24,-12.025,-12.262,-18.637,13.239,19.615,2613.9,2424.0,0.27,MILD DIP,6256,6.375,0.0,0.0,0.0,0,30,3277.0,20.0,False,False,False,False,False,一般消費財,Auto Parts,—,0,0.0,0.0,0.0,0.0,False
CL,Colgate-Palmolive,配当貴族,87.52,94.04,-6.933,-7.285,-11.191,8.336,12.242,87.2,83.5,0.38,MILD DIP,13308,3.905,2.95,2.58,2.96,52,40,105.0,16.7,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
6902.T,デンソー,Nikkei225,1915.5,2116.36,-9.491,-9.867,-14.989,10.624,15.747,1907.5,1799.1,0.42,MILD DIP,6518,5.123,3.34,64.0,3.36,4,52,2836.7,32.5,False,False,False,False,False,一般消費財,Auto Parts,—,0,2133.3,1600.0,1280.0,1066.7,False
8267.T,イオン,Nikkei225,1934.0,2142.79,-9.744,-10.187,-15.523,11.156,16.491,1924.5,1810.2,0.49,MILD DIP,6518,5.336,0.69,13.33,0.69,2,40,2868.7,32.6,False,False,False,False,False,一般消費財,Department Stores,—,0,444.3,333.2,266.6,222.2,False
4183.T,三井化学,Nikkei225,1931.0,2178.68,-11.368,-11.824,-17.83,12.2,18.206,1921.1,1790.2,0.52,MILD DIP,6518,6.006,3.88,75.0,3.9,5,42,2399.5,19.5,False,False,False,False,False,素材,Specialty Chemicals,—,0,2500.0,1875.0,1500.0,1250.0,False
NKE,Nike,Dow30,53.47,59.74,-10.495,-11.024,-16.907,12.509,18.392,53.2,49.6,0.59,MILD DIP,11391,5.883,2.94,1.57,2.95,24,45,165.2,67.6,True,False,False,False,False,一般消費財,Footwear & Accessories,半値,1,52.3,39.2,31.4,26.2,False
KMB,Kimberly-Clark,配当貴族,98.72,104.85,-5.843,-6.604,-10.184,7.717,11.297,97.9,94.2,0.81,MILD DIP,11571,3.58,6.4,6.32,6.45,20,65,141.1,30.0,False,False,False,False,True,生活必需品,Household & Personal Products,高配当,1,210.7,158.0,126.4,105.3,False
4452.T,花王,Nikkei225,6017.0,6433.4,-6.472,-7.245,-10.999,7.769,11.522,5967.3,5725.8,0.83,MILD DIP,6518,3.754,2.56,154.0,2.58,12,45,8014.7,24.9,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,5133.3,3850.0,3080.0,2566.7,False
5713.T,住友金属鉱山,Nikkei225,9137.0,10427.84,-12.379,-13.281,-20.3,14.793,21.811,9042.9,8311.0,1.04,MILD DIP,6518,7.019,1.14,104.0,1.15,1,40,13050.0,30.0,False,False,False,True,False,素材,Other Industrial Metals & Mining,月足GC,1,3466.7,2600.0,2080.0,1733.3,False
DLTR,Dollar Tree,NASDAQ100,107.49,121.54,-11.56,-12.562,-19.241,14.156,20.835,106.3,98.2,1.15,MILD DIP,7786,6.679,0.0,0.0,0.0,0,40,174.1,38.3,False,False,False,True,False,生活必需品,Discount Stores,月足GC,1,0.0,0.0,0.0,0.0,False
4612.T,日本ペイントHD,Nikkei225,988.5,1099.54,-10.099,-11.148,-17.055,12.48,18.388,977.0,912.0,1.18,MILD DIP,6259,5.907,1.32,13.0,1.33,5,45,2587.7,61.8,True,False,False,False,False,素材,Specialty Chemicals,半値,1,433.3,325.0,260.0,216.7,False
8233.T,高島屋,Nikkei225,1798.0,1999.35,-10.071,-11.19,-16.936,11.794,17.54,1775.6,1660.7,1.26,MILD DIP,6518,5.746,1.36,24.5,1.38,3,35,2372.2,24.2,False,False,False,False,False,一般消費財,Department Stores,—,0,816.7,612.5,490.0,408.3,False
HD,Home Depot,Dow30,330.93,364.94,-9.318,-10.451,-16.246,12.727,18.522,326.8,305.6,1.27,MILD DIP,11188,5.795,2.09,6.91,2.11,16,35,418.1,20.8,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,230.3,172.8,138.2,115.2,False
6472.T,NTN,Nikkei225,334.3,382.72,-12.652,-13.941,-21.038,14.445,21.541,329.4,302.2,1.5,MILD DIP,6518,7.096,3.29,11.0,3.34,3,52,769.0,56.5,True,False,False,False,False,資本財,Tools & Accessories,半値,1,366.7,275.0,220.0,183.3,False
PEP,PepsiCo,NASDAQ100,153.54,162.57,-5.552,-6.992,-10.774,8.136,11.918,151.2,145.0,1.55,MILD DIP,13537,3.782,3.67,5.63,3.72,27,45,177.2,13.4,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,187.7,140.8,112.6,93.8,False
KDP,Keurig Dr Pepper,NASDAQ100,27.07,28.92,-6.407,-7.894,-12.18,9.249,13.535,26.6,25.4,1.61,MILD DIP,4470,4.286,3.4,0.92,3.45,5,40,36.5,25.8,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,30.7,23.0,18.4,15.3,False
7203.T,トヨタ自動車,Nikkei225,3325.0,3591.8,-7.428,-8.971,-13.681,9.867,14.576,3269.6,3100.4,1.7,MILD DIP,6691,4.71,2.71,90.0,2.75,6,40,3944.0,15.7,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,3000.0,2250.0,1800.0,1500.0,False
CHTR,Charter Comm,NASDAQ100,209.0,228.38,-8.487,-10.04,-15.387,11.349,16.696,205.5,193.2,1.73,MILD DIP,4051,5.347,0.0,0.0,0.0,0,45,821.0,74.5,True,False,False,False,False,通信,Telecom Services,半値,1,0.0,0.0,0.0,0.0,False
CPRT,Copart,NASDAQ100,33.0,36.55,-9.713,-11.429,-17.597,13.241,19.409,32.4,30.1,1.94,MILD DIP,8030,6.168,0.0,0.0,0.0,0,35,63.8,48.3,False,False,False,False,False,資本財,Specialty Business Services,—,0,0.0,0.0,0.0,0.0,False
7261.T,マツダ,Nikkei225,1089.0,1255.82,-13.284,-14.964,-22.501,15.184,22.721,1067.9,973.2,1.98,MILD DIP,6518,7.537,5.05,55.0,5.15,0,65,2953.1,63.1,True,False,False,True,True,一般消費財,Auto Manufacturers,高配当／半値／月足GC,3,1833.3,1375.0,1100.0,916.7,False
8331.T,千葉銀行,Nikkei225,2003.5,2183.44,-8.241,-10.086,-15.33,10.893,16.138,1963.2,1848.7,2.05,MILD DIP,6518,5.245,2.0,40.0,2.04,11,40,2414.0,17.0,False,False,False,False,False,金融,Banks - Regional,—,0,1333.3,1000.0,800.0,666.7,False
POOL,Pool Corp,配当貴族,205.77,223.88,-8.087,-9.969,-15.442,11.927,17.401,201.6,189.3,2.09,MILD DIP,7632,5.474,3.01,6.2,3.08,15,50,545.5,62.3,True,False,False,False,False,資本財,Industrial Distribution,半値,1,206.7,155.0,124.0,103.3,False
HRL,Hormel Foods,配当貴族,22.71,24.07,-5.642,-7.581,-11.67,8.773,12.862,22.2,21.3,2.1,MILD DIP,11571,4.089,6.4,1.45,6.53,24,65,48.2,52.9,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,48.4,36.3,29.1,24.2,False
7211.T,三菱自動車,Nikkei225,347.3,400.13,-13.204,-14.995,-22.363,14.48,21.848,340.1,310.6,2.11,MILD DIP,6518,7.369,4.32,15.0,4.41,0,60,3981.9,91.3,True,False,False,False,True,一般消費財,Auto Manufacturers,高配当／半値,2,500.0,375.0,300.0,250.0,False
6178.T,日本郵政,Nikkei225,1808.5,1921.84,-5.897,-7.852,-11.892,8.306,12.346,1770.9,1693.3,2.12,MILD DIP,2531,4.04,2.76,50.0,2.82,0,40,2091.5,13.5,False,False,False,False,False,金融,Banks - Regional,—,0,1666.7,1250.0,1000.0,833.3,False
BEN,Franklin Resources,配当貴族,23.67,26.29,-9.958,-11.843,-18.195,13.562,19.913,23.2,21.5,2.14,MILD DIP,10680,6.351,6.8,1.61,6.95,0,60,35.4,33.1,False,False,False,True,True,金融,Asset Management,高配当／月足GC,2,53.7,40.2,32.2,26.8,False
V,Visa,Dow30,299.02,315.21,-5.137,-7.157,-11.163,8.864,12.869,292.7,280.0,2.18,MILD DIP,4504,4.005,0.79,2.37,0.81,17,35,371.2,19.4,False,False,False,False,False,金融,Credit Services,—,0,79.0,59.2,47.4,39.5,False
AZN,AstraZeneca,NASDAQ100,188.42,200.04,-5.81,-7.843,-12.085,9.127,13.37,184.4,175.9,2.21,MILD DIP,8245,4.242,2.8,5.28,2.87,2,35,208.6,9.7,False,False,False,False,False,ヘルスケア,Drug Manufacturers - General,—,0,176.1,132.1,105.7,88.0,False
7911.T,凸版印刷(注:代替),Nikkei225,4659.0,5023.52,-7.256,-9.316,-14.117,9.89,14.692,4555.6,4314.4,2.27,MILD DIP,6518,4.801,1.2,56.0,1.23,1,35,5823.0,20.0,False,False,False,False,False,資本財,Conglomerates,—,0,1866.7,1400.0,1120.0,933.3,False
3861.T,王子HD,Nikkei225,875.3,945.87,-7.461,-9.515,-14.386,9.97,14.841,855.9,809.8,2.27,MILD DIP,6518,4.871,2.74,24.0,2.8,4,40,987.9,11.4,False,False,False,False,False,素材,Paper & Paper Products,—,0,800.0,600.0,480.0,400.0,False
7270.T,SUBARU,Nikkei225,2559.0,2836.76,-9.791,-11.796,-17.914,12.676,18.794,2502.1,2328.6,2.27,MILD DIP,6518,6.118,4.49,115.0,4.6,4,50,3637.4,29.6,False,False,False,False,True,一般消費財,Auto Manufacturers,高配当,1,3833.3,2875.0,2300.0,1916.7,False
CMCSA,Comcast,NASDAQ100,28.57,31.08,-8.076,-10.147,-15.581,11.588,17.022,27.9,26.2,2.3,MILD DIP,11571,5.434,4.62,1.32,4.73,6,52,50.4,43.3,False,False,False,False,False,通信,Telecom Services,—,0,44.0,33.0,26.4,22.0,False
8801.T,三井不動産,Nikkei225,1814.0,1994.8,-9.064,-11.131,-16.938,12.097,17.903,1772.8,1656.9,2.33,MILD DIP,6518,5.807,1.71,31.0,1.75,4,35,2147.5,15.5,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,1033.3,775.0,620.0,516.7,False
1812.T,鹿島建設,Nikkei225,6099.0,6662.56,-8.459,-10.57,-16.167,11.817,17.414,5958.3,5585.4,2.36,MILD DIP,6518,5.597,1.71,104.0,1.75,5,35,7696.0,20.8,False,False,False,False,False,資本財,Engineering & Construction,—,0,3466.7,2600.0,2080.0,1733.3,False
5108.T,ブリヂストン,Nikkei225,3271.0,3542.72,-7.67,-9.807,-14.892,10.534,15.619,3195.3,3015.1,2.37,MILD DIP,6518,5.085,3.52,115.0,3.6,5,47,3817.0,14.3,False,False,False,False,False,一般消費財,Auto Parts,—,0,3833.3,2875.0,2300.0,1916.7,False
STE,Steris,配当貴族,216.22,237.61,-9.001,-11.114,-17.065,12.689,18.639,211.2,197.1,2.38,MILD DIP,8485,5.951,1.11,2.4,1.14,0,35,268.0,19.3,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,80.0,60.0,48.0,40.0,False
MDLZ,Mondelez,NASDAQ100,56.47,58.87,-4.083,-6.362,-9.717,7.056,10.411,55.1,53.2,2.43,MILD DIP,6203,3.355,3.44,1.94,3.52,11,45,72.7,22.3,False,False,False,False,False,生活必需品,Confectioners,—,0,64.7,48.5,38.8,32.3,False
3405.T,クラレ,Nikkei225,1631.5,1750.92,-6.82,-9.032,-13.674,9.536,14.178,1592.8,1511.5,2.43,MILD DIP,6518,4.642,3.31,54.0,3.39,0,47,2280.5,28.5,False,False,False,False,False,素材,Chemicals,—,0,1800.0,1350.0,1080.0,900.0,False
6971.T,京セラ,Nikkei225,2421.0,2621.46,-7.647,-9.925,-14.965,10.234,15.273,2361.3,2229.2,2.53,MILD DIP,6518,5.04,2.07,50.0,2.12,0,40,2779.5,12.9,False,False,False,False,False,資本財,Conglomerates,—,0,1666.7,1250.0,1000.0,833.3,False
CTAS,Cintas,NASDAQ100,185.44,197.47,-6.092,-8.419,-13.045,10.089,14.715,180.8,171.7,2.54,MILD DIP,10704,4.627,0.84,1.56,0.86,4,35,226.1,18.0,False,False,False,False,False,資本財,Specialty Business Services,—,0,52.0,39.0,31.2,26.0,False
MDT,Medtronic,配当貴族,87.21,94.42,-7.633,-9.952,-15.242,11.21,16.501,85.0,80.0,2.57,MILD DIP,13308,5.29,4.05,3.53,4.15,7,40,117.6,25.8,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,117.7,88.2,70.6,58.8,False
CHD,Church & Dwight,配当貴族,95.74,101.36,-5.541,-7.929,-12.272,9.442,13.784,93.3,88.9,2.59,MILD DIP,11571,4.343,1.55,1.49,1.59,29,35,111.7,14.3,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,49.6,37.2,29.8,24.8,False
9022.T,東海旅客鉄道,Nikkei225,4233.0,4487.44,-5.67,-8.12,-12.332,8.728,12.94,4123.1,3934.0,2.67,MILD DIP,6256,4.212,0.73,31.0,0.75,3,35,4967.9,14.8,False,False,False,False,False,資本財,Railroads,—,0,1033.3,775.0,620.0,516.7,False
2503.T,キリンHD,Nikkei225,2475.0,2613.44,-5.297,-7.786,-11.816,8.333,12.363,2410.0,2304.6,2.7,MILD DIP,6518,4.03,2.99,74.0,3.07,1,40,2742.0,9.7,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,2466.7,1850.0,1480.0,1233.3,False
8053.T,住友商事,Nikkei225,5700.0,6155.12,-7.394,-9.865,-15.052,10.881,16.067,5547.9,5228.7,2.74,MILD DIP,6518,5.186,2.28,130.0,2.34,2,40,6739.0,15.4,False,False,False,False,False,資本財,Conglomerates,—,0,4333.3,3250.0,2600.0,2166.7,False
GWW,W.W. Grainger,配当貴族,1045.82,1118.13,-6.467,-8.962,-13.749,10.184,14.971,1017.9,964.4,2.74,MILD DIP,13357,4.787,1.06,11.09,1.09,40,35,1207.8,13.4,False,False,False,False,False,資本財,Industrial Distribution,—,0,369.7,277.2,221.8,184.8,False
