ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7095.0,6688.76,6.074,-1641.257,-2456.638,1620.267,2435.648,-103090.9,-157629.8,-106.88,NEUTRAL,6533,815.381,3.01,213.5,0.0,4,59,7746.6,8.4,False,False,False,False,False,2.53,False,21.8,4.7,微増,69.5,False,74.5,14.4,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務,1,7116.7,5337.5,4270.0,3558.3,False
VRSK,Verisk Analytics,NASDAQ100,169.41,194.36,-12.837,-6.581,-10.172,7.784,11.375,181.6,174.6,-6.7,STRONG BUY,4127,3.591,1.15,1.95,1.07,6,55,318.8,46.9,False,False,False,False,False,75.87,False,0.0,0.0,—,18.3,True,3.0,19.7,437.9,5.9,False,資本財,Consulting Services,RSI30以下,1,65.0,48.8,39.0,32.5,False
NKE,Nike,Dow30,44.0,51.6,-14.728,-11.077,-16.978,12.527,18.429,45.9,42.8,-4.11,BUY ZONE,11406,5.901,3.73,1.64,3.57,24,65,165.2,73.4,True,False,False,False,False,4.62,False,0.1,-34.8,減益,23.0,True,4.3,22.8,16.0,55.8,True,一般消費財,Footwear & Accessories,RSI30以下／優良財務／半値,3,54.7,41.0,32.8,27.3,False
INTU,Intuit,NASDAQ100,361.69,435.27,-16.904,-13.457,-20.63,15.236,22.409,376.7,345.5,-3.98,BUY ZONE,8302,7.173,1.28,4.64,1.23,14,65,802.0,54.9,True,False,False,False,False,5.27,False,17.4,48.5,増収増益,16.8,True,2.7,13.7,23.5,73.4,True,テクノロジー,Software - Application,RSI30以下／優良財務／半値,3,154.7,116.0,92.8,77.3,False
WDAY,Workday,NASDAQ100,113.06,132.78,-14.849,-12.256,-18.602,13.128,19.474,116.5,108.1,-2.95,BUY ZONE,3366,6.346,0.0,0.0,0.0,0,60,307.2,63.2,True,False,False,False,False,3.75,False,14.5,62.9,増収増益,28.6,True,1.6,9.1,8.2,67.1,False,テクノロジー,Software - Application,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
TEAM,Atlassian,NASDAQ100,58.96,71.75,-17.821,-16.633,-25.248,17.829,26.444,59.8,53.6,-1.42,BUY ZONE,2573,8.615,0.0,0.0,0.0,0,55,458.1,87.1,True,False,False,False,False,9.84,False,23.3,0.0,—,22.9,True,0.9,10.7,-13.5,56.7,False,テクノロジー,Software - Application,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
SJM,J.M. Smucker,配当貴族,92.47,100.31,-7.813,-7.453,-11.363,8.187,12.097,92.8,88.9,-0.39,BUY ZONE,7888,3.91,4.66,4.31,4.64,16,62,144.7,36.1,False,False,False,False,False,1.88,False,7.0,0.0,—,13.0,True,3.0,9.2,-20.7,41.1,False,生活必需品,Packaged Foods,RSI30以下,1,143.7,107.7,86.2,71.8,False
HRL,Hormel Foods,配当貴族,21.13,22.68,-6.824,-7.594,-11.685,8.771,12.863,21.0,20.0,0.83,MILD DIP,11586,4.091,5.54,1.17,5.58,57,52,48.2,56.2,True,False,False,False,False,1.46,False,-2.9,-5.1,減益,34.5,False,4.5,13.4,6.1,95.9,False,生活必需品,Packaged Foods,半値,1,39.0,29.2,23.4,19.5,False
8267.T,イオン,Nikkei225,1763.0,1940.38,-9.142,-10.211,-15.551,11.15,16.49,1742.3,1638.6,1.19,MILD DIP,6533,5.34,0.78,13.7,0.79,2,40,2868.7,38.5,False,False,False,False,False,4.22,False,11.3,75.2,増収増益,36.7,False,29.6,28.1,5.8,32.9,False,一般消費財,Department Stores,—,0,456.7,342.5,274.0,228.3,False
MKC,McCormick,配当貴族,51.44,55.13,-6.696,-8.087,-12.379,9.077,13.368,50.7,48.3,1.51,MILD DIP,13372,4.291,4.43,2.28,4.5,27,50,95.9,46.4,False,False,False,False,False,1.98,False,16.7,528.3,増収増益,41.5,False,12.8,15.4,25.3,60.5,True,生活必需品,Packaged Foods,優良財務,1,76.0,57.0,45.6,38.0,False
ZS,Zscaler,NASDAQ100,122.23,147.07,-16.89,-18.178,-27.858,20.543,30.223,120.3,106.1,1.57,MILD DIP,2003,9.68,0.0,0.0,0.0,0,45,368.8,66.9,True,False,False,False,False,8.94,False,25.9,0.0,—,23.7,True,0.7,26.6,-3.6,54.1,False,テクノロジー,Software - Infrastructure,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
ADP,ADP,NASDAQ100,196.02,207.81,-5.673,-7.326,-11.328,8.681,12.683,192.6,184.3,1.78,MILD DIP,11586,4.002,3.33,6.52,3.39,48,55,318.8,38.5,False,False,False,False,False,12.36,False,6.2,11.5,増収増益,29.7,True,1.1,16.4,73.8,58.8,True,テクノロジー,Software - Application,RSI30以下／優良財務,2,217.3,163.0,130.4,108.7,False
9843.T,ニトリHD,Nikkei225,2420.0,2620.22,-7.642,-9.402,-14.398,10.585,15.581,2373.9,2243.0,1.94,MILD DIP,5798,4.997,1.46,35.4,1.49,21,35,4707.6,48.6,False,False,False,False,False,1.4,False,0.0,0.0,—,35.2,False,6.5,2.7,8.4,83.7,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1180.0,885.0,708.0,590.0,False
VZ,Verizon,SP500高配当,47.78,50.1,-4.629,-6.779,-10.404,7.722,11.347,46.7,44.9,2.31,MILD DIP,10654,3.625,5.86,2.8,6.0,21,42,51.4,7.0,False,False,False,False,False,1.93,False,2.0,-53.3,減益,34.0,False,70.7,9.1,17.1,36.4,False,通信,Telecom Services,—,0,93.3,70.0,56.0,46.7,False
T,AT&T,配当貴族,26.84,28.14,-4.631,-7.114,-10.955,8.249,12.089,26.1,25.1,2.67,MILD DIP,10654,3.841,5.18,1.39,5.32,0,42,29.1,7.8,False,False,False,False,False,1.71,False,3.6,-5.6,減益,39.3,False,56.9,10.5,18.8,44.6,False,通信,Telecom Services,—,0,46.3,34.8,27.8,23.2,False
CSGP,CoStar Group,NASDAQ100,37.32,42.62,-12.437,-15.006,-22.903,16.579,24.475,36.2,32.9,3.02,MILD DIP,6962,7.896,0.0,0.0,0.0,0,35,99.7,62.6,True,False,False,False,False,1.87,False,26.9,-25.9,減益,25.0,True,0.7,21.0,0.1,88.0,False,不動産,Real Estate Services,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
CRM,Salesforce,Dow30,170.85,189.43,-9.81,-12.626,-19.425,14.569,21.367,165.5,152.6,3.22,MILD DIP,5460,6.799,1.03,1.76,1.06,1,45,364.2,53.1,True,False,False,False,False,2.68,False,12.1,17.9,増収増益,25.5,True,2.9,11.5,12.4,77.0,True,テクノロジー,Software - Application,RSI30以下／優良財務／半値,3,58.7,44.0,35.2,29.3,False
SYY,Sysco,配当貴族,74.99,79.55,-5.736,-8.803,-13.55,10.186,14.933,72.5,68.8,3.36,MILD DIP,13319,4.747,3.56,2.67,3.68,53,25,90.5,17.1,False,False,False,False,False,15.73,False,3.0,-1.2,減益,36.6,False,29.3,15.0,82.3,13.5,False,生活必需品,Food Distribution,—,0,89.0,66.8,53.4,44.5,False
CVX,Chevron,Dow30,190.36,198.86,-4.274,-7.722,-11.843,8.763,12.884,183.5,175.3,3.74,MILD DIP,16151,4.121,3.74,7.12,3.88,36,25,211.1,9.8,False,False,False,False,False,2.02,False,-8.2,-23.8,減収減益,36.9,False,70.5,18.1,7.2,80.4,False,エネルギー,Oil & Gas Integrated,—,0,237.3,178.0,142.4,118.7,False
4661.T,OLC,Nikkei225,2607.5,2722.85,-4.236,-7.694,-11.765,8.59,12.661,2513.4,2402.5,3.75,MILD DIP,6274,4.071,0.56,14.7,0.58,0,32,5630.2,53.7,True,False,False,False,False,3.97,False,2.9,2.7,微増,43.6,False,2.1,29.8,0.0,76.1,False,一般消費財,Leisure,半値,1,490.0,367.5,294.0,245.0,False
9434.T,ソフトバンク,Nikkei225,211.2,212.81,-0.757,-4.471,-6.99,5.604,8.123,203.3,197.9,3.89,MILD DIP,1757,2.519,4.21,8.9,4.38,0,40,237.4,11.0,False,False,False,False,True,3.53,False,0.0,0.0,—,48.4,False,14.8,18.2,17.6,40.4,False,通信,Telecom Services,高配当,1,296.7,222.5,178.0,148.3,False
XOM,ExxonMobil,配当貴族,155.04,159.22,-2.627,-6.36,-9.832,7.528,11.0,149.1,143.6,3.99,MILD DIP,16151,3.472,3.24,5.03,3.37,42,30,171.5,9.6,False,False,False,False,False,2.5,False,-1.3,-11.0,減益,46.1,False,72.5,16.2,11.1,84.1,True,エネルギー,Oil & Gas Integrated,優良財務,1,167.7,125.8,100.6,83.8,False
CTAS,Cintas,NASDAQ100,174.15,182.76,-4.709,-8.454,-13.092,10.098,14.736,167.3,158.8,4.09,MILD DIP,10719,4.638,0.99,1.72,1.03,39,30,226.1,23.0,False,False,False,False,False,14.55,False,8.9,9.7,増収増益,39.7,False,13.4,32.1,41.3,62.1,True,資本財,Specialty Business Services,優良財務,1,57.3,43.0,34.4,28.7,False
ABT,Abbott Labs,配当貴族,102.72,106.18,-3.26,-7.078,-10.961,8.454,12.338,98.7,94.5,4.11,MILD DIP,11586,3.883,2.91,2.99,3.03,12,25,137.6,25.4,False,False,False,False,False,3.42,False,4.4,-80.9,減益,31.4,False,4.8,16.8,13.0,78.9,True,ヘルスケア,Medical Devices,優良財務,1,99.7,74.7,59.8,49.8,False
7974.T,任天堂,Nikkei225,8300.0,9083.63,-8.627,-12.51,-19.01,13.49,19.99,7947.2,7356.8,4.44,MILD DIP,6271,6.5,2.4,199.5,2.51,0,40,14387.3,42.3,False,False,False,False,False,3.25,False,86.3,24.4,増収増益,26.9,True,0.2,24.4,14.1,0.0,False,通信,Electronic Gaming & Multimedia,RSI30以下,1,6650.0,4987.5,3990.0,3325.0,False
PAYX,Paychex,NASDAQ100,87.86,92.93,-5.452,-9.491,-14.656,11.167,16.332,84.1,79.3,4.46,MILD DIP,10714,5.165,4.99,4.38,5.21,12,42,155.4,43.5,False,False,False,False,False,7.84,False,19.9,9.1,増収増益,39.4,False,1.4,14.9,0.0,44.5,False,テクノロジー,Software - Application,—,0,146.0,109.5,87.6,73.0,False
CAG,Conagra Brands,SP500高配当,15.55,16.18,-3.898,-8.366,-12.822,9.458,13.914,14.8,14.1,4.88,MILD DIP,11586,4.456,9.0,1.4,9.44,0,55,34.4,54.8,True,False,False,False,True,0.91,True,-1.9,39.0,—,53.1,False,4.5,9.1,-0.5,52.7,False,生活必需品,Packaged Foods,高配当／PBR1倍割れ／半値,3,46.7,35.0,28.0,23.3,False
IBM,IBM,Dow30,237.18,246.44,-3.757,-8.354,-12.746,9.214,13.606,225.9,215.0,5.02,MILD DIP,16151,4.392,2.86,6.79,3.01,30,15,313.2,24.3,False,False,False,False,False,6.81,False,12.2,89.9,増収増益,37.4,False,15.8,17.7,35.2,33.6,False,テクノロジー,Information Technology Services,—,0,226.3,169.8,135.8,113.2,False
4716.T,日本オラクル(注:代替),Nikkei225,8412.0,9003.84,-6.573,-11.209,-16.845,11.333,16.968,7994.6,7487.2,5.22,MILD DIP,6271,5.635,0.0,0.0,0.0,0,25,17805.0,52.8,True,False,False,False,False,5.73,False,6.5,9.7,増収増益,34.3,False,1.4,16.2,37.4,0.0,False,テクノロジー,Software - Infrastructure,半値,1,0.0,0.0,0.0,0.0,False
9020.T,東日本旅客鉄道,Nikkei225,3559.0,3642.1,-2.282,-7.303,-11.074,7.779,11.549,3376.1,3238.8,5.42,MILD DIP,6533,3.77,1.97,70.1,2.08,3,10,4160.0,14.4,False,False,False,False,False,1.33,False,6.3,-5.8,減益,54.7,False,47.9,17.3,7.7,38.7,False,資本財,Railroads,—,0,2336.7,1752.5,1402.0,1168.3,False
1605.T,INPEX,Nikkei225,4147.0,4460.16,-7.021,-11.864,-18.074,12.976,19.186,3931.0,3654.0,5.49,MILD DIP,6533,6.21,2.8,116.1,2.95,5,15,4900.0,15.4,False,False,False,False,False,1.02,False,-5.3,-25.2,減収減益,39.8,False,75.1,15.5,8.5,80.1,False,エネルギー,Oil & Gas E&P,—,0,3870.0,2902.5,2322.0,1935.0,False
9531.T,東京ガス,Nikkei225,7286.0,7438.49,-2.05,-7.25,-11.107,8.177,12.034,6899.2,6612.3,5.61,MILD DIP,6533,3.857,1.4,101.7,1.47,2,15,7810.3,6.7,False,False,False,False,False,1.54,False,0.0,0.0,—,56.4,False,80.3,26.9,12.1,58.3,True,公益,Utilities - Regulated Gas,優良財務,1,3390.0,2542.5,2034.0,1695.0,False
3382.T,セブン&アイ,Nikkei225,2027.0,2101.02,-3.523,-8.869,-13.468,9.527,14.126,1914.7,1818.1,5.87,MILD DIP,6533,4.599,2.5,50.6,2.64,1,15,2548.6,20.5,False,False,False,False,False,1.38,False,-13.7,-4.6,減益,49.5,False,25.9,17.6,7.6,49.0,False,生活必需品,Grocery Stores,—,0,1686.7,1265.0,1012.0,843.3,False
4578.T,大塚HD,Nikkei225,10650.0,10908.2,-2.367,-7.792,-12.03,9.16,13.398,10058.2,9595.9,5.88,MILD DIP,3744,4.238,1.33,141.5,1.41,3,15,11500.0,7.4,False,False,False,False,False,1.85,False,8.4,-55.9,減益,53.3,False,81.3,20.5,12.5,93.1,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4716.7,3537.5,2830.0,2358.3,False
