ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
ECL,Ecolab,配当貴族,273.11,294.84,-7.371,-8.315,-12.737,9.369,13.79,270.3,257.3,1.03,MILD DIP,13355,4.421,1.22,3.33,1.23,23,35,308.4,11.4,False,False,False,False,False,素材,Specialty Chemicals,—,0,111.0,83.2,66.6,55.5,False
6902.T,デンソー,Nikkei225,1945.0,2132.56,-8.795,-9.861,-14.982,10.624,15.745,1922.3,1813.1,1.18,MILD DIP,6516,5.121,3.29,64.0,3.33,4,52,2836.7,31.4,False,False,False,False,False,一般消費財,Auto Parts,—,0,2133.3,1600.0,1280.0,1066.7,False
8331.T,千葉銀行,Nikkei225,2014.0,2212.68,-8.979,-10.081,-15.325,10.894,16.138,1989.6,1873.6,1.23,MILD DIP,6516,5.244,1.99,40.0,2.01,11,35,2414.0,16.6,False,False,False,False,False,金融,Banks - Regional,—,0,1333.3,1000.0,800.0,666.7,False
6301.T,小松製作所,Nikkei225,6597.0,7353.0,-10.282,-11.421,-17.476,12.795,18.85,6513.2,6068.0,1.29,MILD DIP,6516,6.054,2.88,190.0,2.92,5,35,7799.0,15.4,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,6333.3,4750.0,3800.0,3166.7,False
9202.T,ANA HD,Nikkei225,2954.0,3195.6,-7.56,-8.824,-13.284,9.017,13.478,2913.6,2771.1,1.39,MILD DIP,6516,4.46,2.03,60.0,2.06,1,45,4432.1,33.3,False,False,False,False,False,資本財,Airlines,—,0,2000.0,1500.0,1200.0,1000.0,False
1803.T,清水建設,Nikkei225,3016.0,3325.64,-9.311,-10.562,-16.139,11.744,17.321,2974.4,2788.9,1.4,MILD DIP,6516,5.577,1.26,38.0,1.28,1,35,3578.0,15.7,False,False,False,False,False,資本財,Engineering & Construction,—,0,1266.7,950.0,760.0,633.3,False
HRL,Hormel Foods,配当貴族,22.69,24.19,-6.206,-7.579,-11.668,8.774,12.862,22.4,21.4,1.49,MILD DIP,11569,4.088,6.4,1.45,6.5,24,65,48.2,52.9,True,False,False,False,True,生活必需品,Packaged Foods,高配当／半値,2,48.4,36.3,29.1,24.2,False
7270.T,SUBARU,Nikkei225,2577.5,2878.22,-10.448,-11.79,-17.906,12.676,18.793,2538.9,2362.8,1.52,MILD DIP,6516,6.116,4.46,115.0,4.53,4,50,3637.4,29.1,False,False,False,False,True,一般消費財,Auto Manufacturers,高配当,1,3833.3,2875.0,2300.0,1916.7,False
POOL,Pool Corp,配当貴族,208.78,228.29,-8.544,-9.964,-15.437,11.927,17.4,205.5,193.0,1.58,MILD DIP,7630,5.473,2.97,6.2,3.02,15,45,545.5,61.7,True,False,False,False,False,資本財,Industrial Distribution,半値,1,206.7,155.0,124.0,103.3,False
6326.T,クボタ,Nikkei225,2632.0,2910.68,-9.574,-10.987,-16.745,12.043,17.801,2590.9,2423.3,1.59,MILD DIP,6516,5.758,1.9,50.0,1.93,0,35,3242.0,18.8,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,1666.7,1250.0,1000.0,833.3,False
8267.T,イオン,Nikkei225,1973.5,2162.91,-8.757,-10.181,-15.515,11.155,16.489,1942.7,1827.3,1.59,MILD DIP,6516,5.334,0.68,13.33,0.69,2,40,2868.7,31.2,False,False,False,False,False,一般消費財,Department Stores,—,0,444.3,333.2,266.6,222.2,False
GEHC,GE HealthCare,NASDAQ100,72.17,78.86,-8.478,-9.999,-15.206,10.829,16.037,71.0,66.9,1.69,MILD DIP,789,5.207,0.19,0.14,0.2,2,30,93.6,22.9,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,4.7,3.5,2.8,2.3,False
GS,Goldman Sachs,Dow30,794.77,875.01,-9.171,-10.783,-16.473,11.976,17.666,780.7,730.9,1.81,MILD DIP,6734,5.69,1.76,14.01,1.79,14,35,970.8,18.1,False,False,False,False,False,金融,Capital Markets,—,0,467.0,350.2,280.2,233.5,False
5108.T,ブリヂストン,Nikkei225,3287.0,3578.52,-8.146,-9.803,-14.888,10.534,15.619,3227.7,3045.8,1.84,MILD DIP,6516,5.084,3.5,115.0,3.56,5,47,3817.0,13.9,False,False,False,False,False,一般消費財,Auto Parts,—,0,3833.3,2875.0,2300.0,1916.7,False
3407.T,旭化成,Nikkei225,1596.5,1734.84,-7.974,-9.657,-14.67,10.395,15.408,1567.3,1480.3,1.86,MILD DIP,6516,5.013,2.38,38.0,2.42,1,40,1884.5,15.3,False,False,False,False,False,資本財,Conglomerates,—,0,1266.7,950.0,760.0,633.3,False
NKE,Nike,Dow30,54.79,60.38,-9.26,-11.02,-16.902,12.509,18.391,53.7,50.2,1.98,MILD DIP,11389,5.882,2.87,1.57,2.92,24,45,165.2,66.8,True,False,False,False,False,一般消費財,Footwear & Accessories,半値,1,52.3,39.2,31.4,26.2,False
4902.T,コニカミノルタ,Nikkei225,498.0,562.45,-11.458,-13.2,-19.92,13.678,20.398,488.2,450.4,2.01,MILD DIP,6516,6.72,0.0,0.0,0.0,0,40,1390.3,64.2,True,False,False,False,False,資本財,Business Equipment & Supplies,半値,1,0.0,0.0,0.0,0.0,False
KMB,Kimberly-Clark,配当貴族,100.26,105.2,-4.695,-6.602,-10.182,7.717,11.297,98.3,94.5,2.04,MILD DIP,11569,3.58,6.3,6.32,6.43,20,60,141.1,29.0,False,False,False,False,True,生活必需品,Household & Personal Products,高配当,1,210.7,158.0,126.4,105.3,False
MCHP,Microchip Tech,NASDAQ100,63.83,72.35,-11.776,-13.554,-20.814,15.489,22.75,62.5,57.3,2.06,MILD DIP,8280,7.261,2.85,1.82,2.91,14,35,94.7,32.6,False,False,False,False,False,テクノロジー,Semiconductors,—,0,60.7,45.5,36.4,30.3,False
8233.T,高島屋,Nikkei225,1849.5,2039.83,-9.331,-11.185,-16.93,11.794,17.539,1811.7,1694.5,2.09,MILD DIP,6516,5.745,1.32,24.5,1.35,3,35,2372.2,22.0,False,False,False,False,False,一般消費財,Department Stores,—,0,816.7,612.5,490.0,408.3,False
ITW,Illinois Tool Works,配当貴族,268.64,286.74,-6.312,-8.338,-12.817,9.578,14.058,262.8,250.0,2.21,MILD DIP,13341,4.479,2.87,7.72,2.94,30,35,299.6,10.3,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,257.3,193.0,154.4,128.7,False
6473.T,ジェイテクト,Nikkei225,1739.5,1955.42,-11.042,-12.978,-19.638,13.662,20.322,1701.7,1571.4,2.22,MILD DIP,6516,6.66,2.87,50.0,2.94,4,35,2149.0,19.1,False,False,False,False,False,一般消費財,Auto Parts,—,0,1666.7,1250.0,1000.0,833.3,False
8053.T,住友商事,Nikkei225,5721.0,6202.6,-7.764,-9.863,-15.049,10.882,16.068,5590.8,5269.2,2.33,MILD DIP,6516,5.186,2.27,130.0,2.33,2,40,6739.0,15.1,False,False,False,False,False,資本財,Conglomerates,—,0,4333.3,3250.0,2600.0,2166.7,False
2801.T,キッコーマン,Nikkei225,1336.0,1433.52,-6.803,-8.925,-13.652,9.98,14.706,1305.6,1237.8,2.33,MILD DIP,6516,4.726,1.87,25.0,1.91,5,40,1964.7,32.0,False,False,False,False,False,生活必需品,Packaged Foods,—,0,833.3,625.0,500.0,416.7,False
DOV,Dover,配当貴族,207.42,222.21,-6.656,-8.811,-13.543,10.117,14.849,202.6,192.1,2.36,MILD DIP,11569,4.732,1.25,2.59,1.28,41,35,232.8,10.9,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,86.3,64.8,51.8,43.2,False
PG,Procter & Gamble,Dow30,152.12,158.61,-4.091,-6.299,-9.706,7.327,10.734,148.6,143.2,2.36,MILD DIP,16134,3.407,2.68,4.07,2.74,22,40,173.8,12.5,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,135.7,101.8,81.4,67.8,False
CLX,Clorox,配当貴族,112.09,120.4,-6.9,-9.043,-13.787,9.933,14.677,109.5,103.8,2.36,MILD DIP,13355,4.744,5.5,6.16,5.63,38,52,199.8,43.9,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,205.3,154.0,123.2,102.7,False
4005.T,住友化学,Nikkei225,484.6,535.19,-9.453,-11.656,-17.577,12.029,17.95,472.8,441.1,2.49,MILD DIP,6516,5.921,1.86,9.0,1.9,1,35,673.2,28.0,False,False,False,False,False,素材,Chemicals,—,0,300.0,225.0,180.0,150.0,False
7203.T,トヨタ自動車,Nikkei225,3379.0,3620.36,-6.667,-8.968,-13.676,9.867,14.576,3295.7,3125.2,2.53,MILD DIP,6689,4.709,2.66,90.0,2.73,6,40,3944.0,14.3,False,False,False,False,False,一般消費財,Auto Manufacturers,—,0,3000.0,2250.0,1800.0,1500.0,False
7733.T,オリンパス,Nikkei225,1348.0,1510.72,-10.771,-12.986,-19.675,13.767,20.456,1314.5,1213.5,2.55,MILD DIP,6516,6.688,1.48,20.0,1.52,7,40,3097.5,56.5,True,False,False,False,False,ヘルスケア,Medical Devices,半値,1,666.7,500.0,400.0,333.3,False
6305.T,日立建機,Nikkei225,5637.0,6339.08,-11.075,-13.284,-20.292,14.749,21.757,5497.0,5052.8,2.55,MILD DIP,6257,7.008,3.1,175.0,3.18,1,42,7027.0,19.8,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,5833.3,4375.0,3500.0,2916.7,False
MDT,Medtronic,配当貴族,88.24,95.51,-7.615,-9.949,-15.239,11.211,16.501,86.0,81.0,2.59,MILD DIP,13306,5.29,4.0,3.53,4.1,7,40,117.6,24.9,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,117.7,88.2,70.6,58.8,False
7751.T,キヤノン,Nikkei225,4341.0,4643.96,-6.524,-8.884,-13.464,9.438,14.018,4231.4,4018.7,2.59,MILD DIP,6516,4.58,3.69,160.0,3.78,5,47,5009.1,13.3,False,False,False,False,False,テクノロジー,Computer Hardware,—,0,5333.3,4000.0,3200.0,2666.7,False
8304.T,あおぞら銀行(注:代替),Nikkei225,2460.0,2696.92,-8.785,-11.215,-16.876,11.428,17.089,2394.5,2241.8,2.74,MILD DIP,4726,5.661,3.21,79.0,3.3,1,47,3154.9,22.0,False,False,False,False,False,金融,Banks - Regional,—,0,2633.3,1975.0,1580.0,1316.7,False
AXP,American Express,Dow30,298.2,323.96,-7.953,-10.42,-15.912,11.55,17.042,290.2,272.4,2.75,MILD DIP,13535,5.492,1.06,3.16,1.09,4,35,384.0,22.4,False,False,False,False,False,金融,Credit Services,—,0,105.3,79.0,63.2,52.7,False
8411.T,みずほFG,Nikkei225,6130.0,6817.72,-10.087,-12.527,-19.142,13.935,20.55,5963.7,5512.7,2.79,MILD DIP,5685,6.615,2.28,140.0,2.35,5,35,7867.0,22.1,False,False,False,False,False,金融,Banks - Regional,—,0,4666.7,3500.0,2800.0,2333.3,False
STE,Steris,配当貴族,219.05,239.71,-8.617,-11.11,-17.06,12.689,18.639,213.1,198.8,2.8,MILD DIP,8483,5.95,1.1,2.4,1.13,0,35,268.0,18.3,False,False,False,False,False,ヘルスケア,Medical Devices,—,0,80.0,60.0,48.0,40.0,False
8604.T,野村HD,Nikkei225,1186.5,1331.8,-10.91,-13.488,-20.289,13.718,20.52,1152.2,1061.6,2.98,MILD DIP,6516,6.802,4.8,57.0,4.95,3,60,1815.5,34.6,False,False,False,True,True,金融,Capital Markets,高配当／月足GC,2,1900.0,1425.0,1140.0,950.0,False
6645.T,オムロン,Nikkei225,4518.0,4930.8,-8.372,-11.053,-16.724,11.629,17.3,4385.8,4106.2,3.01,MILD DIP,6254,5.671,2.3,104.0,2.37,0,40,11189.8,59.6,True,False,False,False,False,テクノロジー,Electronic Components,半値,1,3466.7,2600.0,2080.0,1733.3,False
KDP,Keurig Dr Pepper,NASDAQ100,27.55,29.03,-5.086,-7.889,-12.174,9.25,13.534,26.7,25.5,3.04,MILD DIP,4468,4.285,3.34,0.92,3.44,5,30,36.5,24.5,False,False,False,False,False,生活必需品,Beverages - Non-Alcoholic,—,0,30.7,23.0,18.4,15.3,False
CHRW,C.H. Robinson,配当貴族,170.48,181.77,-6.209,-9.005,-13.865,10.438,15.299,165.4,156.6,3.07,MILD DIP,7122,4.861,1.83,3.12,1.89,14,25,199.9,14.7,False,False,False,False,False,資本財,Integrated Freight & Logistics,—,0,104.0,78.0,62.4,52.0,False
CL,Colgate-Palmolive,配当貴族,90.3,94.46,-4.409,-7.284,-11.189,8.336,12.241,87.6,83.9,3.1,MILD DIP,13306,3.905,2.86,2.58,2.95,52,30,105.0,14.0,False,False,False,False,False,生活必需品,Household & Personal Products,—,0,86.0,64.5,51.6,43.0,False
CPRT,Copart,NASDAQ100,33.88,37.09,-8.664,-11.425,-17.591,13.241,19.408,32.9,30.6,3.12,MILD DIP,8028,6.167,0.0,0.0,0.0,0,25,63.8,46.9,False,False,False,False,False,資本財,Specialty Business Services,—,0,0.0,0.0,0.0,0.0,False
PNR,Pentair,配当貴族,88.79,97.05,-8.512,-11.294,-17.222,12.416,18.344,86.1,80.3,3.14,MILD DIP,13305,5.928,1.43,1.27,1.48,6,25,112.1,20.8,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,42.3,31.8,25.4,21.2,False
GWW,W.W. Grainger,配当貴族,1060.46,1128.8,-6.054,-8.96,-13.747,10.185,14.971,1027.7,973.6,3.19,MILD DIP,13355,4.786,1.05,11.09,1.08,40,25,1207.8,12.2,False,False,False,False,False,資本財,Industrial Distribution,—,0,369.7,277.2,221.8,184.8,False
MDLZ,Mondelez,NASDAQ100,57.16,59.15,-3.369,-6.361,-9.716,7.057,10.412,55.4,53.4,3.2,MILD DIP,6201,3.355,3.39,1.94,3.5,11,35,72.7,21.4,False,False,False,False,False,生活必需品,Confectioners,—,0,64.7,48.5,38.8,32.3,False
NUE,Nucor,配当貴族,162.74,177.61,-8.372,-11.258,-17.251,12.713,18.706,157.6,147.0,3.25,MILD DIP,11569,5.993,1.7,2.76,1.75,16,25,195.4,16.7,False,False,False,False,False,素材,Steel,—,0,92.0,69.0,55.2,46.0,False
LOW,Lowe's,配当貴族,242.11,265.43,-8.785,-11.675,-17.915,13.285,19.525,234.4,217.9,3.27,MILD DIP,11569,6.24,2.44,5.9,2.52,26,20,287.4,15.8,False,False,False,False,False,一般消費財,Home Improvement Retail,—,0,196.7,147.5,118.0,98.3,False
SJM,J.M. Smucker,配当貴族,104.99,109.77,-4.356,-7.397,-11.289,8.17,12.061,101.7,97.4,3.28,MILD DIP,7871,3.892,5.2,5.46,5.37,16,42,144.7,27.4,False,False,False,False,False,生活必需品,Packaged Foods,—,0,182.0,136.5,109.2,91.0,False
5411.T,JFE HD,Nikkei225,1898.0,2119.04,-10.431,-13.309,-20.123,13.947,20.761,1837.0,1692.6,3.32,MILD DIP,5804,6.814,5.27,100.0,5.44,0,55,5224.2,63.7,True,False,False,True,True,素材,Steel,高配当／半値／月足GC,3,3333.3,2500.0,2000.0,1666.7,False
5707.T,東邦亜鉛,Nikkei225,1337.0,1564.84,-14.56,-17.322,-26.084,17.723,26.484,1293.8,1156.7,3.34,MILD DIP,6516,8.761,0.0,0.0,0.0,0,35,9053.6,85.2,True,False,False,True,False,素材,Other Industrial Metals & Mining,半値／月足GC,2,0.0,0.0,0.0,0.0,False
8801.T,三井不動産,Nikkei225,1848.5,2011.4,-8.099,-11.127,-16.933,12.097,17.903,1787.6,1670.8,3.41,MILD DIP,6516,5.806,1.68,31.0,1.73,4,25,2147.5,13.9,False,False,False,False,False,不動産,Real Estate - Diversified,—,0,1033.3,775.0,620.0,516.7,False
9001.T,東武鉄道,Nikkei225,2894.5,3009.26,-3.814,-7.07,-10.708,7.482,11.12,2796.5,2687.0,3.5,MILD DIP,6516,3.638,2.07,60.0,2.15,4,35,3955.4,26.8,False,False,False,False,False,資本財,Railroads,—,0,2000.0,1500.0,1200.0,1000.0,False
9843.T,ニトリHD,Nikkei225,2835.5,3020.82,-6.135,-9.321,-14.292,10.564,15.535,2739.3,2589.1,3.51,MILD DIP,5781,4.971,1.07,30.4,1.11,1,30,4735.2,40.1,False,False,False,False,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1013.3,760.0,608.0,506.7,False
2502.T,アサヒGHD,Nikkei225,1584.5,1661.9,-4.657,-7.889,-12.035,8.693,12.838,1530.8,1461.9,3.51,MILD DIP,6516,4.145,3.09,49.0,3.2,23,37,1971.4,19.6,False,False,False,False,False,生活必需品,Beverages - Brewers,—,0,1633.3,1225.0,980.0,816.7,False
6361.T,荏原製作所,Nikkei225,4752.0,5309.56,-10.501,-13.587,-20.609,14.502,21.524,4588.1,4215.3,3.57,MILD DIP,6516,7.022,1.24,59.0,1.29,5,20,5680.0,16.3,False,False,False,False,False,資本財,Specialty Industrial Machinery,—,0,1966.7,1475.0,1180.0,983.3,False
PCAR,PACCAR,NASDAQ100,115.63,123.48,-6.358,-9.628,-14.808,11.09,16.27,111.6,105.2,3.62,MILD DIP,11569,5.18,2.35,2.72,2.44,0,25,129.5,10.7,False,False,False,False,False,資本財,Farm & Heavy Construction Machinery,—,0,90.7,68.0,54.4,45.3,False
4528.T,小野薬品,Nikkei225,2367.0,2508.24,-5.631,-8.931,-13.576,9.648,14.293,2284.2,2167.7,3.62,MILD DIP,6254,4.645,2.53,60.0,2.63,0,40,4571.5,48.2,False,False,False,True,False,ヘルスケア,Drug Manufacturers - General,月足GC,1,2000.0,1500.0,1200.0,1000.0,False
6971.T,京セラ,Nikkei225,2464.0,2638.68,-6.62,-9.922,-14.962,10.235,15.274,2376.9,2243.9,3.67,MILD DIP,6516,5.039,2.03,50.0,2.1,0,30,2779.5,11.4,False,False,False,False,False,資本財,Conglomerates,—,0,1666.7,1250.0,1000.0,833.3,False
