ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7176.0,7139.8,0.507,-1640.015,-2454.785,1619.063,2433.832,-109954.0,-168126.9,-106.53,NEUTRAL,6543,814.769,2.98,213.5,0.0,4,57,7746.6,7.4,False,True,False,False,False,2.56,False,21.8,4.7,微増,45.3,False,73.0,14.6,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務／日足25MA上抜け,2,7116.7,5337.5,4270.0,3558.3,False
8267.T,イオン,Nikkei225,1539.5,1815.66,-15.21,-10.253,-15.606,11.16,16.513,1629.5,1532.3,-5.52,BUY ZONE,6543,5.353,0.89,13.7,0.84,2,55,2868.7,46.3,False,False,False,False,False,3.49,False,11.3,75.4,増収増益,16.4,True,11.7,24.6,5.8,33.1,False,一般消費財,Department Stores,RSI30以下,1,456.7,342.5,274.0,228.3,False
9531.T,東京ガス,Nikkei225,6454.0,7142.03,-9.634,-7.282,-11.148,8.185,12.052,6622.0,6345.8,-2.54,BUY ZONE,6543,3.867,1.58,101.7,1.54,2,50,7810.3,17.4,False,False,False,False,False,1.36,False,0.0,0.0,—,22.2,True,56.2,23.8,12.1,58.3,True,公益,Utilities - Regulated Gas,RSI30以下／優良財務,2,3390.0,2542.5,2034.0,1695.0,False
4568.T,第一三共,Nikkei225,2499.0,2843.61,-12.119,-10.164,-15.491,11.143,16.47,2554.6,2403.1,-2.18,BUY ZONE,6543,5.327,3.16,79.0,3.09,6,72,5910.9,57.7,True,False,False,False,False,2.7,False,15.1,42.8,増収増益,30.6,False,0.7,17.4,18.3,85.1,True,ヘルスケア,Drug Manufacturers - General,優良財務／半値,2,2633.3,1975.0,1580.0,1316.7,False
4661.T,OLC,Nikkei225,2400.0,2638.17,-9.028,-7.703,-11.776,8.586,12.658,2434.9,2327.5,-1.44,BUY ZONE,6284,4.072,0.61,14.7,0.6,0,57,5630.2,57.4,True,False,False,False,False,3.66,False,2.9,2.7,微増,24.0,True,0.8,27.4,0.0,76.1,False,一般消費財,Leisure,RSI30以下／半値,2,490.0,367.5,294.0,245.0,False
ABT,Abbott Labs,配当貴族,92.48,100.49,-7.975,-7.092,-10.98,8.457,12.344,93.4,89.5,-0.95,BUY ZONE,11596,3.887,3.28,3.03,3.25,12,55,136.8,32.4,False,False,False,False,False,3.08,False,7.8,-19.7,減益,27.0,True,3.6,15.2,0.0,78.9,False,ヘルスケア,Medical Devices,RSI30以下,1,101.0,75.8,60.6,50.5,False
5019.T,出光興産,Nikkei225,1336.0,1506.25,-11.303,-11.084,-16.863,12.03,17.809,1339.3,1252.3,-0.25,BUY ZONE,4768,5.779,2.77,37.0,2.76,2,55,1659.0,19.5,False,False,False,False,False,0.93,True,-9.8,-36.3,減収減益,9.4,True,59.7,10.2,0.0,52.8,False,エネルギー,Oil & Gas Refining & Marketing,PBR1倍割れ／RSI30以下,2,1233.3,925.0,740.0,616.7,False
7205.T,日野自動車(注:代替),Nikkei225,355.0,409.8,-13.372,-13.373,-20.161,13.778,20.566,355.0,327.2,0.0,MILD DIP,6542,6.788,0.0,0.0,0.0,1,45,1616.8,78.0,True,False,False,False,False,1.03,False,0.0,0.0,—,13.4,True,5.9,8.7,35.4,41.6,False,資本財,Farm & Heavy Construction Machinery,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
7751.T,キヤノン,Nikkei225,4024.0,4408.64,-8.725,-8.881,-13.457,9.422,13.998,4017.1,3815.4,0.17,MILD DIP,6543,4.576,4.08,164.0,4.08,5,55,5009.1,19.7,False,False,False,False,True,1.01,False,3.3,-28.6,減益,21.8,True,6.3,11.1,9.4,74.8,False,テクノロジー,Computer Hardware,高配当／RSI30以下,2,5466.7,4100.0,3280.0,2733.3,False
9532.T,大阪ガス,Nikkei225,5839.0,6259.63,-6.72,-6.998,-10.711,7.852,11.564,5821.6,5589.2,0.3,MILD DIP,6543,3.713,2.06,120.1,2.06,5,45,6674.5,12.5,False,False,False,False,False,1.3,False,-2.9,17.6,—,14.1,True,69.9,20.0,10.8,68.9,True,公益,Utilities - Regulated Gas,RSI30以下／優良財務,2,4003.3,3002.5,2402.0,2001.7,False
