ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7164.0,7195.37,-0.436,-1639.869,-2454.566,1618.919,2433.616,-110799.3,-169419.7,-106.47,MILD DIP,6544,814.697,2.98,213.5,0.0,4,52,7746.6,7.5,False,False,False,False,False,2.56,False,21.8,4.7,微増,45.9,False,72.5,14.5,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務,1,7116.7,5337.5,4270.0,3558.3,False
CHTR,Charter Comm,NASDAQ100,180.13,222.8,-19.15,-10.053,-15.405,11.357,16.71,200.4,188.5,-10.11,STRONG BUY,4077,5.353,0.0,0.0,0.0,0,55,821.0,78.1,True,False,False,False,False,1.42,False,-1.0,8.9,—,34.1,False,0.8,4.0,27.5,17.8,False,通信,Telecom Services,半値,1,0.0,0.0,0.0,0.0,False
4519.T,中外製薬,Nikkei225,7445.0,8643.12,-13.862,-9.651,-14.807,10.973,16.129,7809.0,7363.3,-4.66,BUY ZONE,6544,5.156,1.77,131.5,1.68,9,45,10455.0,28.8,False,False,False,False,False,6.42,False,11.5,18.7,増収増益,30.5,False,31.6,31.6,23.7,0.0,False,ヘルスケア,Drug Manufacturers - General,—,0,4383.3,3287.5,2630.0,2191.7,False
8267.T,イオン,Nikkei225,1547.0,1801.88,-14.145,-10.261,-15.616,11.163,16.519,1617.0,1520.5,-4.33,BUY ZONE,6544,5.356,0.89,13.7,0.85,2,55,2868.7,46.1,False,False,False,False,False,3.51,False,11.3,75.4,増収増益,17.9,True,11.9,24.7,5.8,33.1,False,一般消費財,Department Stores,RSI30以下,1,456.7,342.5,274.0,228.3,False
7205.T,日野自動車(注:代替),Nikkei225,340.0,407.6,-16.585,-13.381,-20.172,13.781,20.571,353.1,325.4,-3.7,BUY ZONE,6543,6.791,0.0,0.0,0.0,1,55,1616.8,79.0,True,False,False,False,False,1.03,False,0.0,0.0,—,15.4,True,-0.9,8.7,35.4,41.6,False,資本財,Farm & Heavy Construction Machinery,RSI30以下／半値,2,0.0,0.0,0.0,0.0,False
9531.T,東京ガス,Nikkei225,6473.0,7119.57,-9.082,-7.286,-11.154,8.187,12.055,6600.8,6325.4,-1.94,BUY ZONE,6544,3.868,1.57,101.7,1.54,2,50,7810.3,17.1,False,False,False,False,False,1.36,False,0.0,0.0,—,14.4,True,56.7,23.9,12.1,58.3,True,公益,Utilities - Regulated Gas,RSI30以下／優良財務,2,3390.0,2542.5,2034.0,1695.0,False
ABT,Abbott Labs,配当貴族,91.13,99.88,-8.759,-7.095,-10.983,8.458,12.346,92.8,88.9,-1.79,BUY ZONE,11597,3.888,3.32,3.03,3.27,12,55,136.8,33.4,False,False,False,False,False,3.04,False,7.8,-19.7,減益,26.0,True,0.8,15.0,0.0,78.9,False,ヘルスケア,Medical Devices,RSI30以下,1,101.0,75.8,60.6,50.5,False
5019.T,出光興産,Nikkei225,1315.0,1503.21,-12.52,-11.092,-16.873,12.033,17.814,1336.5,1249.6,-1.61,BUY ZONE,4769,5.781,2.81,37.0,2.77,2,55,1659.0,20.7,False,False,False,False,False,0.92,True,-9.8,-36.3,減収減益,0.4,True,57.2,10.0,0.0,52.8,False,エネルギー,Oil & Gas Refining & Marketing,PBR1倍割れ／RSI30以下,2,1233.3,925.0,740.0,616.7,False
4661.T,OLC,Nikkei225,2387.5,2627.27,-9.126,-7.708,-11.782,8.587,12.661,2424.8,2317.7,-1.54,BUY ZONE,6285,4.074,0.62,14.7,0.61,0,57,5630.2,57.6,True,False,False,False,False,3.64,False,2.9,2.7,微増,25.0,True,0.7,27.3,0.0,76.1,False,一般消費財,Leisure,RSI30以下／半値,2,490.0,367.5,294.0,245.0,False
9602.T,東宝,Nikkei225,1436.0,1589.0,-9.629,-8.76,-13.331,9.523,14.093,1449.8,1377.2,-0.95,BUY ZONE,6544,4.571,1.57,22.6,1.56,0,50,2001.4,28.2,False,False,False,False,False,2.34,False,0.4,-43.2,減益,19.1,True,1.3,5.8,10.3,99.7,True,通信,Entertainment,RSI30以下／優良財務,2,753.3,565.0,452.0,376.7,False
