ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7250.0,6649.16,9.036,-1641.404,-2456.857,1620.409,2435.862,-102490.4,-156711.1,-107.07,NEUTRAL,6532,815.453,2.94,213.5,0.0,4,52,7746.6,6.4,False,False,False,False,False,2.59,False,21.8,4.7,微増,69.2,False,80.5,14.7,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務,1,7116.7,5337.5,4270.0,3558.3,False
NKE,Nike,Dow30,43.13,52.19,-17.352,-11.073,-16.972,12.526,18.425,46.4,43.3,-7.06,STRONG BUY,11405,5.9,3.8,1.64,3.53,24,70,165.2,73.9,True,False,False,False,False,4.53,False,0.1,-34.8,減益,18.9,True,1.0,22.1,16.0,55.8,True,一般消費財,Footwear & Accessories,RSI30以下／優良財務／半値,3,54.7,41.0,32.8,27.3,False
VRSK,Verisk Analytics,NASDAQ100,175.43,196.18,-10.579,-6.566,-10.151,7.775,11.361,183.3,176.3,-4.3,STRONG BUY,4126,3.585,1.11,1.95,1.06,6,55,318.8,45.0,False,False,False,False,False,78.56,False,0.0,0.0,—,19.6,True,6.8,20.4,437.9,5.9,False,資本財,Consulting Services,RSI30以下,1,65.0,48.8,39.0,32.5,False
MKC,McCormick,配当貴族,50.51,55.7,-9.321,-8.086,-12.377,9.077,13.368,51.2,48.8,-1.34,BUY ZONE,13371,4.291,4.51,2.28,4.45,27,67,95.9,47.3,False,False,False,False,False,1.94,False,16.7,528.3,増収増益,35.3,False,9.8,15.1,25.3,60.5,True,生活必需品,Packaged Foods,優良財務,1,76.0,57.0,45.6,38.0,False
SJM,J.M. Smucker,配当貴族,93.79,101.2,-7.32,-7.45,-11.359,8.186,12.095,93.7,89.7,0.14,MILD DIP,7887,3.909,4.6,4.31,4.6,16,52,144.7,35.2,False,False,False,False,False,1.91,False,7.0,0.0,—,13.4,True,1.9,9.3,-20.7,41.1,False,生活必需品,Packaged Foods,RSI30以下,1,143.7,107.7,86.2,71.8,False
WDAY,Workday,NASDAQ100,119.17,133.97,-11.05,-12.242,-18.584,13.124,19.465,117.6,109.1,1.36,MILD DIP,3365,6.342,0.0,0.0,0.0,0,45,307.2,61.2,True,False,False,False,False,3.96,False,14.5,62.9,増収増益,34.5,False,0.9,9.6,8.2,67.1,False,テクノロジー,Software - Application,半値,1,0.0,0.0,0.0,0.0,False
INTU,Intuit,NASDAQ100,389.51,439.71,-11.416,-13.45,-20.621,15.234,22.405,380.6,349.0,2.35,MILD DIP,8301,7.171,1.19,4.64,1.22,14,55,804.4,51.6,True,False,False,False,False,5.67,False,17.4,48.5,増収増益,26.3,True,8.7,14.7,23.5,73.4,True,テクノロジー,Software - Application,RSI30以下／優良財務／半値,3,154.7,116.0,92.8,77.3,False
VZ,Verizon,SP500高配当,48.04,50.24,-4.371,-6.778,-10.403,7.722,11.347,46.8,45.0,2.58,MILD DIP,10653,3.625,5.83,2.8,5.98,21,42,51.4,6.5,False,False,False,False,False,1.94,False,2.0,-53.3,減益,35.0,False,72.6,9.1,17.1,36.4,False,通信,Telecom Services,—,0,93.3,70.0,56.0,46.7,False
HRL,Hormel Foods,配当貴族,21.64,22.81,-5.129,-7.592,-11.683,8.771,12.862,21.1,20.1,2.67,MILD DIP,11585,4.091,5.41,1.17,5.55,57,52,48.2,55.1,True,False,False,False,False,1.5,False,-2.9,-5.1,減益,36.0,False,5.6,13.7,6.1,95.9,False,生活必需品,Packaged Foods,半値,1,39.0,29.2,23.4,19.5,False
8267.T,イオン,Nikkei225,1800.0,1951.24,-7.751,-10.207,-15.547,11.15,16.489,1752.1,1647.9,2.74,MILD DIP,6532,5.339,0.76,13.7,0.78,2,35,2868.7,37.3,False,False,False,False,False,4.31,False,0.0,0.0,—,36.3,False,33.7,28.7,3.8,35.0,False,一般消費財,Department Stores,—,0,456.7,342.5,274.0,228.3,False
SYY,Sysco,配当貴族,75.15,80.03,-6.1,-8.802,-13.549,10.186,14.933,73.0,69.2,2.96,MILD DIP,13318,4.747,3.55,2.67,3.66,53,35,90.5,16.9,False,False,False,False,False,15.76,False,3.0,-1.2,減益,35.6,False,32.5,15.0,82.3,13.5,False,生活必需品,Food Distribution,—,0,89.0,66.8,53.4,44.5,False
