ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8766.T,東京海上HD,Nikkei225,7159.0,6992.9,2.375,-1640.377,-2455.325,1619.414,2434.362,-107717.0,-164705.5,-106.65,NEUTRAL,6540,814.948,2.98,213.5,0.0,4,52,7746.6,7.6,False,False,False,False,False,2.56,False,21.8,4.7,微増,38.2,False,74.0,14.5,20.7,96.0,True,金融,Insurance - Property & Casualty,優良財務,1,7116.7,5337.5,4270.0,3558.3,False
9531.T,東京ガス,Nikkei225,6596.0,7261.5,-9.165,-7.266,-11.127,8.179,12.04,6733.9,6453.5,-2.05,BUY ZONE,6540,3.861,1.54,101.7,1.51,2,50,7810.3,15.5,False,False,False,False,False,1.39,False,0.0,0.0,—,20.6,True,60.3,24.3,12.1,58.3,True,公益,Utilities - Regulated Gas,RSI30以下／優良財務,2,3390.0,2542.5,2034.0,1695.0,False
1605.T,INPEX,Nikkei225,3830.0,4404.24,-13.038,-11.889,-18.105,12.978,19.195,3880.6,3606.8,-1.3,BUY ZONE,6540,6.217,3.03,116.1,2.99,5,62,4900.0,21.8,False,False,False,False,False,0.94,True,-5.3,-25.2,減収減益,20.6,True,64.4,14.3,8.5,80.1,False,エネルギー,Oil & Gas E&P,PBR1倍割れ／RSI30以下,2,3870.0,2902.5,2322.0,1935.0,False
9602.T,東宝,Nikkei225,1456.5,1616.12,-9.877,-8.745,-13.311,9.519,14.085,1474.8,1401.0,-1.24,BUY ZONE,6540,4.566,1.55,22.6,1.53,0,50,2001.4,27.2,False,False,False,False,False,2.37,False,0.4,-43.2,減益,17.2,True,2.5,5.9,10.3,99.7,True,通信,Entertainment,RSI30以下／優良財務,2,753.3,565.0,452.0,376.7,False
XOM,ExxonMobil,配当貴族,147.68,158.73,-6.962,-6.366,-9.84,7.529,11.003,148.6,143.1,-0.64,BUY ZONE,16158,3.474,3.41,5.03,3.38,42,55,171.5,13.9,False,False,False,False,False,2.38,False,-1.3,-11.0,減益,19.4,True,61.8,14.6,11.1,84.1,True,エネルギー,Oil & Gas Integrated,RSI30以下／優良財務,2,167.7,125.8,100.6,83.8,False
CVX,Chevron,Dow30,183.25,197.52,-7.224,-7.728,-11.85,8.763,12.886,182.3,174.1,0.55,MILD DIP,16158,4.123,3.89,7.12,3.91,36,40,211.1,13.2,False,False,False,False,False,1.95,False,-8.2,-23.8,減収減益,21.9,True,61.1,16.1,7.2,80.4,False,エネルギー,Oil & Gas Integrated,RSI30以下,1,237.3,178.0,142.4,118.7,False
8267.T,イオン,Nikkei225,1683.0,1860.5,-9.54,-10.234,-15.58,11.153,16.499,1670.1,1570.6,0.77,MILD DIP,6540,5.347,0.81,13.7,0.82,2,45,2868.7,41.3,False,False,False,False,False,3.82,False,11.3,75.4,増収増益,22.6,True,20.9,26.9,5.8,33.1,False,一般消費財,Department Stores,RSI30以下,1,456.7,342.5,274.0,228.3,False
ABT,Abbott Labs,配当貴族,96.0,102.5,-6.344,-7.085,-10.97,8.454,12.339,95.2,91.3,0.8,MILD DIP,11593,3.885,3.16,3.03,3.18,12,35,136.8,29.8,False,False,False,False,False,3.2,False,7.8,-19.7,減益,35.2,False,4.6,15.8,0.0,78.9,False,ヘルスケア,Medical Devices,—,0,101.0,75.8,60.6,50.5,False
9532.T,大阪ガス,Nikkei225,5927.0,6318.31,-6.193,-6.99,-10.7,7.85,11.56,5876.7,5642.3,0.86,MILD DIP,6540,3.71,2.03,120.1,2.04,5,45,6674.5,11.2,False,False,False,False,False,1.32,False,-2.9,17.6,—,20.0,True,72.9,20.3,10.8,68.9,True,公益,Utilities - Regulated Gas,RSI30以下／優良財務,2,4003.3,3002.5,2402.0,2001.7,False
8058.T,三菱商事,Nikkei225,4844.0,5329.57,-9.111,-10.074,-15.479,11.544,16.949,4792.6,4504.6,1.07,MILD DIP,6540,5.405,2.27,110.1,2.3,9,45,5707.0,15.1,False,False,False,False,False,1.97,False,9.9,27.8,増収増益,19.5,True,71.7,22.8,8.5,59.1,False,資本財,Conglomerates,RSI30以下,1,3670.0,2752.5,2202.0,1835.0,False
1333.T,マルハニチロ,Nikkei225,1366.5,1455.6,-6.121,-7.306,-11.23,8.39,12.314,1349.3,1292.1,1.28,MILD DIP,2944,3.924,0.0,0.0,0.0,4,40,1560.2,12.4,False,False,False,False,False,0.86,True,1.7,0.0,—,16.1,True,63.0,5.2,8.5,46.1,False,生活必需品,Packaged Foods,PBR1倍割れ／RSI30以下,2,0.0,0.0,0.0,0.0,False
4507.T,塩野義製薬,Nikkei225,3128.0,3410.65,-8.287,-9.719,-14.82,10.685,15.786,3079.2,2905.2,1.59,MILD DIP,6540,5.101,2.1,65.7,2.13,13,50,3629.6,13.8,False,False,False,False,False,1.76,False,23.5,47.4,増収増益,11.9,True,60.5,16.4,13.5,98.5,True,ヘルスケア,Drug Manufacturers - Specialty & Generic,RSI30以下／優良財務,2,2190.0,1642.5,1314.0,1095.0,False
LYB,LyondellBasell,SP500高配当,68.58,75.14,-8.734,-10.958,-16.826,12.518,18.386,66.9,62.5,2.5,MILD DIP,3995,5.869,6.12,4.2,6.28,2,50,91.2,24.8,False,False,False,False,True,2.19,False,-9.2,0.0,—,32.0,False,63.7,12.7,-6.9,41.0,False,素材,Specialty Chemicals,高配当,1,140.0,105.0,84.0,70.0,False
T,AT&T,配当貴族,26.18,27.42,-4.513,-7.122,-10.965,8.249,12.092,25.5,24.4,2.81,MILD DIP,10661,3.843,5.31,1.39,5.46,0,47,28.8,9.1,False,False,False,False,False,1.67,False,3.6,-5.6,減益,26.4,True,47.2,10.3,18.8,44.6,False,通信,Telecom Services,RSI30以下,1,46.3,34.8,27.8,23.2,False
EXC,Exelon,NASDAQ100,46.4,48.4,-4.139,-7.136,-10.96,8.156,11.979,44.9,43.1,3.23,MILD DIP,13330,3.823,3.64,1.69,3.76,4,30,50.3,7.7,False,False,False,False,False,1.65,False,-1.1,-9.3,減益,25.9,True,52.5,15.3,9.9,36.4,False,公益,Utilities - Regulated Electric,RSI30以下,1,56.3,42.2,33.8,28.2,False
VZ,Verizon,SP500高配当,46.44,48.19,-3.635,-6.788,-10.415,7.722,11.35,44.9,43.2,3.38,MILD DIP,10661,3.628,6.03,2.8,6.23,21,45,50.6,8.3,False,False,False,False,True,1.87,False,2.0,-53.3,減益,26.9,True,60.6,8.8,17.1,36.4,False,通信,Telecom Services,高配当／RSI30以下,2,93.3,70.0,56.0,46.7,False
2002.T,日清製粉G,Nikkei225,2005.0,2092.57,-4.185,-7.427,-11.317,8.132,12.021,1937.2,1855.8,3.5,MILD DIP,6540,3.89,2.99,59.9,3.09,3,32,2253.0,11.0,False,False,False,False,False,1.13,False,2.2,27.8,微増,15.6,True,61.8,15.7,5.4,85.7,False,生活必需品,Packaged Foods,RSI30以下,1,1996.7,1497.5,1198.0,998.3,False
JNJ,Johnson & Johnson,Dow30,230.69,238.9,-3.437,-6.718,-10.401,8.016,11.7,222.9,214.1,3.52,MILD DIP,16158,3.683,2.28,5.27,2.36,61,25,248.6,7.2,False,False,False,False,False,6.81,False,9.9,-52.9,減益,27.1,True,80.1,18.2,0.0,62.3,False,ヘルスケア,Drug Manufacturers - General,RSI30以下,1,175.7,131.8,105.4,87.8,False
VRSK,Verisk Analytics,NASDAQ100,179.75,185.46,-3.078,-6.629,-10.238,7.804,11.412,173.2,166.5,3.8,MILD DIP,4134,3.608,1.08,1.95,1.13,6,25,318.8,43.6,False,False,False,False,False,80.5,False,0.0,0.0,—,41.9,False,11.2,20.9,437.9,5.9,False,資本財,Consulting Services,—,0,65.0,48.8,39.0,32.5,False
4502.T,武田薬品,Nikkei225,5488.0,5695.87,-3.65,-7.406,-11.204,7.784,11.582,5274.0,5057.7,4.06,MILD DIP,6540,3.798,3.65,200.1,3.79,3,39,5890.0,6.8,False,False,False,False,False,1.13,False,4.2,330.2,微増,19.5,True,73.2,39.1,1.5,58.5,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,RSI30以下,1,6670.0,5002.5,4002.0,3335.0,False
8031.T,三井物産,Nikkei225,5780.0,6178.05,-6.443,-10.111,-15.525,11.549,16.964,5553.4,5218.9,4.08,MILD DIP,6540,5.415,1.99,115.0,2.07,5,30,6597.9,12.4,False,False,False,False,False,1.96,False,-1.5,-20.4,減益,26.3,True,77.9,19.7,10.8,59.9,True,資本財,Conglomerates,RSI30以下／優良財務,2,3833.3,2875.0,2300.0,1916.7,False
5019.T,出光興産,Nikkei225,1411.5,1521.25,-7.214,-11.068,-16.842,12.028,17.802,1352.9,1265.0,4.33,MILD DIP,4765,5.774,2.62,37.0,2.73,2,35,1659.0,14.9,False,False,False,False,False,0.98,True,-9.8,-36.3,減収減益,26.1,True,68.8,10.7,0.0,52.8,False,エネルギー,Oil & Gas Refining & Marketing,PBR1倍割れ／RSI30以下,2,1233.3,925.0,740.0,616.7,False
ED,Con Edison,配当貴族,109.67,112.34,-2.377,-6.645,-10.214,7.628,11.197,104.9,100.9,4.57,MILD DIP,16158,3.568,3.91,4.29,4.09,49,25,115.5,5.0,False,False,False,False,False,1.64,False,8.9,-8.3,減益,33.9,False,69.2,16.9,8.8,46.0,False,公益,Utilities - Regulated Electric,—,0,142.9,107.2,85.8,71.5,False
AWK,American Water Works,配当貴族,133.25,135.8,-1.874,-6.287,-9.748,7.556,11.016,127.3,122.6,4.71,MILD DIP,4502,3.461,3.06,4.08,3.2,12,25,172.5,22.8,False,False,False,False,False,2.4,False,5.8,0.0,—,38.1,False,41.0,20.3,10.5,40.5,False,公益,Utilities - Regulated Water,—,0,135.9,101.9,81.5,68.0,False
9005.T,東急,Nikkei225,1767.0,1866.33,-5.322,-9.713,-14.743,10.408,15.438,1685.1,1591.2,4.86,MILD DIP,6540,5.03,1.63,28.8,1.71,2,25,2039.8,13.4,False,False,False,False,False,1.15,False,2.0,-2.9,減益,23.4,True,33.3,15.4,0.0,39.7,False,一般消費財,Department Stores,RSI30以下,1,960.0,720.0,576.0,480.0,False
5020.T,ENEOS HD,Nikkei225,1325.5,1404.48,-5.623,-10.089,-15.314,10.813,16.039,1262.8,1189.4,4.97,MILD DIP,6281,5.226,2.53,33.5,2.65,2,30,1525.7,13.1,False,False,False,False,False,1.12,False,-7.0,-35.3,減収減益,15.9,True,74.4,13.3,2.1,57.4,False,エネルギー,Oil & Gas Refining & Marketing,RSI30以下,1,1116.7,837.5,670.0,558.3,False
9007.T,小田急電鉄,Nikkei225,1623.0,1663.89,-2.458,-7.203,-10.932,7.713,11.442,1544.0,1482.0,5.11,MILD DIP,6540,3.729,2.91,47.3,3.06,3,20,3161.6,48.7,False,False,False,False,False,1.12,False,0.0,0.0,—,41.7,False,31.2,14.6,9.0,42.6,False,資本財,Railroads,—,0,1576.7,1182.5,946.0,788.3,False
4528.T,小野薬品,Nikkei225,2356.5,2459.93,-4.205,-8.922,-13.563,9.644,14.285,2240.5,2126.3,5.18,MILD DIP,6278,4.641,0.0,0.0,0.0,0,27,4499.8,47.6,False,False,False,True,False,1.32,False,4.2,93.1,微増,20.5,True,73.5,13.9,7.5,87.2,False,ヘルスケア,Drug Manufacturers - General,RSI30以下／月足GC,2,0.0,0.0,0.0,0.0,False
4578.T,大塚HD,Nikkei225,10580.0,10908.4,-3.011,-7.799,-12.037,9.152,13.39,10057.6,9595.3,5.19,MILD DIP,3751,4.238,1.34,141.5,1.41,3,20,11500.0,8.0,False,False,False,False,False,1.84,False,8.4,-55.9,減益,24.2,True,80.0,20.4,12.5,93.1,True,ヘルスケア,Drug Manufacturers - General,RSI30以下／優良財務,2,4716.7,3537.5,2830.0,2358.3,False
3382.T,セブン&アイ,Nikkei225,2005.0,2090.2,-4.076,-8.873,-13.472,9.522,14.121,1904.7,1808.6,5.26,MILD DIP,6540,4.599,2.52,50.6,2.66,1,20,2548.6,21.3,False,False,False,False,False,1.28,False,-19.0,-6.2,減収減益,29.5,True,20.8,17.4,7.6,49.0,False,生活必需品,Grocery Stores,RSI30以下,1,1686.7,1265.0,1012.0,843.3,False
3088.T,マツキヨココカラ,Nikkei225,2346.0,2466.16,-4.873,-9.726,-14.863,10.824,15.961,2226.3,2099.6,5.38,MILD DIP,6278,5.137,0.0,0.0,0.0,4,20,3327.2,29.5,False,False,False,False,False,1.76,False,0.0,0.0,—,13.0,True,2.3,16.9,10.9,99.7,True,ヘルスケア,Pharmaceutical Retailers,RSI30以下／優良財務,2,0.0,0.0,0.0,0.0,False
2914.T,JT,Nikkei225,5757.0,5943.48,-3.138,-8.113,-12.436,9.178,13.501,5461.3,5204.4,5.41,MILD DIP,6540,4.323,4.44,255.5,4.68,1,40,6140.0,6.2,False,False,False,False,True,2.5,False,0.0,0.0,—,19.5,True,79.2,19.1,12.6,71.0,True,生活必需品,Tobacco,高配当／RSI30以下／優良財務,3,8516.7,6387.5,5110.0,4258.3,False
9021.T,西日本旅客鉄道,Nikkei225,3044.0,3131.13,-2.783,-7.78,-11.786,8.244,12.25,2887.5,2762.1,5.42,MILD DIP,6540,4.006,3.03,92.1,3.19,3,22,4278.0,28.8,False,False,False,False,False,1.16,False,7.7,-21.1,減益,33.9,False,12.3,12.9,9.8,46.8,False,資本財,Railroads,—,0,3070.0,2302.5,1842.0,1535.0,False
9503.T,関西電力,Nikkei225,2445.0,2574.21,-5.019,-9.943,-15.036,10.43,15.523,2318.3,2187.2,5.47,MILD DIP,6540,5.093,3.06,74.9,3.23,2,32,2775.5,11.9,False,False,False,False,False,0.81,True,0.0,0.0,—,24.7,True,69.8,7.4,12.4,44.0,False,公益,Utilities - Renewable,PBR1倍割れ／RSI30以下,2,2496.7,1872.5,1498.0,1248.3,False
1332.T,日本水産,Nikkei225,1277.0,1347.53,-5.234,-10.322,-15.751,11.394,16.824,1208.4,1135.3,5.67,MILD DIP,6540,5.429,2.35,30.0,2.48,6,25,1539.7,17.1,False,False,False,False,False,1.36,False,6.4,-9.1,減益,25.1,True,60.7,14.4,10.7,54.8,True,生活必需品,Packaged Foods,RSI30以下／優良財務,2,1000.0,750.0,600.0,500.0,False
CAG,Conagra Brands,SP500高配当,14.84,15.32,-3.146,-8.375,-12.833,9.458,13.916,14.0,13.4,5.71,MILD DIP,11593,4.458,9.43,1.4,9.97,0,45,34.4,56.9,True,False,False,False,True,0.87,True,-1.9,39.0,—,35.8,False,6.8,8.7,-0.5,52.7,False,生活必需品,Packaged Foods,高配当／PBR1倍割れ／半値,3,46.7,35.0,28.0,23.3,False
9001.T,東武鉄道,Nikkei225,2848.5,2898.54,-1.726,-7.066,-10.7,7.472,11.107,2693.7,2588.4,5.75,MILD DIP,6540,3.635,2.29,65.3,2.42,4,20,3907.6,27.1,False,False,False,False,False,0.93,True,0.0,0.0,—,43.0,False,56.1,12.5,0.0,43.0,False,資本財,Railroads,PBR1倍割れ,1,2176.7,1632.5,1306.0,1088.3,False
4661.T,OLC,Nikkei225,2613.0,2673.01,-2.245,-7.696,-11.767,8.585,12.656,2467.3,2358.5,5.91,MILD DIP,6281,4.07,0.56,14.7,0.6,0,22,5630.2,53.6,True,False,False,False,False,3.98,False,2.9,2.7,微増,33.7,False,5.6,29.9,0.0,76.1,False,一般消費財,Leisure,半値,1,490.0,367.5,294.0,245.0,False
2871.T,ニチレイ,Nikkei225,1896.0,1957.23,-3.128,-8.684,-13.269,9.655,14.24,1787.3,1697.5,6.08,MILD DIP,6540,4.585,2.48,47.0,2.63,0,20,2188.3,13.4,False,False,False,False,False,1.73,False,0.0,0.0,—,26.5,True,50.7,8.0,9.8,69.7,False,生活必需品,Packaged Foods,RSI30以下,1,1566.7,1175.0,940.0,783.3,False
9008.T,京王電鉄,Nikkei225,775.8,790.86,-1.904,-7.579,-11.485,8.046,11.952,730.9,700.0,6.14,MILD DIP,6540,3.906,14.04,108.9,14.9,3,40,1602.7,51.6,True,False,False,False,True,1.03,False,7.3,-15.2,減益,41.1,False,56.5,2.8,8.6,48.8,False,資本財,Conglomerates,高配当／半値,2,3630.0,2722.5,2178.0,1815.0,False
4452.T,花王,Nikkei225,6010.0,6103.4,-1.53,-7.248,-11.0,7.756,11.507,5661.0,5432.1,6.16,MILD DIP,6540,3.751,2.6,156.4,2.76,36,20,8014.7,25.0,False,False,False,False,False,2.55,False,4.1,-1.5,減益,35.1,False,7.3,23.2,11.0,81.8,True,生活必需品,Household & Personal Products,優良財務,1,5213.3,3910.0,3128.0,2606.7,False
