ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
7974.T,任天堂,Nikkei225,8189.0,9030.72,-9.321,-12.519,-19.02,13.489,19.991,7900.2,7313.0,3.66,MILD DIP,6274,6.502,2.44,199.5,2.53,0,35,14387.3,43.1,False,False,False,False,False,3.2,False,86.3,24.4,増収増益,31.5,False,0.9,24.1,14.1,0.0,False,通信,Electronic Gaming & Multimedia,—,0,6650.0,4987.5,3990.0,3325.0,False
SYY,Sysco,配当貴族,74.04,78.21,-5.331,-8.806,-13.554,10.186,14.934,71.3,67.6,3.81,MILD DIP,13322,4.748,0.0,0.0,0.0,53,20,90.5,18.2,False,False,False,False,False,15.53,False,3.0,-1.2,減益,34.5,False,25.3,14.8,82.3,13.5,False,生活必需品,Food Distribution,—,0,0.0,0.0,0.0,0.0,False
TEAM,Atlassian,NASDAQ100,59.71,68.95,-13.395,-16.675,-25.302,17.834,26.462,57.4,51.5,3.94,MILD DIP,2576,8.627,0.0,0.0,0.0,0,30,458.1,87.0,True,False,False,False,False,9.96,False,23.3,0.0,—,35.2,False,2.0,10.8,-13.5,56.7,False,テクノロジー,Software - Application,半値,1,0.0,0.0,0.0,0.0,False
WDAY,Workday,NASDAQ100,117.86,128.93,-8.587,-12.277,-18.629,13.13,19.482,113.1,104.9,4.21,MILD DIP,3369,6.352,0.0,0.0,0.0,0,35,307.2,61.6,True,False,False,False,False,3.91,False,14.5,62.9,増収増益,37.6,False,4.5,9.5,8.2,67.1,False,テクノロジー,Software - Application,半値,1,0.0,0.0,0.0,0.0,False
AWK,American Water Works,配当貴族,133.39,136.57,-2.325,-6.282,-9.742,7.558,11.018,128.0,123.3,4.22,MILD DIP,4498,3.46,0.0,0.0,0.0,0,20,172.5,22.7,False,False,False,False,False,2.4,False,5.8,0.0,—,49.6,False,41.4,20.3,10.5,40.5,False,公益,Utilities - Regulated Water,—,0,0.0,0.0,0.0,0.0,False
4578.T,大塚HD,Nikkei225,10545.0,10962.4,-3.808,-7.797,-12.036,9.157,13.396,10107.7,9643.0,4.33,MILD DIP,3747,4.239,1.34,141.5,1.4,0,25,11500.0,8.3,False,False,False,False,False,1.84,False,8.4,-55.9,減益,38.5,False,79.3,20.3,12.5,93.1,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4716.7,3537.5,2830.0,2358.3,False
3382.T,セブン&アイ,Nikkei225,1999.0,2092.02,-4.446,-8.872,-13.471,9.526,14.125,1906.4,1810.2,4.86,MILD DIP,6536,4.599,2.53,50.6,2.65,0,25,2548.6,21.6,False,False,False,False,False,1.28,False,-19.0,-4.6,減益,39.4,False,19.6,17.3,7.6,49.0,False,生活必需品,Grocery Stores,—,0,1686.7,1265.0,1012.0,843.3,False
TMUS,T-Mobile,NASDAQ100,190.0,206.79,-8.118,-12.392,-18.812,13.288,19.708,181.2,167.9,4.88,MILD DIP,4753,6.42,2.19,4.16,2.3,0,25,268.2,29.2,False,False,False,False,False,3.55,False,11.3,-26.6,減益,16.8,True,10.1,13.6,18.2,32.4,False,通信,Telecom Services,RSI30以下,1,138.7,104.0,83.2,69.3,False
9021.T,西日本旅客鉄道,Nikkei225,3065.0,3160.37,-3.018,-7.779,-11.785,8.247,12.253,2914.5,2787.9,5.16,MILD DIP,6536,4.006,3.0,92.1,3.16,0,22,4278.0,28.4,False,False,False,False,False,1.17,False,7.7,-21.1,減益,38.9,False,17.4,13.0,9.8,46.8,False,資本財,Railroads,—,0,3070.0,2302.5,1842.0,1535.0,False
9532.T,大阪ガス,Nikkei225,6205.0,6337.12,-2.085,-6.985,-10.694,7.851,11.56,5894.5,5659.4,5.27,MILD DIP,6536,3.709,1.94,120.1,2.04,0,15,6674.5,7.0,False,False,False,False,False,1.39,False,-2.9,17.6,—,44.6,False,82.2,21.2,10.8,68.9,True,公益,Utilities - Regulated Gas,優良財務,1,4003.3,3002.5,2402.0,2001.7,False
CL,Colgate-Palmolive,配当貴族,84.16,86.16,-2.326,-7.303,-11.213,8.337,12.247,79.9,76.5,5.37,MILD DIP,13326,3.91,0.0,0.0,0.0,60,10,105.0,19.9,False,False,False,False,False,1256.12,False,5.8,0.0,—,48.5,False,38.8,20.5,497.5,4.1,False,生活必需品,Household & Personal Products,—,0,0.0,0.0,0.0,0.0,False
PG,Procter & Gamble,Dow30,144.38,146.05,-1.143,-6.315,-9.726,7.329,10.74,136.8,131.8,5.52,MILD DIP,16154,3.411,2.96,4.27,3.12,67,15,173.8,16.9,False,False,False,False,False,6.42,False,1.5,-5.4,減益,53.5,False,19.9,19.9,31.6,59.3,True,生活必需品,Household & Personal Products,優良財務,1,142.3,106.7,85.4,71.2,False
CRM,Salesforce,Dow30,171.31,185.77,-7.781,-12.637,-19.438,14.568,21.369,162.3,149.7,5.56,MILD DIP,5463,6.801,1.03,1.76,1.08,0,30,364.2,53.0,True,False,False,False,False,2.69,False,12.1,17.9,増収増益,38.9,False,5.9,11.5,12.4,77.0,True,テクノロジー,Software - Application,優良財務／半値,2,58.7,44.0,35.2,29.3,False
ZS,Zscaler,NASDAQ100,122.68,142.06,-13.641,-18.233,-27.928,20.548,30.243,116.2,102.4,5.62,MILD DIP,2006,9.695,0.0,0.0,0.0,0,20,368.8,66.7,True,False,False,False,False,8.97,False,25.9,0.0,—,34.9,False,3.6,26.7,-3.6,54.1,False,テクノロジー,Software - Infrastructure,半値,1,0.0,0.0,0.0,0.0,False
4661.T,OLC,Nikkei225,2636.5,2697.46,-2.26,-7.697,-11.768,8.588,12.66,2489.8,2380.0,5.89,MILD DIP,6277,4.071,0.56,14.7,0.59,0,22,5630.2,53.2,True,False,False,False,False,4.02,False,2.9,2.7,微増,45.1,False,7.6,30.1,0.0,76.1,False,一般消費財,Leisure,半値,1,490.0,367.5,294.0,245.0,False
1333.T,マルハニチロ,Nikkei225,1435.0,1461.31,-1.801,-7.296,-11.219,8.394,12.316,1354.7,1297.4,5.93,MILD DIP,2940,3.922,0.0,0.0,0.0,0,15,1560.2,8.0,False,False,False,False,False,0.91,True,1.7,0.0,—,41.8,False,74.4,5.5,8.5,46.1,False,生活必需品,Packaged Foods,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
KMB,Kimberly-Clark,配当貴族,97.16,98.1,-0.956,-6.614,-10.196,7.714,11.296,91.6,88.1,6.06,MILD DIP,11589,3.582,5.32,5.17,5.64,51,27,141.1,31.2,False,False,False,False,False,21.47,False,-0.6,11.0,—,45.0,False,9.1,12.7,126.6,17.7,False,生活必需品,Household & Personal Products,—,0,172.3,129.2,103.4,86.2,False
ED,Con Edison,配当貴族,111.66,112.76,-0.973,-6.645,-10.214,7.629,11.198,105.3,101.2,6.08,MILD DIP,16154,3.569,0.0,0.0,0.0,49,10,115.5,3.3,False,False,False,False,False,1.67,False,8.9,-8.3,減益,57.1,False,78.5,17.2,8.8,46.0,False,公益,Utilities - Regulated Electric,—,0,0.0,0.0,0.0,0.0,False
4507.T,塩野義製薬,Nikkei225,3299.0,3439.32,-4.08,-9.713,-14.812,10.686,15.786,3105.3,2929.9,6.24,MILD DIP,6536,5.1,1.99,65.7,2.12,0,20,3629.6,9.1,False,False,False,False,False,1.85,False,23.5,47.4,増収増益,41.4,False,71.2,17.3,13.5,98.5,True,ヘルスケア,Drug Manufacturers - Specialty & Generic,優良財務,1,2190.0,1642.5,1314.0,1095.0,False
ES,Eversource Energy,SP500高配当,69.01,70.01,-1.423,-7.212,-10.989,7.894,11.671,65.0,62.3,6.24,MILD DIP,13375,3.777,4.61,3.18,4.9,0,27,80.2,13.9,False,False,False,False,False,1.6,False,13.4,466.2,増収増益,60.5,False,64.5,13.5,10.8,35.1,False,公益,Utilities - Regulated Electric,—,0,106.0,79.5,63.6,53.0,False
NEE,NextEra Energy,配当貴族,91.31,92.21,-0.973,-6.823,-10.5,7.882,11.559,85.9,82.5,6.28,MILD DIP,13375,3.676,0.0,0.0,0.0,29,15,95.0,3.9,False,False,False,False,False,3.48,False,20.7,26.0,増収増益,48.0,False,85.0,20.9,8.4,40.6,False,公益,Utilities - Regulated Electric,—,0,0.0,0.0,0.0,0.0,False
8031.T,三井物産,Nikkei225,5902.0,6176.57,-4.445,-10.106,-15.52,11.552,16.966,5552.4,5218.0,6.3,MILD DIP,6536,5.414,1.95,115.0,2.07,0,15,6597.9,10.5,False,False,False,False,False,2.0,False,-1.5,-20.4,減益,38.5,False,81.1,20.1,10.8,59.9,True,資本財,Conglomerates,優良財務,1,3833.3,2875.0,2300.0,1916.7,False
7013.T,IHI,Nikkei225,3153.0,3474.86,-9.262,-14.709,-22.434,16.194,23.92,2963.8,2695.3,6.39,MILD DIP,6536,7.726,0.62,19.6,0.66,0,10,4487.1,29.7,False,False,False,False,False,5.93,False,5.9,-22.4,減益,36.3,False,52.7,5.5,23.6,48.1,False,資本財,Specialty Industrial Machinery,—,0,653.3,490.0,392.0,326.7,False
9020.T,東日本旅客鉄道,Nikkei225,3582.0,3624.23,-1.165,-7.303,-11.073,7.776,11.546,3359.5,3222.9,6.62,MILD DIP,6536,3.77,1.96,70.1,2.09,0,10,4160.0,13.9,False,False,False,False,False,1.34,False,6.3,-5.8,減益,47.0,False,49.7,17.4,7.7,38.7,False,資本財,Railroads,—,0,2336.7,1752.5,1402.0,1168.3,False
KO,Coca-Cola,Dow30,75.9,76.38,-0.627,-6.798,-10.493,7.979,11.673,71.2,68.4,6.62,MILD DIP,16154,3.694,2.79,2.12,2.98,61,12,81.0,6.3,False,False,False,False,False,10.15,False,2.4,3.6,微増,56.2,False,63.4,22.0,43.3,41.7,False,生活必需品,Beverages - Non-Alcoholic,—,0,70.7,53.0,42.4,35.3,False
9024.T,西武HD(注:代替),Nikkei225,4048.0,4268.03,-5.155,-11.183,-16.996,12.069,17.882,3790.7,3542.6,6.79,MILD DIP,2924,5.813,0.0,0.0,0.0,0,10,5744.6,29.5,False,False,False,False,False,1.9,False,-0.1,-8.3,減益,43.1,False,34.7,28.7,42.2,45.7,False,資本財,Conglomerates,—,0,0.0,0.0,0.0,0.0,False
MCD,McDonald's,Dow30,303.22,312.47,-2.961,-9.223,-14.185,10.625,15.587,283.7,268.1,6.9,MILD DIP,15019,4.962,2.47,7.49,2.64,48,15,339.2,10.6,False,False,False,False,False,-120.37,False,9.7,8.2,増収増益,43.7,False,33.9,21.1,0.0,0.0,False,一般消費財,Restaurants,—,0,249.7,187.2,149.8,124.8,False
7911.T,凸版印刷(注:代替),Nikkei225,4467.0,4608.39,-3.068,-9.368,-14.185,9.901,14.719,4176.7,3954.7,6.95,MILD DIP,6536,4.817,1.25,55.9,1.34,0,15,5787.2,22.8,False,False,False,False,False,0.96,True,0.0,0.0,—,45.8,False,38.3,16.7,5.5,73.7,False,資本財,Conglomerates,PBR1倍割れ,1,1863.3,1397.5,1118.0,931.7,False
KDP,Keurig Dr Pepper,NASDAQ100,26.02,26.41,-1.492,-7.933,-12.227,9.243,13.537,24.3,23.2,7.0,MILD DIP,4488,4.294,3.61,0.94,3.87,0,15,36.2,28.0,False,False,False,False,False,1.39,False,10.5,0.0,—,50.5,False,10.3,10.3,8.4,57.0,False,生活必需品,Beverages - Non-Alcoholic,—,0,31.3,23.5,18.8,15.7,False
4452.T,花王,Nikkei225,6083.0,6128.16,-0.737,-7.249,-11.002,7.759,11.511,5683.9,5454.0,7.02,MILD DIP,6536,3.752,2.57,156.4,2.75,36,20,8014.7,24.1,False,False,False,False,False,2.59,False,4.1,-1.5,減益,52.3,False,14.8,23.5,11.0,81.8,True,生活必需品,Household & Personal Products,優良財務,1,5213.3,3910.0,3128.0,2606.7,False
DLTR,Dollar Tree,NASDAQ100,100.67,107.57,-6.416,-12.586,-19.269,14.146,20.829,94.0,86.8,7.06,MILD DIP,7804,6.683,0.0,0.0,0.0,0,15,174.1,42.2,False,False,False,False,False,5.32,False,9.0,0.0,—,38.8,False,41.8,13.6,31.7,34.7,False,生活必需品,Discount Stores,—,0,0.0,0.0,0.0,0.0,False
4502.T,武田薬品,Nikkei225,5654.0,5701.6,-0.835,-7.406,-11.204,7.787,11.585,5279.3,5062.8,7.1,MILD DIP,6536,3.798,3.54,200.1,3.79,0,24,5890.0,4.0,False,False,False,False,False,1.17,False,4.2,330.2,微増,47.9,False,81.4,40.3,1.5,58.5,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,6670.0,5002.5,4002.0,3335.0,False
XEL,Xcel Energy,NASDAQ100,79.83,79.95,-0.147,-6.773,-10.372,7.624,11.223,74.5,71.7,7.11,MILD DIP,13375,3.599,3.01,2.4,3.22,0,20,83.3,4.2,False,False,False,False,False,2.11,False,14.1,20.8,増収増益,60.4,False,76.9,17.6,9.4,39.6,False,公益,Utilities - Regulated Electric,—,0,80.0,60.0,48.0,40.0,False
JNJ,Johnson & Johnson,Dow30,240.1,240.19,-0.037,-6.717,-10.401,8.017,11.701,224.1,215.2,7.16,MILD DIP,16154,3.684,2.19,5.27,2.35,61,10,248.6,3.4,False,False,False,False,False,7.09,False,9.9,-52.9,減益,59.7,False,89.0,19.0,0.0,62.3,False,ヘルスケア,Drug Manufacturers - General,—,0,175.7,131.8,105.4,87.8,False
PAYX,Paychex,NASDAQ100,88.85,91.57,-2.975,-9.493,-14.658,11.166,16.331,82.9,78.2,7.2,MILD DIP,10717,5.165,4.93,4.38,5.28,0,32,155.4,42.8,False,False,False,False,False,7.93,False,19.9,9.1,増収増益,45.6,False,4.5,15.1,0.0,44.5,False,テクノロジー,Software - Application,—,0,146.0,109.5,87.6,73.0,False
CTAS,Cintas,NASDAQ100,176.14,179.47,-1.855,-8.455,-13.093,10.096,14.734,164.3,156.0,7.21,MILD DIP,10722,4.638,0.98,1.72,1.05,39,20,226.1,22.1,False,False,False,False,False,14.71,False,8.9,9.7,増収増益,46.9,False,16.6,32.5,41.3,62.1,True,資本財,Specialty Business Services,優良財務,1,57.3,43.0,34.4,28.7,False
CSGP,CoStar Group,NASDAQ100,37.6,41.24,-8.822,-15.016,-22.914,16.578,24.477,35.0,31.8,7.29,MILD DIP,6965,7.899,0.0,0.0,0.0,0,20,99.7,62.3,True,False,False,False,False,1.89,False,26.9,-25.9,減益,33.1,False,4.5,21.2,0.1,88.0,False,不動産,Real Estate Services,半値,1,0.0,0.0,0.0,0.0,False
3349.T,コスモス薬品,Nikkei225,6346.0,6660.92,-4.728,-11.271,-17.3,12.848,18.877,5910.2,5508.6,7.37,MILD DIP,5269,6.03,0.0,0.0,0.0,0,22,9940.4,36.2,False,False,False,False,False,1.87,False,10.9,2.3,微増,42.3,False,1.7,17.4,12.0,84.4,True,ヘルスケア,Pharmaceutical Retailers,優良財務,1,0.0,0.0,0.0,0.0,False
9843.T,ニトリHD,Nikkei225,2502.0,2571.26,-2.694,-9.408,-14.405,10.584,15.581,2329.4,2200.9,7.41,MILD DIP,5801,4.998,1.41,35.4,1.52,21,15,4707.6,46.9,False,False,False,False,False,1.45,False,0.0,0.0,—,41.4,False,13.0,2.8,8.4,83.7,False,一般消費財,"Furnishings, Fixtures & Appliances",—,0,1180.0,885.0,708.0,590.0,False
BDX,Becton Dickinson,配当貴族,155.73,157.2,-0.935,-7.776,-11.914,8.778,12.916,145.0,138.5,7.42,MILD DIP,13375,4.138,0.0,0.0,0.0,51,12,211.6,26.4,False,False,False,False,False,1.75,False,1.6,28.6,微増,49.5,False,47.1,11.5,7.0,56.4,False,ヘルスケア,Medical Instruments & Supplies,—,0,0.0,0.0,0.0,0.0,False
IBM,IBM,Dow30,240.27,244.04,-1.546,-8.354,-12.746,9.213,13.605,223.7,212.9,7.43,MILD DIP,16154,4.392,2.83,6.79,3.04,0,15,313.2,23.3,False,False,False,False,False,6.9,False,12.2,89.9,増収増益,49.6,False,18.8,17.9,35.2,33.6,False,テクノロジー,Information Technology Services,—,0,226.3,169.8,135.8,113.2,False
ABBV,AbbVie,配当貴族,210.26,212.58,-1.093,-7.971,-12.389,9.703,14.121,195.6,186.2,7.47,MILD DIP,3316,4.418,0.0,0.0,0.0,0,10,240.7,12.6,False,False,False,False,False,-113.65,False,10.0,0.0,—,55.9,False,54.7,13.1,6225.0,0.0,False,ヘルスケア,Drug Manufacturers - General,—,0,0.0,0.0,0.0,0.0,False
EXC,Exelon,NASDAQ100,48.66,48.73,-0.152,-7.136,-10.959,8.157,11.981,45.3,43.4,7.52,MILD DIP,13326,3.823,3.47,1.69,3.73,0,15,50.3,3.2,False,False,False,False,False,1.73,False,-1.1,-9.3,減益,62.8,False,77.7,16.0,9.9,36.4,False,公益,Utilities - Regulated Electric,—,0,56.3,42.2,33.8,28.2,False
5413.T,日新製鋼(注:代替),Nikkei225,1335.0,1440.8,-7.343,-13.965,-21.441,15.937,23.412,1239.6,1131.9,7.7,MILD DIP,1499,7.476,0.0,0.0,0.0,0,20,1967.4,32.1,False,False,False,False,False,0.0,False,0.0,0.0,—,28.8,True,0.0,0.0,0.0,0.0,False,,,RSI30以下,1,0.0,0.0,0.0,0.0,False
BMY,Bristol-Myers Squibb,SP500高配当,58.08,58.63,-0.934,-8.078,-12.374,9.108,13.404,53.9,51.4,7.77,MILD DIP,13555,4.296,4.34,2.52,4.68,0,17,69.5,16.4,False,False,False,False,False,6.4,False,1.3,1392.1,微増,55.0,False,76.4,9.5,40.4,28.2,False,ヘルスケア,Drug Manufacturers - General,—,0,84.0,63.0,50.4,42.0,False
1928.T,積水ハウス,Nikkei225,3515.0,3553.96,-1.096,-8.232,-12.556,9.067,13.392,3261.4,3107.7,7.78,MILD DIP,6536,4.325,4.24,149.0,4.57,0,40,3867.5,9.1,False,False,False,False,True,1.06,False,5.6,60.8,増収増益,46.9,False,61.9,9.3,11.2,54.2,True,一般消費財,Residential Construction,高配当／優良財務,2,4966.7,3725.0,2980.0,2483.3,False
OKE,ONEOK,SP500高配当,84.84,88.18,-3.782,-10.754,-16.438,11.982,17.667,78.7,73.7,7.81,MILD DIP,11451,5.684,5.07,4.3,5.46,0,22,109.7,22.7,False,False,False,False,False,2.38,False,29.5,-1.5,減益,33.7,False,66.6,14.0,15.5,40.6,False,エネルギー,Oil & Gas Midstream,—,0,143.3,107.5,86.0,71.7,False
PEP,PepsiCo,NASDAQ100,155.72,155.28,0.285,-6.997,-10.78,8.133,11.915,144.4,138.5,7.83,NEUTRAL,13555,3.782,3.76,5.86,4.06,51,25,177.2,12.1,False,False,False,True,False,10.43,False,5.6,67.5,増収増益,61.4,False,64.1,17.0,42.8,27.9,False,生活必需品,Beverages - Non-Alcoholic,月足GC,1,195.3,146.5,117.2,97.7,False
1801.T,大成建設,Nikkei225,15910.0,16489.1,-3.512,-10.541,-16.158,11.927,17.544,14751.0,13824.8,7.86,MILD DIP,6536,5.617,1.68,266.8,1.81,0,10,20163.4,21.1,False,False,False,False,False,3.01,False,-9.6,11.3,—,45.0,False,66.1,33.4,0.0,59.7,False,資本財,Engineering & Construction,—,0,8893.3,6670.0,5336.0,4446.7,False
ATO,Atmos Energy,配当貴族,188.16,185.92,1.205,-6.208,-9.607,7.39,10.789,174.4,168.1,7.9,NEUTRAL,10632,3.399,0.0,0.0,0.0,39,15,192.3,2.1,False,False,False,False,False,2.18,False,14.2,9.4,増収増益,67.7,False,89.8,21.3,9.2,59.7,False,公益,Utilities - Regulated Gas,—,0,0.0,0.0,0.0,0.0,False
9434.T,ソフトバンク,Nikkei225,220.8,214.06,3.148,-4.467,-6.985,5.607,8.125,204.5,199.1,7.97,NEUTRAL,1760,2.518,4.03,8.9,4.35,0,30,237.4,7.0,False,False,False,False,True,3.69,False,0.0,0.0,—,58.7,False,34.5,19.1,17.6,40.4,False,通信,Telecom Services,高配当,1,296.7,222.5,178.0,148.3,False
