ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,div_consec_years,buy_score,ath,drop_from_ath,half_from_ath,cross_above_25ma,monthly_bullish,method12,flag_high_div,pbr,pbr_under1,rev_growth_pct,earn_growth_pct,biz_momentum,rsi_14,rsi_oversold,week52_pos,per,roe,equity_ratio,is_quality,sector,industry,signals,n_signals,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct,sector_sole_dip
8058.T,三菱商事,Nikkei225,4952.0,5350.89,-7.455,-10.068,-15.471,11.544,16.947,4812.1,4523.0,2.91,MILD DIP,6538,5.403,2.22,110.1,2.29,9,45,5707.0,13.2,False,False,False,False,False,2.02,False,9.9,27.8,増収増益,25.7,True,75.1,23.4,8.5,59.1,False,資本財,Conglomerates,RSI30以下,1,3670.0,2752.5,2202.0,1835.0,False
AWK,American Water Works,配当貴族,131.61,136.05,-3.265,-6.287,-9.748,7.556,11.017,127.5,122.8,3.22,MILD DIP,4501,3.461,3.1,4.08,3.2,12,25,172.5,23.7,False,False,False,False,False,2.37,False,5.8,0.0,—,38.9,False,35.3,20.0,10.5,40.5,False,公益,Utilities - Regulated Water,—,0,135.9,101.9,81.5,68.0,False
VZ,Verizon,SP500高配当,46.55,48.36,-3.74,-6.787,-10.415,7.723,11.35,45.1,43.3,3.27,MILD DIP,10660,3.627,6.02,2.8,6.21,21,45,50.6,8.0,False,False,False,False,True,1.88,False,2.0,-53.3,減益,27.3,True,61.4,8.9,17.1,36.4,False,通信,Telecom Services,高配当／RSI30以下,2,93.3,70.0,56.0,46.7,False
T,AT&T,配当貴族,26.51,27.47,-3.486,-7.122,-10.964,8.249,12.092,25.5,24.5,3.91,MILD DIP,10660,3.843,5.24,1.39,5.45,0,37,28.8,7.9,False,False,False,False,False,1.69,False,3.6,-5.6,減益,26.5,True,52.0,10.4,18.8,44.6,False,通信,Telecom Services,RSI30以下,1,46.3,34.8,27.8,23.2,False
4507.T,塩野義製薬,Nikkei225,3220.0,3427.21,-6.046,-9.715,-14.815,10.685,15.785,3094.3,2919.5,4.06,MILD DIP,6538,5.1,2.04,65.7,2.12,13,35,3629.6,11.3,False,False,False,False,False,1.81,False,23.5,47.4,増収増益,31.7,False,66.3,16.8,13.5,98.5,True,ヘルスケア,Drug Manufacturers - Specialty & Generic,優良財務,1,2190.0,1642.5,1314.0,1095.0,False
9532.T,大阪ガス,Nikkei225,6128.0,6331.41,-3.213,-6.986,-10.695,7.85,11.559,5889.1,5654.3,4.06,MILD DIP,6538,3.709,1.96,120.1,2.04,5,25,6674.5,8.2,False,False,False,False,False,1.37,False,-2.9,17.6,—,34.4,False,79.4,21.0,10.8,68.9,True,公益,Utilities - Regulated Gas,優良財務,1,4003.3,3002.5,2402.0,2001.7,False
9020.T,東日本旅客鉄道,Nikkei225,3478.0,3604.08,-3.498,-7.304,-11.074,7.775,11.545,3340.8,3205.0,4.11,MILD DIP,6538,3.77,2.02,70.1,2.1,3,25,4160.0,16.4,False,False,False,False,False,1.3,False,6.3,-5.8,減益,37.3,False,41.4,16.9,7.7,38.7,False,資本財,Railroads,—,0,2336.7,1752.5,1402.0,1168.3,False
EXC,Exelon,NASDAQ100,47.02,48.54,-3.132,-7.136,-10.959,8.156,11.979,45.1,43.2,4.31,MILD DIP,13329,3.823,3.59,1.69,3.75,4,25,50.3,6.5,False,False,False,False,False,1.67,False,-1.1,-9.3,減益,38.8,False,59.4,15.5,9.9,36.4,False,公益,Utilities - Regulated Electric,—,0,56.3,42.2,33.8,28.2,False
8031.T,三井物産,Nikkei225,5800.0,6181.16,-6.167,-10.108,-15.522,11.55,16.965,5556.4,5221.7,4.38,MILD DIP,6538,5.414,1.98,115.0,2.07,5,25,6597.9,12.1,False,False,False,False,False,1.97,False,-1.5,-20.4,減益,36.1,False,78.5,19.7,10.8,59.9,True,資本財,Conglomerates,優良財務,1,3833.3,2875.0,2300.0,1916.7,False
4578.T,大塚HD,Nikkei225,10530.0,10935.8,-3.711,-7.798,-12.037,9.155,13.393,10083.0,9619.5,4.43,MILD DIP,3749,4.238,1.34,141.5,1.4,3,25,11500.0,8.4,False,False,False,False,False,1.83,False,8.4,-55.9,減益,34.1,False,79.0,20.3,12.5,93.1,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4716.7,3537.5,2830.0,2358.3,False
1333.T,マルハニチロ,Nikkei225,1413.0,1459.56,-3.19,-7.298,-11.22,8.391,12.313,1353.1,1295.8,4.43,MILD DIP,2942,3.922,0.0,0.0,0.0,4,25,1560.2,9.4,False,False,False,False,False,0.89,True,1.7,0.0,—,38.5,False,70.7,5.4,8.5,46.1,False,生活必需品,Packaged Foods,PBR1倍割れ,1,0.0,0.0,0.0,0.0,False
9021.T,西日本旅客鉄道,Nikkei225,3029.0,3143.49,-3.642,-7.78,-11.786,8.246,12.252,2898.9,2773.0,4.49,MILD DIP,6538,4.006,3.04,92.1,3.18,3,32,4278.0,29.2,False,False,False,False,False,1.16,False,7.7,-21.1,減益,36.6,False,9.9,12.8,9.8,46.8,False,資本財,Railroads,—,0,3070.0,2302.5,1842.0,1535.0,False
ED,Con Edison,配当貴族,110.15,112.55,-2.131,-6.645,-10.214,7.629,11.197,105.1,101.1,4.84,MILD DIP,16157,3.568,3.89,4.29,4.08,49,25,115.5,4.6,False,False,False,False,False,1.64,False,8.9,-8.3,減益,44.0,False,71.4,17.0,8.8,46.0,False,公益,Utilities - Regulated Electric,—,0,142.9,107.2,85.8,71.5,False
DOW,Dow Inc,Dow30,35.6,38.93,-8.545,-12.811,-19.277,13.054,19.52,33.9,31.4,4.89,MILD DIP,1756,6.466,6.88,2.45,7.22,0,45,56.2,36.7,False,False,False,False,True,1.6,False,-9.1,0.0,—,34.4,False,68.0,22.9,-13.8,47.2,False,素材,Chemicals,高配当,1,81.7,61.2,49.0,40.8,False
JNJ,Johnson & Johnson,Dow30,234.18,239.33,-2.154,-6.717,-10.401,8.017,11.7,223.3,214.4,4.89,MILD DIP,16157,3.683,2.25,5.27,2.36,61,20,248.6,5.8,False,False,False,False,False,6.92,False,9.9,-52.9,減益,37.1,False,83.4,18.4,0.0,62.3,False,ヘルスケア,Drug Manufacturers - General,—,0,175.7,131.8,105.4,87.8,False
HRL,Hormel Foods,配当貴族,21.19,21.76,-2.615,-7.6,-11.692,8.771,12.864,20.1,19.2,5.39,MILD DIP,11592,4.093,5.52,1.17,5.82,57,37,47.5,55.4,True,False,False,False,False,1.47,False,-2.9,-5.1,減益,28.8,True,7.5,13.5,6.1,95.9,False,生活必需品,Packaged Foods,RSI30以下／半値,2,39.0,29.2,23.4,19.5,False
CAG,Conagra Brands,SP500高配当,14.86,15.38,-3.411,-8.374,-12.833,9.459,13.917,14.1,13.4,5.42,MILD DIP,11592,4.458,9.42,1.4,9.93,0,45,34.4,56.8,True,False,False,False,True,0.87,True,-1.9,39.0,—,38.2,False,7.0,8.7,-0.5,52.7,False,生活必需品,Packaged Foods,高配当／PBR1倍割れ／半値,3,46.7,35.0,28.0,23.3,False
3088.T,マツキヨココカラ,Nikkei225,2362.0,2473.76,-4.518,-9.724,-14.862,10.825,15.963,2233.2,2106.1,5.77,MILD DIP,6276,5.137,0.0,0.0,0.0,4,15,3327.2,29.0,False,False,False,False,False,1.77,False,0.0,0.0,—,30.5,False,0.3,17.0,10.9,99.7,True,ヘルスケア,Pharmaceutical Retailers,優良財務,1,0.0,0.0,0.0,0.0,False
4502.T,武田薬品,Nikkei225,5586.0,5701.94,-2.033,-7.406,-11.204,7.785,11.583,5279.7,5063.1,5.8,MILD DIP,6538,3.798,3.58,200.1,3.79,3,24,5890.0,5.2,False,False,False,False,False,1.15,False,4.2,330.2,微増,42.4,False,78.0,39.8,1.5,58.5,False,ヘルスケア,Drug Manufacturers - Specialty & Generic,—,0,6670.0,5002.5,4002.0,3335.0,False
4452.T,花王,Nikkei225,6008.0,6114.08,-1.735,-7.249,-11.001,7.758,11.509,5670.9,5441.5,5.94,MILD DIP,6538,3.752,2.6,156.4,2.76,36,20,8014.7,25.0,False,False,False,False,False,2.55,False,4.1,-1.5,減益,48.9,False,7.2,23.2,11.0,81.8,True,生活必需品,Household & Personal Products,優良財務,1,5213.3,3910.0,3128.0,2606.7,False
4519.T,中外製薬,Nikkei225,8349.0,8717.76,-4.23,-9.648,-14.803,10.972,16.127,7876.7,7427.3,6.0,MILD DIP,6538,5.155,1.58,131.5,1.67,9,20,10455.0,20.1,False,False,False,False,False,6.78,False,14.6,40.3,増収増益,43.0,False,50.6,35.4,22.1,98.7,True,ヘルスケア,Drug Manufacturers - General,優良財務,1,4383.3,3287.5,2630.0,2191.7,False
NKE,Nike,Dow30,46.03,48.78,-5.631,-11.093,-16.999,12.531,18.437,43.4,40.5,6.14,MILD DIP,11412,5.906,3.56,1.64,3.78,24,30,165.2,72.1,True,False,False,False,False,4.84,False,0.1,-34.8,減益,35.1,False,10.3,24.5,16.0,55.8,True,一般消費財,Footwear & Accessories,優良財務／半値,2,54.7,41.0,32.8,27.3,False
2914.T,JT,Nikkei225,5800.0,5942.28,-2.394,-8.113,-12.436,9.179,13.502,5460.2,5203.3,6.22,MILD DIP,6538,4.323,4.41,255.5,4.68,1,40,6140.0,5.5,False,False,False,False,True,2.52,False,0.0,0.0,—,27.6,True,81.3,19.3,12.6,71.0,True,生活必需品,Tobacco,高配当／RSI30以下／優良財務,3,8516.7,6387.5,5110.0,4258.3,False
OKE,ONEOK,SP500高配当,83.51,88.07,-5.181,-10.755,-16.439,11.981,17.665,78.6,73.6,6.25,MILD DIP,11454,5.684,5.15,4.3,5.47,3,27,109.7,23.9,False,False,False,False,False,2.34,False,29.5,-1.5,減益,22.9,True,62.3,13.6,15.5,40.6,False,エネルギー,Oil & Gas Midstream,RSI30以下,1,143.3,107.5,86.0,71.7,False
7011.T,三菱重工業,Nikkei225,4371.0,4655.13,-6.104,-11.651,-17.8,12.946,19.095,4112.8,3826.5,6.28,MILD DIP,6538,6.149,0.57,24.7,0.6,3,10,5181.4,15.6,False,False,False,False,False,5.54,False,-2.9,47.8,—,48.4,False,68.8,47.2,0.0,74.2,False,資本財,Specialty Industrial Machinery,—,0,823.3,617.5,494.0,411.7,False
MO,Altria Group,SP500高配当,64.17,65.47,-1.979,-7.824,-12.141,9.441,13.758,60.3,57.5,6.34,MILD DIP,16157,4.316,6.7,4.3,7.13,16,30,68.6,6.4,False,False,False,False,True,-30.67,False,-0.5,-62.9,減益,37.2,False,59.9,11.0,0.0,0.0,False,生活必需品,Tobacco,高配当,1,143.3,107.5,86.0,71.7,False
4661.T,OLC,Nikkei225,2635.0,2684.08,-1.828,-7.697,-11.767,8.587,12.658,2477.5,2368.2,6.36,MILD DIP,6279,4.071,0.56,14.7,0.59,0,22,5630.2,53.2,True,False,False,False,False,4.02,False,2.9,2.7,微増,49.7,False,7.5,30.1,0.0,76.1,False,一般消費財,Leisure,半値,1,490.0,367.5,294.0,245.0,False
ADP,ADP,NASDAQ100,200.47,202.93,-1.211,-7.33,-11.333,8.68,12.683,188.1,179.9,6.6,MILD DIP,11592,4.003,3.25,6.52,3.47,48,30,318.8,37.1,False,False,False,False,False,12.64,False,6.2,11.5,増収増益,49.0,False,8.7,16.8,73.8,58.8,True,テクノロジー,Software - Application,優良財務,1,217.3,163.0,130.4,108.7,False
KO,Coca-Cola,Dow30,75.74,76.17,-0.56,-6.798,-10.492,7.978,11.672,71.0,68.2,6.69,MILD DIP,16157,3.694,2.8,2.12,2.99,61,12,81.0,6.5,False,False,False,False,False,10.13,False,2.4,3.6,微増,50.2,False,62.4,21.9,43.3,41.7,False,生活必需品,Beverages - Non-Alcoholic,—,0,70.7,53.0,42.4,35.3,False
9007.T,小田急電鉄,Nikkei225,1645.5,1661.77,-0.979,-7.203,-10.932,7.715,11.444,1542.1,1480.1,6.71,MILD DIP,6538,3.729,2.87,47.3,3.07,3,20,3161.6,48.0,False,False,False,False,False,1.14,False,0.0,0.0,—,49.9,False,39.5,14.8,9.0,42.6,False,資本財,Railroads,—,0,1576.7,1182.5,946.0,788.3,False
7013.T,IHI,Nikkei225,3120.0,3424.73,-8.898,-14.712,-22.438,16.192,23.918,2920.9,2656.3,6.82,MILD DIP,6538,7.726,0.63,19.6,0.67,1,20,4487.1,30.5,False,False,False,True,False,5.87,False,5.9,-22.4,減益,41.7,False,51.7,5.4,23.6,48.1,False,資本財,Specialty Industrial Machinery,月足GC,1,653.3,490.0,392.0,326.7,False
ATO,Atmos Energy,配当貴族,186.54,186.17,0.199,-6.207,-9.606,7.389,10.788,174.6,168.3,6.83,NEUTRAL,10635,3.399,2.47,4.61,2.64,39,15,192.3,3.0,False,False,False,False,False,2.16,False,14.2,9.4,増収増益,57.6,False,86.0,21.1,9.2,59.7,False,公益,Utilities - Regulated Gas,—,0,153.7,115.2,92.2,76.8,False
MDLZ,Mondelez,NASDAQ100,57.25,57.21,0.064,-6.356,-9.707,7.049,10.4,53.6,51.7,6.86,NEUTRAL,6224,3.351,3.56,2.04,3.81,11,20,72.1,20.6,False,True,False,False,False,2.84,False,9.3,-60.4,減益,46.7,False,30.3,17.0,9.3,54.1,False,生活必需品,Confectioners,日足25MA上抜け,1,68.0,51.0,40.8,34.0,False
9001.T,東武鉄道,Nikkei225,2877.5,2895.39,-0.618,-7.066,-10.701,7.474,11.109,2690.8,2585.5,6.94,MILD DIP,6538,3.635,2.27,65.3,2.43,4,20,3907.6,26.4,False,False,False,False,False,0.94,True,0.0,0.0,—,54.7,False,60.2,12.6,0.0,43.0,False,資本財,Railroads,PBR1倍割れ,1,2176.7,1632.5,1306.0,1088.3,False
1928.T,積水ハウス,Nikkei225,3481.0,3546.96,-1.86,-8.231,-12.555,9.065,13.389,3255.0,3101.6,6.94,MILD DIP,6538,4.324,4.28,149.0,4.58,4,40,3867.5,10.0,False,False,False,False,True,1.05,False,5.6,60.8,増収増益,45.0,False,57.8,9.2,11.2,54.2,True,一般消費財,Residential Construction,高配当／優良財務,2,4966.7,3725.0,2980.0,2483.3,False
D,Dominion Energy,SP500高配当,62.42,62.15,0.439,-6.132,-9.471,7.223,10.562,58.3,56.3,7.0,NEUTRAL,11592,3.339,4.29,2.68,4.59,0,20,73.3,14.8,False,False,False,False,False,1.95,False,20.4,365.5,増収増益,59.6,False,68.1,16.4,9.7,40.0,False,公益,Utilities - Regulated Electric,—,0,89.3,67.0,53.6,44.7,False
1803.T,清水建設,Nikkei225,2758.0,2882.24,-4.311,-10.603,-16.189,11.742,17.328,2576.6,2415.6,7.04,MILD DIP,6538,5.586,2.22,61.2,2.38,1,25,3525.0,21.8,False,False,False,False,False,2.08,False,8.5,19.6,増収増益,47.8,False,61.4,33.6,12.0,58.1,True,資本財,Engineering & Construction,優良財務,1,2040.0,1530.0,1224.0,1020.0,False
NEE,NextEra Energy,配当貴族,91.98,92.21,-0.251,-6.823,-10.499,7.881,11.557,85.9,82.5,7.05,MILD DIP,13378,3.676,3.14,2.89,3.36,29,20,95.0,3.2,False,False,False,False,False,3.51,False,20.7,26.0,増収増益,53.6,False,87.0,21.0,8.4,40.6,False,公益,Utilities - Regulated Electric,—,0,96.4,72.3,57.8,48.2,False
SJM,J.M. Smucker,配当貴族,95.5,96.39,-0.919,-7.462,-11.375,8.188,12.1,89.2,85.4,7.07,MILD DIP,7894,3.912,4.51,4.31,4.83,16,27,144.7,34.0,False,False,False,False,False,1.95,False,7.0,0.0,—,50.9,False,23.3,9.5,-20.7,41.1,False,生活必需品,Packaged Foods,—,0,143.7,107.7,86.2,71.8,False
3349.T,コスモス薬品,Nikkei225,6302.0,6630.36,-4.952,-11.273,-17.302,12.845,18.875,5882.9,5483.2,7.12,MILD DIP,5271,6.029,0.0,0.0,0.0,7,22,9940.4,36.6,False,False,False,False,False,1.82,False,10.9,2.3,微増,35.7,False,0.5,17.3,12.0,84.4,True,ヘルスケア,Pharmaceutical Retailers,優良財務,1,0.0,0.0,0.0,0.0,False
9202.T,ANA HD,Nikkei225,2821.0,2888.21,-2.327,-8.83,-13.289,9.005,13.463,2633.2,2504.4,7.13,MILD DIP,6538,4.459,2.31,65.1,2.47,1,35,4342.9,35.0,False,False,False,False,False,0.91,True,13.9,18.0,増収増益,46.0,False,17.9,10.0,12.3,55.0,True,資本財,Airlines,PBR1倍割れ／優良財務,2,2170.0,1627.5,1302.0,1085.0,False
2002.T,日清製粉G,Nikkei225,2075.5,2092.01,-0.789,-7.426,-11.315,8.133,12.022,1936.7,1855.3,7.17,MILD DIP,6538,3.89,2.89,59.9,3.09,3,17,2253.0,7.9,False,False,False,False,False,1.17,False,2.2,27.8,微増,47.6,False,75.7,16.3,5.4,85.7,False,生活必需品,Packaged Foods,—,0,1996.7,1497.5,1198.0,998.3,False
1925.T,大和ハウス,Nikkei225,4852.0,4988.5,-2.736,-9.319,-14.225,10.303,15.208,4523.6,4278.9,7.26,MILD DIP,6538,4.906,3.63,175.9,3.89,5,22,5596.7,13.3,False,False,False,False,False,1.1,False,0.0,0.0,—,41.7,False,3.8,10.3,11.7,47.4,False,不動産,Real Estate - Development,—,0,5863.3,4397.5,3518.0,2931.7,False
EIX,Edison International,SP500高配当,70.75,71.8,-1.462,-8.267,-12.664,9.318,13.715,65.9,62.7,7.42,MILD DIP,13328,4.396,4.93,3.49,5.3,1,27,81.3,13.0,False,False,False,False,False,1.59,False,30.8,446.3,増収増益,55.2,False,80.8,10.9,24.1,31.7,False,公益,Utilities - Regulated Electric,—,0,116.3,87.2,69.8,58.2,False
ES,Eversource Energy,SP500高配当,69.25,69.46,-0.308,-7.212,-10.988,7.893,11.669,64.5,61.8,7.44,MILD DIP,13378,3.776,4.59,3.18,4.93,26,27,80.2,13.6,False,False,False,False,False,1.61,False,13.4,466.2,増収増益,63.1,False,65.7,13.6,10.8,35.1,False,公益,Utilities - Regulated Electric,—,0,106.0,79.5,63.6,53.0,False
2871.T,ニチレイ,Nikkei225,1924.5,1959.13,-1.768,-8.684,-13.269,9.657,14.242,1789.0,1699.2,7.57,MILD DIP,6538,4.585,2.44,47.0,2.63,0,15,2188.3,12.1,False,False,False,False,False,1.75,False,0.0,0.0,—,42.6,False,56.0,8.2,9.8,69.7,False,生活必需品,Packaged Foods,—,0,1566.7,1175.0,940.0,783.3,False
LIN,Linde,NASDAQ100,492.23,495.16,-0.592,-7.654,-11.838,9.083,13.267,457.3,436.5,7.65,MILD DIP,8494,4.184,1.31,6.45,1.41,29,15,508.9,3.3,False,False,False,False,False,5.97,False,5.8,-9.4,減益,50.9,False,85.0,25.2,17.8,58.6,True,素材,Specialty Chemicals,優良財務,1,215.0,161.2,129.0,107.5,False
4528.T,小野薬品,Nikkei225,2406.5,2453.66,-1.922,-8.922,-13.563,9.645,14.287,2234.8,2120.9,7.69,MILD DIP,6276,4.642,0.0,0.0,0.0,0,22,4499.8,46.5,False,False,False,True,False,1.35,False,4.2,93.1,微増,34.5,False,77.7,14.2,7.5,87.2,False,ヘルスケア,Drug Manufacturers - General,月足GC,1,0.0,0.0,0.0,0.0,False
9503.T,関西電力,Nikkei225,2501.0,2578.69,-3.013,-9.941,-15.034,10.432,15.525,2322.3,2191.0,7.69,MILD DIP,6538,5.093,2.99,74.9,3.23,2,20,2775.5,9.9,False,False,False,False,False,0.82,True,0.0,0.0,—,39.0,False,74.2,7.6,12.4,44.0,False,公益,Utilities - Renewable,PBR1倍割れ,1,2496.7,1872.5,1498.0,1248.3,False
5413.T,日新製鋼(注:代替),Nikkei225,1335.0,1440.8,-7.343,-13.965,-21.441,15.937,23.412,1239.6,1131.9,7.7,MILD DIP,1499,7.476,0.0,0.0,0.0,0,20,1967.4,32.1,False,False,False,False,False,0.0,False,0.0,0.0,—,28.8,True,0.0,0.0,0.0,0.0,False,,,RSI30以下,1,0.0,0.0,0.0,0.0,False
3382.T,セブン&アイ,Nikkei225,2054.5,2092.6,-1.821,-8.872,-13.471,9.524,14.123,1906.9,1810.7,7.74,MILD DIP,6538,4.599,2.46,50.6,2.65,1,15,2548.6,19.4,False,False,False,False,False,1.31,False,-19.0,-6.2,減収減益,41.8,False,30.3,17.8,7.6,49.0,False,生活必需品,Grocery Stores,—,0,1686.7,1265.0,1012.0,843.3,False
4911.T,資生堂,Nikkei225,3107.0,3201.2,-2.943,-10.052,-15.215,10.602,15.765,2879.4,2714.1,7.9,MILD DIP,6538,5.163,1.85,57.6,2.0,0,20,8466.5,63.3,True,False,False,False,False,2.07,False,0.0,0.0,—,46.3,False,69.4,25.1,-6.2,65.8,False,生活必需品,Household & Personal Products,半値,1,1920.0,1440.0,1152.0,960.0,False
9432.T,NTT,Nikkei225,154.0,154.89,-0.573,-7.924,-11.96,8.222,12.259,142.6,136.4,7.98,MILD DIP,6538,4.037,3.44,5.3,3.72,22,27,176.0,12.5,False,False,False,False,False,1.32,False,5.5,13.5,増収増益,41.6,False,38.6,10.6,10.7,26.2,False,通信,Telecom Services,—,0,176.7,132.5,106.0,88.3,False
KMB,Kimberly-Clark,配当貴族,98.84,97.86,1.001,-6.613,-10.195,7.713,11.294,91.4,87.9,8.15,NEUTRAL,11592,3.581,5.23,5.17,5.66,51,27,141.1,30.0,False,False,False,False,False,21.84,False,-0.6,11.0,—,50.5,False,12.4,13.0,126.6,17.7,False,生活必需品,Household & Personal Products,—,0,172.3,129.2,103.4,86.2,False
PG,Procter & Gamble,Dow30,146.93,144.99,1.336,-6.314,-9.725,7.329,10.739,135.8,130.9,8.17,NEUTRAL,16157,3.411,2.91,4.27,3.14,67,20,173.8,15.5,False,True,False,False,False,6.53,False,1.5,-5.4,減益,60.7,False,27.9,20.3,31.6,59.3,True,生活必需品,Household & Personal Products,優良財務／日足25MA上抜け,2,142.3,106.7,85.4,71.2,False
7205.T,日野自動車(注:代替),Nikkei225,387.0,412.8,-6.25,-13.359,-20.143,13.778,20.562,357.7,329.6,8.21,MILD DIP,6538,6.784,0.0,0.0,0.0,1,20,1616.8,76.1,True,False,False,False,False,1.03,False,0.0,0.0,—,50.0,False,20.5,8.7,35.4,41.6,False,資本財,Farm & Heavy Construction Machinery,半値,1,0.0,0.0,0.0,0.0,False
AEP,American Electric Power,NASDAQ100,133.66,132.13,1.159,-6.595,-10.095,7.403,10.902,123.4,118.8,8.3,NEUTRAL,16157,3.5,2.92,3.9,3.16,16,10,137.1,2.5,False,False,False,False,False,2.32,False,13.2,-12.6,減益,63.1,False,89.9,19.5,12.5,39.3,False,公益,Utilities - Regulated Electric,—,0,130.0,97.5,78.0,65.0,False
CL,Colgate-Palmolive,配当貴族,85.81,85.48,0.387,-7.303,-11.212,8.336,12.246,79.2,75.9,8.3,NEUTRAL,13329,3.91,3.01,2.58,3.26,60,20,105.0,18.3,False,True,False,False,False,1280.75,False,5.8,0.0,—,56.1,False,45.4,21.0,497.5,4.1,False,生活必需品,Household & Personal Products,日足25MA上抜け,1,86.0,64.5,51.6,43.0,False
